tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,33f13f608e89e818_score,player_13417f8e_x,player_13417f8e_y,player_13417f8e_move_target,player_13417f8e_item,player_13417f8e_score,player_13417f8e_cut_speed,player_13417f8e_speed,player_1062ffe2_x,player_1062ffe2_y,player_1062ffe2_move_target,player_1062ffe2_item,player_1062ffe2_score,player_1062ffe2_cut_speed,player_1062ffe2_speed
2553,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,52.87499999999929,,,1,1.0,15.0,71.9999999330091,27.132436104579334,,,2,0.5,30.0
2554,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,52.24999999999915,,,1,1.0,15.0,71.99999995974184,25.882436104579405,,,2,0.5,30.0
2555,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,51.624999999999005,,,1,1.0,15.0,71.99999998647459,24.632436104579476,,,2,0.5,30.0
2556,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,50.99999999999886,,,1,1.0,15.0,72.0,24.0,,,2,0.5,30.0
2557,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,50.37499999999872,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2558,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,49.74999999999858,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2559,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,49.12499999999844,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2560,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,48.499999999998295,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2561,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,47.87499999999815,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2562,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,47.24999999999801,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2563,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,46.62499999999787,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2564,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,45.999999999997726,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2565,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,45.374999999997584,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2566,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,44.74999999999744,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2567,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.4008457085755,44.57212606973093,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2568,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.801691417151,44.39425213946441,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2569,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.20253712572651,44.2163782091979,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2570,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.60338283430201,44.038504278931384,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2571,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.00422854287751,43.86063034866487,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2572,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.40507425145302,43.682756418398355,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2573,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.80591996002852,43.50488248813184,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2574,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.20676566860402,43.32700855786533,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2575,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.60761137717952,43.14913462759881,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2576,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.00845708575503,42.9712606973323,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2577,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.40930279433053,42.79338676706578,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2578,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.81014850290603,42.61551283679927,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2579,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.21099421148153,42.437638906532754,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2580,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.61183992005704,42.25976497626624,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2581,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.01268562863254,42.081891045999726,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2582,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.41353133720804,41.90401711573321,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2583,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.81437704578354,41.7261431854667,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2584,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.21522275435905,41.54826925520018,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2585,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.61606846293455,41.37039532493367,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2586,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.01691417151005,41.19252139466715,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2587,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.41775988008555,41.01464746440064,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2588,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.81860558866106,40.836773534134124,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2589,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.21945129723719,40.65889960386761,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2590,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.62029700581343,40.481025673601096,,,1,1.0,15.0,72.0,24.0,,tomato,2,0.5,30.0
2591,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.02114271438967,40.30315174333458,,,1,1.0,15.0,72.0,25.24999999999993,,tomato,2,0.5,30.0
2592,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.42198842296591,40.12527781306807,,,1,1.0,15.0,72.0,26.499999999999858,,tomato,2,0.5,30.0
2593,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,27.749999999999787,,tomato,2,0.5,30.0
2594,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,28.999999999999716,,tomato,2,0.5,30.0
2595,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,30.249999999999645,,tomato,2,0.5,30.0
2596,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,31.499999999999574,,tomato,2,0.5,30.0
2597,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,32.749999999999716,,tomato,2,0.5,30.0
2598,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,34.0,,tomato,2,0.5,30.0
2599,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,35.250000000000284,,tomato,2,0.5,30.0
2600,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,36.50000000000057,,tomato,2,0.5,30.0
2601,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,37.75000000000085,,tomato,2,0.5,30.0
2602,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,39.00000000000114,,tomato,2,0.5,30.0
2603,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,40.25000000000142,,tomato,2,0.5,30.0
2604,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,41.500000000001705,,tomato,2,0.5,30.0
2605,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,42.75000000000199,,tomato,2,0.5,30.0
2606,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,44.000000000002274,,tomato,2,0.5,30.0
2607,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,45.25000000000256,,tomato,2,0.5,30.0
2608,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,46.50000000000284,,tomato,2,0.5,30.0
2609,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,47.750000000003126,,tomato,2,0.5,30.0
2610,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,49.00000000000341,,tomato,2,0.5,30.0
2611,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,50.250000000003695,,tomato,2,0.5,30.0
2612,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,51.50000000000398,,tomato,2,0.5,30.0
2613,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,52.75000000000426,,tomato,2,0.5,30.0
2614,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,54.00000000000455,,tomato,2,0.5,30.0
2615,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,55.25000000000483,,tomato,2,0.5,30.0
2616,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,56.500000000005116,,tomato,2,0.5,30.0
2617,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,57.7500000000054,,tomato,2,0.5,30.0
2618,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,59.000000000005684,,tomato,2,0.5,30.0
2619,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,60.25000000000597,,tomato,2,0.5,30.0
2620,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,61.50000000000625,,tomato,2,0.5,30.0
2621,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,62.75000000000654,,tomato,2,0.5,30.0
2622,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,64.00000000000682,,tomato,2,0.5,30.0
2623,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,65.2500000000071,,tomato,2,0.5,30.0
2624,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,66.50000000000739,,tomato,2,0.5,30.0
2625,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,67.75000000000767,,tomato,2,0.5,30.0
2626,0,1,tomato,0,2,,0,3,,1,0,None_cut,3.7083333333333286,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,,1,1.0,15.0,72.0,69.00000000000796,,tomato,2,0.5,30.0
