tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,4cee7414efadf153_score,player_0cdace60_x,player_0cdace60_y,player_0cdace60_move_target,player_0cdace60_item,player_0cdace60_score,player_0cdace60_cut_speed,player_0cdace60_speed,player_5153f21a_x,player_5153f21a_y,player_5153f21a_move_target,player_5153f21a_item,player_5153f21a_score,player_5153f21a_cut_speed,player_5153f21a_speed,d97b7e10b891d6e0_score,a5b0f2259253fdf3_message,ad73825a98aed21b_score
4715,test,False,0,1,,0.0,0,0,2,tomato_cut,3.916666666666661,3,1,0,tomato,0.8749999999999997,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4716,test,False,0,1,,0.0,0,0,2,tomato_cut,3.9583333333333277,3,1,0,tomato,0.8749999999999997,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4717,test,False,0,1,,0.0,0,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato,0.9166666666666663,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4718,test,False,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9166666666666663,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4719,test,False,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9166666666666663,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4720,test,False,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9166666666666663,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4721,test,False,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9166666666666663,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4722,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9583333333333329,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4723,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9583333333333329,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4724,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9583333333333329,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4725,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9583333333333329,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4726,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9583333333333329,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4727,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.9999999999999996,0,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4728,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.0416666666666663,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4729,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.0416666666666663,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4730,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.0416666666666663,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4731,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.0416666666666663,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4732,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.0416666666666663,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4733,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4734,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1249999999999998,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4735,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1249999999999998,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4736,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1249999999999998,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4737,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1249999999999998,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4738,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1249999999999998,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4739,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1666666666666665,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4740,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1666666666666665,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4741,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1666666666666665,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4742,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1666666666666665,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4743,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.1666666666666665,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4744,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2083333333333333,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4745,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2083333333333333,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4746,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2083333333333333,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4747,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2083333333333333,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4748,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2083333333333333,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4749,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.25,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4750,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2916666666666667,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4751,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2916666666666667,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4752,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2916666666666667,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4753,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2916666666666667,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4754,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.2916666666666667,1,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4755,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4756,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4757,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4758,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4759,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4760,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4761,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.416666666666667,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4762,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.416666666666667,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4763,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.416666666666667,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4764,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.416666666666667,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4765,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.416666666666667,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4766,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333337,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4767,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.5000000000000004,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4768,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.5000000000000004,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4769,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.5000000000000004,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4770,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.5000000000000004,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4771,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.5000000000000004,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4772,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.5416666666666672,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4773,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.583333333333334,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,57.250000000000284,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4774,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,58.50000000000057,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4775,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,59.75000000000085,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
4776,test,False,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,1.6250000000000007,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,tomato,2,6,tomato,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,61.00000000000114,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
