tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b3d41ea5cd0bb321_score,player_11843aa3_x,player_11843aa3_y,player_11843aa3_move_target,player_11843aa3_item,player_11843aa3_score,player_11843aa3_cut_speed,player_11843aa3_speed,player_96d81ed9_x,player_96d81ed9_y,player_96d81ed9_move_target,player_96d81ed9_item,player_96d81ed9_score,player_96d81ed9_cut_speed,player_96d81ed9_speed
2574,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.99999999998954,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2575,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.49999999998909,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2576,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.99999999998863,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2577,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.49999999998818,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2578,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.99999999998772,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2579,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.49999999998727,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2580,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.99999999998681,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2581,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.49999999998636,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2582,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.9999999999859,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2583,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.49999999998545,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2584,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.999999999985,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2585,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.49999999998454,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2586,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.99999999998408,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2587,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.49999999998363,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2588,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.99999999998317,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2589,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.49999999998272,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2590,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2591,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2592,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2593,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2594,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2595,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2596,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2597,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2598,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2599,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2600,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2601,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2602,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2603,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2604,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2605,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2606,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2607,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2608,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2609,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2610,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2611,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2612,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2613,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2614,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2615,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2616,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2617,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2618,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2619,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2620,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2621,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2622,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2623,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2624,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2625,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2626,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2627,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2628,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2629,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2630,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2631,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2632,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2633,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2634,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2635,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2636,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2637,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2638,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2639,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2640,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2641,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.0,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2642,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,56.500000000000256,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2643,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,57.00000000000051,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2644,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,57.50000000000077,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2645,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,58.00000000000102,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2646,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,58.50000000000128,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2647,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,59.000000000001535,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2648,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,59.50000000000179,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2649,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,60.000000000002046,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2650,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,60.5000000000023,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2651,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,61.00000000000256,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2652,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,61.500000000002814,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2653,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,62.00000000000307,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2654,0,1,,0,2,None_cut,3.224999999999991,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,62.500000000003325,,tomato,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
