tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,fa0d0f1e6e000507_score,player_1a19cdbc_x,player_1a19cdbc_y,player_1a19cdbc_move_target,player_1a19cdbc_item,player_1a19cdbc_score,player_1a19cdbc_cut_speed,player_1a19cdbc_speed,player_9f4bde33_x,player_9f4bde33_y,player_9f4bde33_move_target,player_9f4bde33_item,player_9f4bde33_score,player_9f4bde33_cut_speed,player_9f4bde33_speed
2576,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,45.999999999997726,,,1,1.0,30.0,56.0,46.25000000000142,,,6,1.0,30.0
2577,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,44.74999999999744,,,1,1.0,30.0,56.0,47.500000000001705,,,6,1.0,30.0
2578,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,43.49999999999716,,,1,1.0,30.0,56.0,48.75000000000199,,,6,1.0,30.0
2579,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,42.249999999996874,,,1,1.0,30.0,56.0,50.000000000002274,,,6,1.0,30.0
2580,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.99999999999659,,,1,1.0,30.0,56.0,51.25000000000256,,,6,1.0,30.0
2581,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,56.0,52.50000000000284,,,6,1.0,30.0
2582,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,53.750000000003126,,,6,1.0,30.0
2583,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,55.00000000000341,,,6,1.0,30.0
2584,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,56.0,,,6,1.0,30.0
2585,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,56.0,,tomato_salad,6,1.0,30.0
2586,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,56.0,,tomato_salad,6,1.0,30.0
2587,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,56.0,,tomato_salad,6,1.0,30.0
2588,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,56.0,,tomato_salad,6,1.0,30.0
2589,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,56.0,,tomato_salad,6,1.0,30.0
2590,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,56.0,56.0,,tomato_salad,6,1.0,30.0
2591,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,57.250000000000284,56.0,,tomato_salad,6,1.0,30.0
2592,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,58.50000000000057,56.0,,tomato_salad,6,1.0,30.0
2593,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,59.75000000000085,56.0,,tomato_salad,6,1.0,30.0
2594,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,61.00000000000114,56.0,,tomato_salad,6,1.0,30.0
2595,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato,1,1.0,30.0,62.25000000000142,56.0,,tomato_salad,6,1.0,30.0
2596,0,1,,0,2,tomato,0.0,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,63.500000000001705,56.0,,tomato_salad,6,1.0,30.0
2597,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,64.75000000000199,56.0,,tomato_salad,6,1.0,30.0
2598,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,66.00000000000227,56.0,,tomato_salad,6,1.0,30.0
2599,0,1,,0,2,tomato,0.125,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,67.25000000000256,56.0,,tomato_salad,6,1.0,30.0
2600,0,1,,0,2,tomato,0.16666666666666666,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,68.50000000000284,56.0,,tomato_salad,6,1.0,30.0
2601,0,1,,0,2,tomato,0.20833333333333331,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,69.75000000000313,56.0,,tomato_salad,6,1.0,30.0
2602,0,1,,0,2,tomato,0.24999999999999997,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,71.00000000000341,56.0,,tomato_salad,6,1.0,30.0
2603,0,1,,0,2,tomato,0.29166666666666663,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,72.12016826116314,56.31621556657754,,tomato_salad,6,1.0,30.0
2604,0,1,,0,2,tomato,0.3333333333333333,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,73.0095245421619,57.19459214040404,,tomato_salad,6,1.0,30.0
2605,0,1,,0,2,tomato,0.375,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,73.89888082316065,58.07296871423054,,tomato_salad,6,1.0,30.0
2606,0,1,,0,2,tomato,0.4166666666666667,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,74.7882371041594,58.95134528805704,,tomato_salad,6,1.0,30.0
2607,0,1,,0,2,tomato,0.45833333333333337,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,75.67759338515816,59.82972186188354,,tomato_salad,6,1.0,30.0
2608,0,1,,0,2,tomato,0.5,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,76.56694966615692,60.70809843571004,,tomato_salad,6,1.0,30.0
2609,0,1,,0,2,tomato,0.5416666666666666,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,77.45630594715567,61.58647500953654,,tomato_salad,6,1.0,30.0
2610,0,1,,0,2,tomato,0.5833333333333333,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,78.34566222815442,62.46485158336304,,tomato_salad,6,1.0,30.0
2611,0,1,,0,2,tomato,0.6249999999999999,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,79.23501850915318,63.34322815718954,,tomato_salad,6,1.0,30.0
2612,0,1,,0,2,tomato,0.6666666666666665,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,80.12437479015193,64.22160473101586,,tomato_salad,6,1.0,30.0
2613,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,81.01373107115069,65.09998130484165,,tomato_salad,6,1.0,30.0
2614,0,1,,0,2,tomato,0.7499999999999998,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,81.90308735214944,65.97835787866744,,tomato_salad,6,1.0,30.0
2615,0,1,,0,2,tomato,0.7916666666666664,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,82.7924436331482,66.85673445249323,,tomato_salad,6,1.0,30.0
2616,0,1,,0,2,tomato,0.833333333333333,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,83.68179991414695,67.73511102631902,,tomato_salad,6,1.0,30.0
2617,0,1,,0,2,tomato,0.8749999999999997,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,84.5711561951457,68.61348760014481,,tomato_salad,6,1.0,30.0
2618,0,1,,0,2,tomato,0.9166666666666663,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,85.46051247614446,69.4918641739706,,tomato_salad,6,1.0,30.0
2619,0,1,,0,2,tomato,0.9583333333333329,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,86.34986875714321,70.37024074779639,,tomato_salad,6,1.0,30.0
2620,0,1,,0,2,tomato,0.9999999999999996,0,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,87.23922503814215,71.24861732162218,,tomato_salad,6,1.0,30.0
2621,0,1,,0,2,tomato,1.0416666666666663,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,tomato_salad,6,1.0,30.0
2622,0,1,,0,2,tomato,1.083333333333333,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2623,0,1,,0,2,tomato,1.1249999999999998,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2624,0,1,,0,2,tomato,1.1666666666666665,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2625,0,1,,0,2,tomato,1.2083333333333333,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2626,0,1,,0,2,tomato,1.25,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2627,0,1,,0,2,tomato,1.2916666666666667,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2628,0,1,,0,2,tomato,1.3333333333333335,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2629,0,1,,0,2,tomato,1.3750000000000002,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2630,0,1,,0,2,tomato,1.416666666666667,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2631,0,1,,0,2,tomato,1.4583333333333337,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2632,0,1,,0,2,tomato,1.5000000000000004,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,72.0,,,7,1.0,30.0
2633,0,1,,0,2,tomato,1.5416666666666672,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,70.74999999999972,,,7,1.0,30.0
2634,0,1,,0,2,tomato,1.583333333333334,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,69.49999999999943,,,7,1.0,30.0
2635,0,1,,0,2,tomato,1.6250000000000007,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,68.24999999999915,,,7,1.0,30.0
2636,0,1,,0,2,tomato,1.6666666666666674,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,66.99999999999886,,,7,1.0,30.0
2637,0,1,,0,2,tomato,1.7083333333333341,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,65.74999999999858,,,7,1.0,30.0
2638,0,1,,0,2,tomato,1.7500000000000009,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,64.4999999999983,,,7,1.0,30.0
2639,0,1,,0,2,tomato,1.7916666666666676,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,63.24999999999801,,,7,1.0,30.0
2640,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,61.999999999997726,,,7,1.0,30.0
2641,0,1,,0,2,tomato,1.875000000000001,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,60.74999999999744,,,7,1.0,30.0
2642,0,1,,0,2,tomato,1.9166666666666679,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,59.49999999999716,,,7,1.0,30.0
2643,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,58.249999999996874,,,7,1.0,30.0
2644,0,1,,0,2,tomato,2.0000000000000013,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,56.99999999999659,,,7,1.0,30.0
2645,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,55.749999999996305,,,7,1.0,30.0
2646,0,1,,0,2,tomato,2.0833333333333344,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,54.49999999999602,,,7,1.0,30.0
2647,0,1,,0,2,tomato,2.125000000000001,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,53.24999999999574,,,7,1.0,30.0
2648,0,1,,0,2,tomato,2.1666666666666674,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,51.99999999999545,,,7,1.0,30.0
2649,0,1,,0,2,tomato,2.208333333333334,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,50.74999999999517,,,7,1.0,30.0
2650,0,1,,0,2,tomato,2.2500000000000004,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,49.499999999994884,,,7,1.0,30.0
2651,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,48.2499999999946,,,7,1.0,30.0
2652,0,1,,0,2,tomato,2.3333333333333335,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,46.999999999994316,,,7,1.0,30.0
2653,0,1,,0,2,tomato,2.375,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,45.74999999999403,,,7,1.0,30.0
2654,0,1,,0,2,tomato,2.4166666666666665,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,44.49999999999375,,,7,1.0,30.0
2655,0,1,,0,2,tomato,2.458333333333333,2,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,30.0,88.0,43.24999999999346,,,7,1.0,30.0
