tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5de783074bdd2656_score,player_b8836c3c_x,player_b8836c3c_y,player_b8836c3c_move_target,player_b8836c3c_item,player_b8836c3c_score,player_b8836c3c_cut_speed,player_b8836c3c_speed,player_967cfb4d_x,player_967cfb4d_y,player_967cfb4d_move_target,player_967cfb4d_item,player_967cfb4d_score,player_967cfb4d_cut_speed,player_967cfb4d_speed
2540,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2541,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2542,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2543,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2544,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2545,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2546,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2547,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2548,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2549,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.35355339059322,55.64644660940678,,,2,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2550,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.70710678118644,55.29289321881356,,,2,1.0,12.0,102.74999999999972,24.0,,plate,0,0.2,30.0
2551,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.06066017177966,54.93933982822034,,,2,1.0,12.0,101.49999999999943,24.0,,plate,0,0.2,30.0
2552,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.41421356237288,54.58578643762712,,,2,1.0,12.0,100.24999999999915,24.0,,plate,0,0.2,30.0
2553,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.7677669529661,54.2322330470339,,,2,1.0,12.0,98.99999999999886,24.0,,plate,0,0.2,30.0
2554,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.12132034355932,53.87867965644068,,,2,1.0,12.0,97.74999999999858,24.0,,plate,0,0.2,30.0
2555,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.47487373415254,53.52512626584746,,,2,1.0,12.0,96.4999999999983,24.0,,plate,0,0.2,30.0
2556,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.82842712474576,53.17157287525424,,,2,1.0,12.0,95.24999999999801,24.0,,plate,0,0.2,30.0
2557,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.18198051533898,52.81801948466102,,,2,1.0,12.0,93.99999999999773,24.0,,plate,0,0.2,30.0
2558,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.5355339059322,52.4644660940678,,,2,1.0,12.0,92.74999999999744,24.0,,plate,0,0.2,30.0
2559,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.88908729652542,52.11091270347458,,,2,1.0,12.0,91.49999999999716,24.0,,plate,0,0.2,30.0
2560,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.24264068711864,51.75735931288136,,,2,1.0,12.0,90.24999999999687,24.0,,plate,0,0.2,30.0
2561,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.59619407771186,51.40380592228814,,,2,1.0,12.0,88.99999999999659,24.0,,plate,0,0.2,30.0
2562,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.94974746830508,51.05025253169492,,,2,1.0,12.0,87.7499999999963,24.0,,plate,0,0.2,30.0
2563,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.3033008588983,50.6966991411017,,,2,1.0,12.0,86.49999999999602,24.0,,plate,0,0.2,30.0
2564,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.656854249491516,50.343145750508484,,,2,1.0,12.0,85.24999999999574,24.0,,plate,0,0.2,30.0
2565,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.010407640084736,49.989592359915264,,,2,1.0,12.0,83.99999999999545,24.0,,plate,0,0.2,30.0
2566,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.363961030677956,49.636038969322044,,,2,1.0,12.0,82.74999999999517,24.0,,plate,0,0.2,30.0
2567,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.717514421271176,49.282485578728824,,,2,1.0,12.0,81.49999999999488,24.0,,plate,0,0.2,30.0
2568,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.071067811864395,48.928932188135605,,,2,1.0,12.0,80.2499999999946,24.0,,plate,0,0.2,30.0
2569,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.424621202457615,48.575378797542385,,,2,1.0,12.0,78.99999999999432,24.0,,plate,0,0.2,30.0
2570,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.778174593050835,48.221825406949165,,,2,1.0,12.0,77.74999999999403,24.0,,plate,0,0.2,30.0
2571,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.13172798364405,47.868272016355945,,,2,1.0,12.0,76.49999999999375,24.0,,plate,0,0.2,30.0
2572,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.48528137423727,47.514718625762725,,,2,1.0,12.0,75.24999999999346,24.0,,plate,0,0.2,30.0
2573,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.8388347648305,47.161165235169506,,,2,1.0,12.0,73.99999999999318,24.0,,plate,0,0.2,30.0
2574,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.19238815542371,46.807611844576286,,,2,1.0,12.0,72.7499999999929,24.0,,plate,0,0.2,30.0
2575,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.54594154601693,46.454058453983066,,,2,1.0,12.0,71.70196048263347,24.49189088134284,,plate,0,0.2,30.0
2576,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.89949493661015,46.100505063389846,,,2,1.0,12.0,70.81260420163471,25.37026745516934,,plate,0,0.2,30.0
2577,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.25304832720337,45.74695167279663,,,2,1.0,12.0,69.92324792063596,26.24864402899584,,plate,0,0.2,30.0
2578,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.6066017177966,45.39339828220341,,,2,1.0,12.0,69.0338916396372,27.12702060282234,,plate,0,0.2,30.0
2579,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.96015510838981,45.03984489161019,,,2,1.0,12.0,68.14453535863845,28.00539717664884,,plate,0,0.2,30.0
2580,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.31370849898303,44.68629150101697,,,2,1.0,12.0,67.2551790776397,28.883773750475342,,plate,0,0.2,30.0
2581,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.66726188957625,44.33273811042375,,,2,1.0,12.0,66.36582279664094,29.762150324301842,,plate,0,0.2,30.0
2582,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.02081528016947,43.97918471983053,,,2,1.0,12.0,65.47646651564219,30.640526898128343,,plate,0,0.2,30.0
2583,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.37436867076269,43.62563132923731,,,2,1.0,12.0,64.58711023464343,31.518903471954843,,plate,0,0.2,30.0
2584,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.72792206135591,43.27207793864409,,,2,1.0,12.0,63.69775395364444,32.39728004578134,,plate,0,0.2,30.0
2585,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.08147545194913,42.91852454805087,,,2,1.0,12.0,62.80839767264497,33.275656619607844,,plate,0,0.2,30.0
2586,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.43502884254235,42.56497115745765,,,2,1.0,12.0,61.91904139164551,34.154033193434344,,plate,0,0.2,30.0
2587,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.78858223313557,42.21141776686443,,,2,1.0,12.0,61.02968511064632,35.032409767260845,,plate,0,0.2,30.0
2588,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.14213562372879,41.85786437627121,,,2,1.0,12.0,60.14032882964735,35.910786341087345,,plate,0,0.2,30.0
2589,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.49568901432201,41.50431098567799,,,2,1.0,12.0,59.25097254864839,36.789162914913845,,plate,0,0.2,30.0
2590,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.84924240491523,41.15075759508477,,,2,1.0,12.0,58.361616267649424,37.667539488740346,,plate,0,0.2,30.0
2591,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.20279579550845,40.79720420449155,,,2,1.0,12.0,57.47225998665046,38.545916062566846,,plate,0,0.2,30.0
2592,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.55634918610167,40.44365081389833,,,2,1.0,12.0,56.582903705651496,39.424292636393346,,plate,0,0.2,30.0
2593,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.95528924982273,40.19778838398448,,,2,1.0,12.0,56.0,40.0,,plate,0,0.2,30.0
2594,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.45525126340897,40.191625189131166,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2595,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.95521327699521,40.18546199427785,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2596,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.45517529058145,40.17929879942454,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2597,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.95513730416769,40.17313560457122,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2598,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.45509931775393,40.16697240971791,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2599,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.95506133134018,40.16080921486459,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2600,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.45502334492642,40.15464602001128,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2601,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.95498535851266,40.14848282515796,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2602,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.4549473720989,40.14231963030465,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2603,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.95490938568514,40.13615643545133,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2604,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.45487139927138,40.12999324059802,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2605,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.95483341285762,40.123830045744704,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2606,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.45479542644387,40.11766685089139,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2607,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.95475744003011,40.111503656038074,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2608,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.45471945361635,40.10534046118476,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2609,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.95468146720259,40.099177266331445,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2610,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.45464348078883,40.09301407147813,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2611,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.95460549437507,40.086850876624815,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2612,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.45456750796131,40.08068768177129,,,2,1.0,12.0,56.0,40.0,,,0,0.2,30.0
