tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,652bdc4936ee99e4_score,player_35074a07_x,player_35074a07_y,player_35074a07_move_target,player_35074a07_item,player_35074a07_score,player_35074a07_cut_speed,player_35074a07_speed,player_923c9be6_x,player_923c9be6_y,player_923c9be6_move_target,player_923c9be6_item,player_923c9be6_score,player_923c9be6_cut_speed,player_923c9be6_speed,a174e44d288dc2a4_score,8ec5c0db206a2c8e_message,3517dbd3b600b50f_score
4682,test,0,1,tomato,1.6250000000000007,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,129.19160232735408,30.724343380392156,,,0,1.0,30.0,,,0.0
4683,test,0,1,tomato,1.6666666666666674,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,130.08095860835283,29.845966806565656,,,0,1.0,30.0,,,0.0
4684,test,0,1,tomato,1.7083333333333341,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,130.97031488935158,28.967590232739155,,,0,1.0,30.0,,,0.0
4685,test,0,1,tomato,1.7500000000000009,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,131.85967117035034,28.089213658912655,,,0,1.0,30.0,,,0.0
4686,test,0,1,tomato,1.7916666666666676,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,132.7490274513491,27.210837085086226,,,0,1.0,30.0,,,0.0
4687,test,0,1,tomato,1.8333333333333344,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,133.63838373234785,26.33246051126008,,,0,1.0,30.0,,,0.0
4688,test,0,1,tomato,1.875000000000001,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,134.5277400133466,25.454083937433936,,,0,1.0,30.0,,,0.0
4689,test,0,1,tomato,1.9166666666666679,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,135.41709629434553,24.57570736360819,,,0,1.0,30.0,,,0.0
4690,test,0,1,tomato,1.9583333333333346,1,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,,0,1.0,30.0,,,0.0
4691,test,0,1,tomato,2.0000000000000013,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4692,test,0,1,tomato,2.041666666666668,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4693,test,0,1,tomato,2.0833333333333344,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4694,test,0,1,tomato,2.125000000000001,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4695,test,0,1,tomato,2.1666666666666674,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4696,test,0,1,tomato,2.208333333333334,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4697,test,0,1,tomato,2.2500000000000004,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4698,test,0,1,tomato,2.291666666666667,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4699,test,0,1,tomato,2.3333333333333335,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4700,test,0,1,tomato,2.375,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4701,test,0,1,tomato,2.4166666666666665,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4702,test,0,1,tomato,2.458333333333333,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4703,test,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4704,test,0,1,tomato,2.541666666666666,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4705,test,0,1,tomato,2.5833333333333326,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4706,test,0,1,tomato,2.624999999999999,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4707,test,0,1,tomato,2.6666666666666656,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4708,test,0,1,tomato,2.708333333333332,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4709,test,0,1,tomato,2.7499999999999987,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4710,test,0,1,tomato,2.791666666666665,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4711,test,0,1,tomato,2.8333333333333317,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4712,test,0,1,tomato,2.8749999999999982,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4713,test,0,1,tomato,2.9166666666666647,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4714,test,0,1,tomato,2.9583333333333313,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4715,test,0,1,tomato,2.999999999999998,2,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4716,test,0,1,tomato_cut,3.0416666666666643,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4717,test,0,1,tomato_cut,3.083333333333331,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4718,test,0,1,tomato_cut,3.1249999999999973,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4719,test,0,1,tomato_cut,3.166666666666664,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4720,test,0,1,tomato_cut,3.2083333333333304,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4721,test,0,1,tomato_cut,3.249999999999997,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4722,test,0,1,tomato_cut,3.2916666666666634,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4723,test,0,1,tomato_cut,3.33333333333333,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4724,test,0,1,tomato_cut,3.3749999999999964,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4725,test,0,1,tomato_cut,3.416666666666663,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4726,test,0,1,tomato_cut,3.4583333333333295,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4727,test,0,1,tomato_cut,3.499999999999996,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4728,test,0,1,tomato_cut,3.5416666666666625,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4729,test,0,1,tomato_cut,3.583333333333329,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4730,test,0,1,tomato_cut,3.6249999999999956,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4731,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4732,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4733,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4734,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4735,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.041666666666666664,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4736,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.08333333333333333,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4737,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4738,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.16666666666666666,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4739,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4740,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4741,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.29166666666666663,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,135.11611652351553,24.88388347648305,,plate,0,1.0,30.0,,,0.0
4742,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.3333333333333333,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,134.23223304703106,25.767766952966443,,plate,0,1.0,30.0,,,0.0
4743,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.375,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,133.3483495705466,26.651650429449848,,plate,0,1.0,30.0,,,0.0
4744,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.4166666666666667,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,132.46446609406294,27.535533905933253,,plate,0,1.0,30.0,,,0.0
4745,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.45833333333333337,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,131.5805826175798,28.419417382416658,,plate,0,1.0,30.0,,,0.0
4746,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.5,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,130.69669914109667,29.303300858900062,,plate,0,1.0,30.0,,,0.0
4747,test,0,1,tomato_cut,3.666666666666662,3,0,2,,0.0,0,1,0,tomato,0.5416666666666666,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,129.81281566461354,30.187184335383467,,plate,0,1.0,30.0,,,0.0
