tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,f3ca91610d131a3a_score,player_ddda1121_x,player_ddda1121_y,player_ddda1121_move_target,player_ddda1121_item,player_ddda1121_score,player_ddda1121_cut_speed,player_ddda1121_speed,player_08e8cab9_x,player_08e8cab9_y,player_08e8cab9_move_target,player_08e8cab9_item,player_08e8cab9_score,player_08e8cab9_cut_speed,player_08e8cab9_speed,228923cd0b6922d5_score,501df094647b88a6_message,7e887e6e80b06599_score
4535,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.75000000000767,24.0,,,0,1.0,30.0,129.19160232735408,30.724343380392156,,,3,1.0,30.0,,,3.0
4536,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.00000000000796,24.0,,,0,1.0,30.0,130.08095860835283,29.845966806565656,,,3,1.0,30.0,,,3.0
4537,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.25000000000824,24.0,,,0,1.0,30.0,130.97031488935158,28.967590232739155,,,3,1.0,30.0,,,3.0
4538,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.50000000000853,24.0,,,0,1.0,30.0,131.85967117035034,28.089213658912655,,,3,1.0,30.0,,,3.0
4539,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.75000000000881,24.0,,,0,1.0,30.0,132.7490274513491,27.210837085086226,,,3,1.0,30.0,,,3.0
4540,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.0000000000091,24.0,,,0,1.0,30.0,133.63838373234785,26.33246051126008,,,3,1.0,30.0,,,3.0
4541,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.25000000000938,24.0,,,0,1.0,30.0,134.5277400133466,25.454083937433936,,,3,1.0,30.0,,,3.0
4542,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.50000000000966,24.0,,,0,1.0,30.0,135.41709629434553,24.57570736360819,,,3,1.0,30.0,,,3.0
4543,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.75000000000995,24.0,,,0,1.0,30.0,136.0,24.0,,,3,1.0,30.0,,,3.0
4544,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.00000000001023,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4545,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.25000000001052,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4546,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.5000000000108,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4547,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.75000000001108,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4548,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.00000000001137,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4549,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.25000000001165,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4550,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.50000000001194,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4551,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.75000000001222,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4552,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4553,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4554,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4555,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4556,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4557,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4558,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4559,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4560,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4561,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4562,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4563,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4564,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4565,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4566,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4567,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,135.11611652351553,24.88388347648305,,plate,3,1.0,30.0,,,3.0
4568,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,134.23223304703106,25.767766952966443,,plate,3,1.0,30.0,,,3.0
4569,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,133.3483495705466,26.651650429449848,,plate,3,1.0,30.0,,,3.0
4570,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,132.46446609406294,27.535533905933253,,plate,3,1.0,30.0,,,3.0
4571,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,131.5805826175798,28.419417382416658,,plate,3,1.0,30.0,,,3.0
4572,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,130.69669914109667,29.303300858900062,,plate,3,1.0,30.0,,,3.0
4573,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,129.81281566461354,30.187184335383467,,plate,3,1.0,30.0,,,3.0
4574,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,128.9289321881304,31.07106781186687,,plate,3,1.0,30.0,,,3.0
4575,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,128.04504871164727,31.954951288350276,,plate,3,1.0,30.0,,,3.0
4576,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,127.1611652351642,32.838834764833344,,plate,3,1.0,30.0,,,3.0
4577,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,126.27728175868116,33.72271824131639,,plate,3,1.0,30.0,,,3.0
4578,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,125.3933982821981,34.60660171779944,,plate,3,1.0,30.0,,,3.0
4579,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,124.50951480571506,35.4904851942827,,plate,3,1.0,30.0,,,3.0
4580,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.74999999999972,24.0,,tomato,0,1.0,30.0,123.62563132923201,36.37436867076619,,plate,3,1.0,30.0,,,3.0
4581,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.49999999999943,24.0,,tomato,0,1.0,30.0,122.74174785274896,37.25825214724968,,plate,3,1.0,30.0,,,3.0
4582,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.24999999999915,24.0,,tomato,0,1.0,30.0,121.85786437626591,38.14213562373317,,plate,3,1.0,30.0,,,3.0
4583,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.99999999999886,24.0,,tomato,0,1.0,30.0,120.97398089978286,39.02601910021666,,plate,3,1.0,30.0,,,3.0
4584,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.74999999999858,24.0,,tomato,0,1.0,30.0,120.04617444130444,39.805653184688964,,plate,3,1.0,30.0,,,3.0
4585,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.4999999999983,24.0,,tomato,0,1.0,30.0,118.79626611486002,39.820791727745956,,plate,3,1.0,30.0,,,3.0
4586,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.24999999999801,24.0,,tomato,0,1.0,30.0,117.54635778841559,39.83593027080295,,plate,3,1.0,30.0,,,3.0
4587,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.99999999999773,24.0,,tomato,0,1.0,30.0,116.29644946197116,39.85106881385981,,plate,3,1.0,30.0,,,3.0
4588,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.74999999999744,24.0,,tomato,0,1.0,30.0,115.04654113552674,39.866207356916455,,plate,3,1.0,30.0,,,3.0
4589,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.49999999999716,24.0,,tomato,0,1.0,30.0,113.79663280908231,39.8813458999731,,plate,3,1.0,30.0,,,3.0
4590,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.24999999999687,24.0,,tomato,0,1.0,30.0,112.54672448263788,39.896484443029735,,plate,3,1.0,30.0,,,3.0
4591,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.99999999999659,24.0,,tomato,0,1.0,30.0,111.29681615619346,39.91162298608638,,plate,3,1.0,30.0,,,3.0
4592,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.7499999999963,24.0,,tomato,0,1.0,30.0,110.04690782974903,39.92676152914302,,plate,3,1.0,30.0,,,3.0
4593,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.49999999999602,24.0,,tomato,0,1.0,30.0,108.7969995033046,39.94190007219966,,plate,3,1.0,30.0,,,3.0
4594,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.24999999999574,24.0,,tomato,0,1.0,30.0,107.54709117686018,39.9570386152563,,plate,3,1.0,30.0,,,3.0
4595,test,True,0,1,None_cut,3.9999999999999942,3,0,2,None_cut,3.9999999999999942,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.99999999999545,24.0,,tomato,0,1.0,30.0,106.29718285041575,39.972177158312945,,plate,3,1.0,30.0,,,3.0
