tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c4436f4dbfe0147a_score,player_d4e8877d_x,player_d4e8877d_y,player_d4e8877d_move_target,player_d4e8877d_item,player_d4e8877d_score,player_d4e8877d_cut_speed,player_d4e8877d_speed,player_e2ae8cf1_x,player_e2ae8cf1_y,player_e2ae8cf1_move_target,player_e2ae8cf1_item,player_e2ae8cf1_score,player_e2ae8cf1_cut_speed,player_e2ae8cf1_speed
2629,0,1,,0,2,tomato,2.091666666666662,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.00958075693387,30.11094213580633,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2630,0,1,,0,2,tomato,2.099999999999995,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.65389247383467,30.46234766402981,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2631,0,1,,0,2,tomato,2.1083333333333285,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.29820419073548,30.813753192253238,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2632,0,1,,0,2,tomato,2.116666666666662,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.94251590763628,31.165158720476477,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2633,0,1,,0,2,tomato,2.124999999999995,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.58682762453708,31.516564248699716,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2634,0,1,,0,2,tomato,2.1333333333333284,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.23113934143788,31.867969776922955,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2635,0,1,,0,2,tomato,2.1416666666666617,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.87545105833868,32.21937530514612,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2636,0,1,,0,2,tomato,2.149999999999995,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.519762775239485,32.57078083336925,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2637,0,1,,0,2,tomato,2.1583333333333283,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.16407449214029,32.922186361592374,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2638,0,1,,0,2,tomato,2.1666666666666616,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.80838620904109,33.2735918898155,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2639,0,1,,0,2,tomato,2.174999999999995,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.45269792594189,33.624997418038625,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2640,0,1,,0,2,tomato,2.1833333333333282,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.09700964284269,33.97640294626175,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2641,0,1,,0,2,tomato,2.1916666666666615,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.741321359743495,34.327808474484875,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2642,0,1,,0,2,tomato,2.199999999999995,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.3856330766443,34.679214002708,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2643,0,1,,0,2,tomato,2.208333333333328,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.0299447935451,35.030619530931126,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2644,0,1,,0,2,tomato,2.2166666666666615,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.6742565104459,35.38202505915425,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2645,0,1,,0,2,tomato,2.2249999999999948,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.3185682273467,35.73343058737738,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2646,0,1,,0,2,tomato,2.233333333333328,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.962879944247504,36.0848361156005,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2647,0,1,,0,2,tomato,2.2416666666666614,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.607191661148306,36.43624164382363,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2648,0,1,,0,2,tomato,2.2499999999999947,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.25150337804911,36.78764717204675,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2649,0,1,,0,2,tomato,2.258333333333328,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.89581509494991,37.13905270026988,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2650,0,1,,0,2,tomato,2.2666666666666613,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.54012681185071,37.490458228493004,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2651,0,1,,0,2,tomato,2.2749999999999946,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.184438528751514,37.84186375671613,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2652,0,1,,0,2,tomato,2.283333333333328,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.828750245652316,38.193269284939454,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2653,0,1,,0,2,tomato,2.291666666666661,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.47306196255312,38.54467481316304,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2654,0,1,,0,2,tomato,2.2999999999999945,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.11737367945392,38.896080341386636,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2655,0,1,,0,2,tomato,2.308333333333328,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.76168539635472,39.24748586961022,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2656,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.40599711325552,39.59889139783381,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2657,0,1,,0,2,tomato,2.3249999999999944,2,0,3,None_cut,3.391666666666663,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,plate,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2658,0,1,,0,2,tomato,2.3333333333333277,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2659,0,1,,0,2,tomato,2.341666666666661,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2660,0,1,,0,2,tomato,2.3499999999999943,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2661,0,1,,0,2,tomato,2.3583333333333276,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2662,0,1,,0,2,tomato,2.366666666666661,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2663,0,1,,0,2,tomato,2.3749999999999942,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2664,0,1,,0,2,tomato,2.3833333333333275,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2665,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2666,0,1,,0,2,tomato,2.399999999999994,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2667,0,1,,0,2,tomato,2.4083333333333274,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2668,0,1,,0,2,tomato,2.4166666666666607,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2669,0,1,,0,2,tomato,2.424999999999994,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2670,0,1,,0,2,tomato,2.4333333333333274,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2671,0,1,,0,2,tomato,2.4416666666666607,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2672,0,1,,0,2,tomato,2.449999999999994,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2673,0,1,,0,2,tomato,2.4583333333333273,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2674,0,1,,0,2,tomato,2.4666666666666606,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2675,0,1,,0,2,tomato,2.474999999999994,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2676,0,1,,0,2,tomato,2.483333333333327,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2677,0,1,,0,2,tomato,2.4916666666666605,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2678,0,1,,0,2,tomato,2.499999999999994,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2679,0,1,,0,2,tomato,2.508333333333327,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2680,0,1,,0,2,tomato,2.5166666666666604,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2681,0,1,,0,2,tomato,2.5249999999999937,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2682,0,1,,0,2,tomato,2.533333333333327,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2683,0,1,,0,2,tomato,2.5416666666666603,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2684,0,1,,0,2,tomato,2.5499999999999936,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2685,0,1,,0,2,tomato,2.558333333333327,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2686,0,1,,0,2,tomato,2.56666666666666,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2687,0,1,,0,2,tomato,2.5749999999999935,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2688,0,1,,0,2,tomato,2.583333333333327,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2689,0,1,,0,2,tomato,2.59166666666666,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2690,0,1,,0,2,tomato,2.5999999999999934,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2691,0,1,,0,2,tomato,2.6083333333333267,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2692,0,1,,0,2,tomato,2.61666666666666,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2693,0,1,,0,2,tomato,2.6249999999999933,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2694,0,1,,0,2,tomato,2.6333333333333266,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2695,0,1,,0,2,tomato,2.64166666666666,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2696,0,1,,0,2,tomato,2.6499999999999932,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2697,0,1,,0,2,tomato,2.6583333333333266,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2698,0,1,,0,2,tomato,2.66666666666666,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2699,0,1,,0,2,tomato,2.674999999999993,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2700,0,1,,0,2,tomato,2.6833333333333265,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2701,0,1,,0,2,tomato,2.6916666666666598,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.500000000000256,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2702,0,1,,0,2,tomato,2.699999999999993,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.00000000000051,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2703,0,1,,0,2,tomato,2.7083333333333264,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.50000000000077,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2704,0,1,,0,2,tomato,2.7166666666666597,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.00000000000102,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2705,0,1,,0,2,tomato,2.724999999999993,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.50000000000128,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2706,0,1,,0,2,tomato,2.7333333333333263,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.000000000001535,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2707,0,1,,0,2,tomato,2.7416666666666596,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.50000000000179,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2708,0,1,,0,2,tomato,2.749999999999993,2,0,3,None_cut,3.391666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.000000000002046,40.0,,,2,1.0,12.0,24.0,40.0,,,0,0.2,30.0
