tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,bde618a2d1243f93_score,player_b9b1c1c5_x,player_b9b1c1c5_y,player_b9b1c1c5_move_target,player_b9b1c1c5_item,player_b9b1c1c5_score,player_b9b1c1c5_cut_speed,player_b9b1c1c5_speed,player_d36e0109_x,player_d36e0109_y,player_d36e0109_move_target,player_d36e0109_item,player_d36e0109_score,player_d36e0109_cut_speed,player_d36e0109_speed
2129,0,1,,0,2,tomato,0.40833333333333377,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.54594276993464,38.634732945434735,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2130,0,1,,0,2,tomato,0.41666666666666713,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.89729339946524,38.278990433035375,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2131,0,1,,0,2,tomato,0.4250000000000005,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.24864402899584,37.923247920636015,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2132,0,1,,0,2,tomato,0.43333333333333385,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.59999465852644,37.567505408236656,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2133,0,1,,0,2,tomato,0.4416666666666672,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.95134528805704,37.211762895837296,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2134,0,1,,0,2,tomato,0.45000000000000057,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.30269591758764,36.85602038343794,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2135,0,1,,0,2,tomato,0.4583333333333339,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.65404654711824,36.50027787103858,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2136,0,1,,0,2,tomato,0.4666666666666673,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.00539717664884,36.14453535863922,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2137,0,1,,0,2,tomato,0.47500000000000064,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.35674780617944,35.78879284623986,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2138,0,1,,0,2,tomato,0.483333333333334,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.70809843571004,35.4330503338405,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2139,0,1,,0,2,tomato,0.49166666666666736,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.05944906524064,35.07730782144114,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2140,0,1,,0,2,tomato,0.5000000000000007,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.41079969477124,34.72156530904178,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2141,0,1,,0,2,tomato,0.508333333333334,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.76215032430184,34.36582279664242,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2142,0,1,,0,2,tomato,0.5166666666666673,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.11350095383244,34.01008028424306,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2143,0,1,,0,2,tomato,0.5250000000000006,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.46485158336304,33.6543377718437,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2144,0,1,,0,2,tomato,0.5333333333333339,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.81620221289364,33.29859525944434,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2145,0,1,,0,2,tomato,0.5416666666666672,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.6724163987017,33.77747482638915,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2146,0,1,,0,2,tomato,0.5500000000000005,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.528630584509756,34.256354393333964,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2147,0,1,,0,2,tomato,0.5583333333333338,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.38484477031781,34.73523396027878,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2148,0,1,,0,2,tomato,0.5666666666666671,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.24105895612587,35.21411352722359,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2149,0,1,,0,2,tomato,0.5750000000000004,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.097273141933925,35.6929930941684,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2150,0,1,,0,2,tomato,0.5833333333333337,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.95348732774198,36.17187266111321,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2151,0,1,,0,2,tomato,0.591666666666667,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.80970151355004,36.650752228058025,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2152,0,1,,0,2,tomato,0.6000000000000003,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.665915699358095,37.12963179500284,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2153,0,1,,0,2,tomato,0.6083333333333336,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.52212988516615,37.60851136194765,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2154,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.37834407097421,38.08739092889246,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2155,0,1,,0,2,tomato,0.6250000000000002,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.234558256782265,38.56627049583727,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2156,0,1,,0,2,tomato,0.6333333333333335,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.09077244259032,39.045150062782085,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2157,0,1,,0,2,tomato,0.6416666666666668,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.94698662839838,39.5240296297269,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2158,0,1,,0,2,tomato,0.6500000000000001,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.803200814206434,40.00290919667171,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2159,0,1,,0,2,tomato,0.6583333333333334,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.65941500001449,40.48178876361652,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2160,0,1,,0,2,tomato,0.6666666666666667,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.51562918582255,40.96066833056133,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2161,0,1,,0,2,tomato,0.675,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.371843371630604,41.439547897506145,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2162,0,1,,0,2,tomato,0.6833333333333333,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.22805755743866,41.91842746445096,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2163,0,1,,0,2,tomato,0.6916666666666667,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.08427174324672,42.39730703139577,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2164,0,1,,0,2,tomato,0.7,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.94048592905477,42.87618659834058,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2165,0,1,,0,2,tomato,0.7083333333333333,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.79670011486283,43.35506616528539,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2166,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.652914300670886,43.833945732230205,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2167,0,1,,0,2,tomato,0.7249999999999999,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.50912848647894,44.31282529917502,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2168,0,1,,0,2,tomato,0.7333333333333332,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.365342672287,44.79170486611983,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2169,0,1,,0,2,tomato,0.7416666666666665,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.221556858095056,45.27058443306464,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2170,0,1,,0,2,tomato,0.7499999999999998,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.07777104390311,45.74946400000945,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2171,0,1,,0,2,tomato,0.7583333333333331,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.93398522971117,46.228343566954265,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2172,0,1,,0,2,tomato,0.7666666666666664,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.790199415519226,46.70722313389908,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2173,0,1,,0,2,tomato,0.7749999999999997,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.64641360132728,47.18610270084389,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2174,0,1,,0,2,tomato,0.783333333333333,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.50262778713534,47.6649822677887,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2175,0,1,,0,2,tomato,0.7916666666666663,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.35884197294349,48.143861834733514,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2176,0,1,,0,2,tomato,0.7999999999999996,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.215056158751906,48.622741401678326,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2177,0,1,,0,2,tomato,0.8083333333333329,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.07127034456032,49.10162096862314,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2178,0,1,,0,2,tomato,0.8166666666666662,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.92748453036874,49.58050053556795,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2179,0,1,,0,2,tomato,0.8249999999999995,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.78369871617715,50.05938010251276,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2180,0,1,,0,2,tomato,0.8333333333333328,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.63991290198557,50.538259669457574,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2181,0,1,,0,2,tomato,0.8416666666666661,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.49612708779398,51.017139236402386,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2182,0,1,,0,2,tomato,0.8499999999999994,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.3523412736024,51.4960188033472,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2183,0,1,,0,2,tomato,0.8583333333333327,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.20855545941081,51.97489837029201,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2184,0,1,,0,2,tomato,0.866666666666666,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.06476964521923,52.45377793723682,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2185,0,1,,0,2,tomato,0.8749999999999993,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.92098383102764,52.932657504181634,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2186,0,1,,0,2,tomato,0.8833333333333326,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.77719801683606,53.411537071126446,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2187,0,1,,0,2,tomato,0.8916666666666659,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.63341220264447,53.89041663807126,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2188,0,1,,0,2,tomato,0.8999999999999992,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.48962638845289,54.36929620501607,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2189,0,1,,0,2,tomato,0.9083333333333325,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.3458405742613,54.84817577196088,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2190,0,1,,0,2,tomato,0.9166666666666659,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.20205476006972,55.327055338905694,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2191,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2192,0,1,,0,2,tomato,0.9333333333333325,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2193,0,1,,0,2,tomato,0.9416666666666658,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2194,0,1,,0,2,tomato,0.9499999999999991,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2195,0,1,,0,2,tomato,0.9583333333333324,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2196,0,1,,0,2,tomato,0.9666666666666657,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2197,0,1,,0,2,tomato,0.974999999999999,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2198,0,1,,0,2,tomato,0.9833333333333323,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2199,0,1,,0,2,tomato,0.9916666666666656,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2200,0,1,,0,2,tomato,0.9999999999999989,0,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2201,0,1,,0,2,tomato,1.0083333333333322,1,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2202,0,1,,0,2,tomato,1.0166666666666655,1,0,3,None_cut,3.4749999999999903,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
