tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e113bed64c06e7dd_score,player_06737ef0_x,player_06737ef0_y,player_06737ef0_move_target,player_06737ef0_item,player_06737ef0_score,player_06737ef0_cut_speed,player_06737ef0_speed,player_9481588e_x,player_9481588e_y,player_9481588e_move_target,player_9481588e_item,player_9481588e_score,player_9481588e_cut_speed,player_9481588e_speed,f98420205e959499_score,fe67a236200c616d_message,bbcaa5290f8da7a4_score
4517,test,True,0,1,,0.0,0,0,2,tomato,1.0416666666666654,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.318940862269756,29.38542762304819,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4518,test,True,0,1,,0.0,0,0,2,tomato,1.0499999999999987,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.967590232739155,29.029685110648476,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4519,test,True,0,1,,0.0,0,0,2,tomato,1.058333333333332,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.616239603208555,28.67394259824876,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4520,test,True,0,1,,0.0,0,0,2,tomato,1.0666666666666653,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.264888973677955,28.318200085849046,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4521,test,True,0,1,,0.0,0,0,2,tomato,1.0749999999999986,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.913538344147355,27.96245757344933,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4522,test,True,0,1,,0.0,0,0,2,tomato,1.083333333333332,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.562187714616755,27.606715061049616,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4523,test,True,0,1,,0.0,0,0,2,tomato,1.0916666666666652,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.210837085086155,27.2509725486499,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4524,test,True,0,1,,0.0,0,0,2,tomato,1.0999999999999985,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.859486455555555,26.895230036250187,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4525,test,True,0,1,,0.0,0,0,2,tomato,1.1083333333333318,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.508135826024954,26.53948752385047,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4526,test,True,0,1,,0.0,0,0,2,tomato,1.1166666666666651,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.156785196494354,26.183745011450757,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4527,test,True,0,1,,0.0,0,0,2,tomato,1.1249999999999984,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.805434566963754,25.828002499051042,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4528,test,True,0,1,,0.0,0,0,2,tomato,1.1333333333333317,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.454083937433154,25.472259986651327,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4529,test,True,0,1,,0.0,0,0,2,tomato,1.141666666666665,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.102733307902554,25.116517474251612,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4530,test,True,0,1,,0.0,0,0,2,tomato,1.1499999999999984,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.751382678371954,24.760774961851897,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4531,test,True,0,1,,0.0,0,0,2,tomato,1.1583333333333317,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.400032048841354,24.405032449452182,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4532,test,True,0,1,,0.0,0,0,2,tomato,1.166666666666665,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.986264485819575,24.196125625563692,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4533,test,True,0,1,,0.0,0,0,2,tomato,1.1749999999999983,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.48630210988141,24.18999189533383,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4534,test,True,0,1,,0.0,0,0,2,tomato,1.1833333333333316,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.98633973394324,24.183858165103967,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4535,test,True,0,1,,0.0,0,0,2,tomato,1.1916666666666649,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.48637735800507,24.177724434874104,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4536,test,True,0,1,,0.0,0,0,2,tomato,1.1999999999999982,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.986414982066904,24.17159070464424,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4537,test,True,0,1,,0.0,0,0,2,tomato,1.2083333333333315,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.486452606128736,24.16545697441438,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4538,test,True,0,1,,0.0,0,0,2,tomato,1.2166666666666648,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.98649023019057,24.159323244184517,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4539,test,True,0,1,,0.0,0,0,2,tomato,1.224999999999998,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.4865278542524,24.153189513954654,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4540,test,True,0,1,,0.0,0,0,2,tomato,1.2333333333333314,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.98656547831423,24.14705578372479,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4541,test,True,0,1,,0.0,0,0,2,tomato,1.2416666666666647,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.486603102376066,24.14092205349493,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4542,test,True,0,1,,0.0,0,0,2,tomato,1.249999999999998,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.9866407264379,24.134788323265067,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4543,test,True,0,1,,0.0,0,0,2,tomato,1.2583333333333313,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.48667835049973,24.128654593035204,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4544,test,True,0,1,,0.0,0,0,2,tomato,1.2666666666666646,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.98671597456156,24.12252086280534,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4545,test,True,0,1,,0.0,0,0,2,tomato,1.274999999999998,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.486753598623395,24.11638713257548,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4546,test,True,0,1,,0.0,0,0,2,tomato,1.2833333333333312,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.98679122268523,24.110253402345617,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4547,test,True,0,1,,0.0,0,0,2,tomato,1.2916666666666645,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.48682884674706,24.104119672115754,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4548,test,True,0,1,,0.0,0,0,2,tomato,1.2999999999999978,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.986866470808902,24.09798594188589,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4549,test,True,0,1,,0.0,0,0,2,tomato,1.3083333333333311,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.48690409487109,24.09185221165603,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4550,test,True,0,1,,0.0,0,0,2,tomato,1.3166666666666644,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.986941718933277,24.085718481426166,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4551,test,True,0,1,,0.0,0,0,2,tomato,1.3249999999999977,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.486979342995465,24.079584751196304,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4552,test,True,0,1,,0.0,0,0,2,tomato,1.333333333333331,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.987016967057652,24.07345102096644,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4553,test,True,0,1,,0.0,0,0,2,tomato,1.3416666666666643,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.48705459111984,24.06731729073658,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4554,test,True,0,1,,0.0,0,0,2,tomato,1.3499999999999976,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.987092215182027,24.061183560506716,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4555,test,True,0,1,,0.0,0,0,2,tomato,1.358333333333331,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.487129839244215,24.055049830276854,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4556,test,True,0,1,,0.0,0,0,2,tomato,1.3666666666666643,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.987167463306402,24.04891610004699,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4557,test,True,0,1,,0.0,0,0,2,tomato,1.3749999999999976,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.48720508736859,24.04278236981713,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4558,test,True,0,1,,0.0,0,0,2,tomato,1.3833333333333309,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.987242711430778,24.036648639587266,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4559,test,True,0,1,,0.0,0,0,2,tomato,1.3916666666666642,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.487280335492965,24.030514909357404,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4560,test,True,0,1,,0.0,0,0,2,tomato,1.3999999999999975,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.987317959555153,24.02438117912754,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4561,test,True,0,1,,0.0,0,0,2,tomato,1.4083333333333308,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.48735558361734,24.01824744889768,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4562,test,True,0,1,,0.0,0,0,2,tomato,1.416666666666664,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.987393207679528,24.012113718667816,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4563,test,True,0,1,,0.0,0,0,2,tomato,1.4249999999999974,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.487430831741715,24.005979988437982,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4564,test,True,0,1,,0.0,0,0,2,tomato,1.4333333333333307,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4565,test,True,0,1,tomato,0.0,0,0,2,tomato,1.441666666666664,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4566,test,True,0,1,tomato,0.041666666666666664,0,0,2,tomato,1.4499999999999973,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4567,test,True,0,1,tomato,0.08333333333333333,0,0,2,tomato,1.4583333333333306,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4568,test,True,0,1,tomato,0.125,0,0,2,tomato,1.466666666666664,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4569,test,True,0,1,tomato,0.16666666666666666,0,0,2,tomato,1.4749999999999972,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4570,test,True,0,1,tomato,0.20833333333333331,0,0,2,tomato,1.4833333333333305,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4571,test,True,0,1,tomato,0.24999999999999997,0,0,2,tomato,1.4916666666666638,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4572,test,True,0,1,tomato,0.29166666666666663,0,0,2,tomato,1.4999999999999971,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4573,test,True,0,1,tomato,0.3333333333333333,0,0,2,tomato,1.5083333333333304,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4574,test,True,0,1,tomato,0.375,0,0,2,tomato,1.5166666666666637,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4575,test,True,0,1,tomato,0.4166666666666667,0,0,2,tomato,1.524999999999997,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4576,test,True,0,1,tomato,0.45833333333333337,0,0,2,tomato,1.5333333333333303,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4577,test,True,0,1,tomato,0.5,0,0,2,tomato,1.5416666666666636,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4578,test,True,0,1,tomato,0.5416666666666666,0,0,2,tomato,1.549999999999997,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4579,test,True,0,1,tomato,0.5833333333333333,0,0,2,tomato,1.5583333333333302,1,1,0,tomato_cut,3.2583333333333244,3,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
