tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,80d7c35ab249cd60_score,player_e857c733_x,player_e857c733_y,player_e857c733_move_target,player_e857c733_item,player_e857c733_score,player_e857c733_cut_speed,player_e857c733_speed,player_8f198e6d_x,player_8f198e6d_y,player_8f198e6d_move_target,player_8f198e6d_item,player_8f198e6d_score,player_8f198e6d_cut_speed,player_8f198e6d_speed,7398d489a56265ba_score,4be7e6f21f3c30ad_message,cf7f363945f4897f_score
3372,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,66.6066017177966,45.39339828220341,,,0,1.0,30.0,,,0.0
3373,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.74999999999972,24.0,,tomato,0,1.0,30.0,67.49048519427964,44.50951480572036,,,0,1.0,30.0,,,0.0
3374,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.49999999999943,24.0,,tomato,0,1.0,30.0,68.37436867076269,43.62563132923731,,,0,1.0,30.0,,,0.0
3375,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.24999999999915,24.0,,tomato,0,1.0,30.0,69.25825214724574,42.74174785275426,,,0,1.0,30.0,,,0.0
3376,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.99999999999886,24.0,,tomato,0,1.0,30.0,70.14213562372879,41.85786437627121,,,0,1.0,30.0,,,0.0
3377,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.74999999999858,24.0,,tomato,0,1.0,30.0,71.02601910021184,40.97398089978816,,,0,1.0,30.0,,,0.0
3378,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.4999999999983,24.0,,tomato,0,1.0,30.0,71.95382555869026,40.19434681531624,,,0,1.0,30.0,,,0.0
3379,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.24999999999801,24.0,,tomato,0,1.0,30.0,73.20373388513468,40.179208272259245,,,0,1.0,30.0,,,0.0
3380,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.99999999999773,24.0,,tomato,0,1.0,30.0,74.45364221157911,40.164069729202254,,,0,1.0,30.0,,,0.0
3381,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.74999999999744,24.0,,tomato,0,1.0,30.0,75.70355053802353,40.14893118614526,,,0,1.0,30.0,,,0.0
3382,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.49999999999716,24.0,,tomato,0,1.0,30.0,76.95345886446796,40.13379264308827,,,0,1.0,30.0,,,0.0
3383,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.24999999999687,24.0,,tomato,0,1.0,30.0,78.20336719091239,40.11865410003128,,,0,1.0,30.0,,,0.0
3384,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.99999999999659,24.0,,tomato,0,1.0,30.0,79.45327551735681,40.10351555697429,,,0,1.0,30.0,,,0.0
3385,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.87983173883686,24.31621556657754,,tomato,0,1.0,30.0,80.70318384380124,40.088377013917295,,,0,1.0,30.0,,,0.0
3386,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.9904754578381,25.19459214040404,,tomato,0,1.0,30.0,81.95309217024567,40.0732384708603,,,0,1.0,30.0,,,0.0
3387,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.10111917683935,26.07296871423054,,tomato,0,1.0,30.0,83.2030004966901,40.05809992780313,,,0,1.0,30.0,,,0.0
3388,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.2117628958406,26.95134528805704,,tomato,0,1.0,30.0,84.45290882313452,40.04296138474578,,,0,1.0,30.0,,,0.0
3389,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.32240661484184,27.82972186188354,,tomato,0,1.0,30.0,85.70281714957895,40.027822841688426,,,0,1.0,30.0,,,0.0
3390,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.43305033384308,28.708098435710042,,tomato,0,1.0,30.0,86.95272547602337,40.01268429863107,,,0,1.0,30.0,,,0.0
3391,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.54369405284433,29.586475009536542,,tomato,0,1.0,30.0,88.20266313365056,40.00233106509771,,,0,1.0,30.0,,,0.0
3392,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.65433777184558,30.464851583363043,,tomato,0,1.0,30.0,89.45266312004111,40.0021466143028,,,0,1.0,30.0,,,0.0
3393,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.76498149084682,31.343228157189543,,tomato,0,1.0,30.0,90.70266310643166,40.0019621635079,,,0,1.0,30.0,,,0.0
3394,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.87562520984797,32.22160473101604,,tomato,0,1.0,30.0,91.9526630928222,40.00177771271299,,,0,1.0,30.0,,,0.0
3395,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.9862689288485,33.099981304842544,,tomato,0,1.0,30.0,93.20266307921275,40.00159326191809,,,0,1.0,30.0,,,0.0
3396,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.09691264784904,33.978357878669044,,tomato,0,1.0,30.0,94.4526630656033,40.001408811123184,,,0,1.0,30.0,,,0.0
3397,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.20755636684957,34.856734452495544,,tomato,0,1.0,30.0,95.70266305199385,40.00122436032828,,,0,1.0,30.0,,,0.0
3398,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.31820008585011,35.735111026322045,,tomato,0,1.0,30.0,96.9526630383844,40.001039909533375,,,0,1.0,30.0,,,0.0
3399,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.42884380485064,36.613487600148545,,tomato,0,1.0,30.0,98.20266302477495,40.00085545873847,,,0,1.0,30.0,,,0.0
3400,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.53948752385118,37.491864173975046,,tomato,0,1.0,30.0,99.4526630111655,40.00067100794384,,,0,1.0,30.0,,,0.0
3401,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.650131242851714,38.370240747801546,,tomato,0,1.0,30.0,100.70266299755605,40.000486557149294,,,0,1.0,30.0,,,0.0
3402,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.76077496185225,39.24861732162794,,tomato,0,1.0,30.0,101.9526629839466,40.000302106354745,,,0,1.0,30.0,,,0.0
3403,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.18626191223713,40.26074682117119,,tomato,0,1.0,30.0,103.20266297033714,40.000117655560196,,,0,1.0,30.0,,,0.0
3404,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.17147016286084,41.510659299767305,,tomato,0,1.0,30.0,104.45266296380328,40.00002795062478,,,0,1.0,30.0,,,0.0
3405,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.156678413484556,42.76057177836342,,tomato,0,1.0,30.0,105.70266296380072,40.00002570340544,,,0,1.0,30.0,,,0.0
3406,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.14188666410827,44.010484256959536,,tomato,0,1.0,30.0,106.95266296379816,40.00002345618579,,,0,1.0,30.0,,,0.0
3407,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.127094914731984,45.26039673555565,,tomato,0,1.0,30.0,108.2026629637956,40.00002120896613,,,0,1.0,30.0,,,0.0
3408,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.1123031653557,46.51030921415177,,tomato,0,1.0,30.0,109.45266296379305,40.00001896174648,,,0,1.0,30.0,,,0.0
3409,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.09751141597941,47.76022169274788,,tomato,0,1.0,30.0,110.70266296379049,40.00001671452682,,,0,1.0,30.0,,,0.0
3410,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.082719666603126,49.010134171344,,tomato,0,1.0,30.0,111.95266296378793,40.00001446730717,,,0,1.0,30.0,,,0.0
3411,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.06792791722684,50.260046649940115,,tomato,0,1.0,30.0,113.20266296378537,40.00001222008751,,,0,1.0,30.0,,,0.0
3412,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.05313616785055,51.50995912853623,,tomato,0,1.0,30.0,114.45266296378281,40.00000997286786,,,0,1.0,30.0,,,0.0
3413,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.03834441847422,52.75987160713235,,tomato,0,1.0,30.0,115.70266296378026,40.0000077256482,,,0,1.0,30.0,,,0.0
3414,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.023552669097576,54.00978408572846,,tomato,0,1.0,30.0,116.9526629637777,40.00000547842855,,,0,1.0,30.0,,,0.0
3415,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.008760919720935,55.25969656432458,,tomato,0,1.0,30.0,118.20266296377514,40.00000323120889,,,0,1.0,30.0,,,0.0
3416,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.002155159526986,56.50965804813192,,tomato,0,1.0,30.0,119.45266296377258,40.00000098398924,,,0,1.0,30.0,,,0.0
3417,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00198124797658,57.75965803603379,,tomato,0,1.0,30.0,120.44294749693546,39.367516586919635,,,0,1.0,30.0,,,0.0
3418,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.001807336426175,59.009658023935664,,tomato,0,1.0,30.0,121.33223157077379,38.489066909353156,,,0,1.0,30.0,,,0.0
3419,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00163342487577,60.25965801183754,,tomato,0,1.0,30.0,122.22151564461211,37.61061723178706,,,0,1.0,30.0,,,0.0
3420,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.001459513325365,61.50965799973941,,tomato,0,1.0,30.0,123.11079971845044,36.732167554220965,,,0,1.0,30.0,,,0.0
3421,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00128560177496,62.75965798764128,,tomato,0,1.0,30.0,124.00008379228876,35.85371787665487,,,0,1.0,30.0,,,0.0
3422,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.001111690224555,64.00965797554316,,tomato,0,1.0,30.0,124.88936786612709,34.975268199088774,,,0,1.0,30.0,,,0.0
3423,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00093777867423,65.25965796344575,,tomato,0,1.0,30.0,125.77865193996541,34.09681852152268,,,0,1.0,30.0,,,0.0
3424,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00076386712418,66.50965795134833,,tomato,0,1.0,30.0,126.66793601380374,33.21836884395658,,,0,1.0,30.0,,,0.0
3425,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00058995557413,67.75965793925091,,tomato,0,1.0,30.0,127.55722008764207,32.33991916639049,,,0,1.0,30.0,,,0.0
3426,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00041604402408,69.0096579271535,,tomato,0,1.0,30.0,128.4465041614804,31.46146948882417,,,0,1.0,30.0,,,0.0
3427,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00024213247403,70.25965791505608,,tomato,0,1.0,30.0,129.33578823531872,30.58301981125772,,,0,1.0,30.0,,,0.0
3428,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00006822092398,71.50965790295866,,tomato,0,1.0,30.0,130.22507230915704,29.704570133691362,,,0,1.0,30.0,,,0.0
3429,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00002492826012,72.75965790005442,,tomato,0,1.0,30.0,131.11435638299537,28.826120456125267,,,0,1.0,30.0,,,0.0
3430,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00002288366558,74.00965790005328,,tomato,0,1.0,30.0,132.0036404568337,27.94767077855917,,,0,1.0,30.0,,,0.0
3431,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00002083907072,75.25965790005215,,tomato,0,1.0,30.0,132.89292453067202,27.069221100993076,,,0,1.0,30.0,,,0.0
3432,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00001879447583,76.50965790005101,,tomato,0,1.0,30.0,133.78220860451034,26.190771423427094,,,0,1.0,30.0,,,0.0
3433,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000016749880935,77.75965790004987,,tomato,0,1.0,30.0,134.67149267834867,25.312321745861368,,,0,1.0,30.0,,,0.0
3434,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00001470528604,79.00965790004874,,tomato,0,1.0,30.0,135.56077675218825,24.433872068295983,,,0,1.0,30.0,,,0.0
3435,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00001266069115,80.2596579000476,,tomato,0,1.0,30.0,136.0,24.0,,,0,1.0,30.0,,,0.0
3436,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000010616096255,81.50965790004646,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3437,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000857150136,82.75965790004533,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3438,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000652690647,84.00965790004419,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3439,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000004482311574,85.25965790004305,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
