tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b01bce1933a41448_score,player_e07cf345_x,player_e07cf345_y,player_e07cf345_move_target,player_e07cf345_item,player_e07cf345_score,player_e07cf345_cut_speed,player_e07cf345_speed,player_0c2307b3_x,player_0c2307b3_y,player_0c2307b3_move_target,player_0c2307b3_item,player_0c2307b3_score,player_0c2307b3_cut_speed,player_0c2307b3_speed
1940,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.43215466188758,28.704625266529906,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1941,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.98756125963484,29.14389933436677,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1942,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.54296785738211,29.583173402203716,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1943,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.09837445512937,30.022447470040664,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1944,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.65378105287664,30.46172153787761,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1945,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.2091876506239,30.90099560571456,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1946,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.76459424837117,31.340269673551507,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1947,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.32000084611843,31.779543741388455,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1948,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.8754074438657,32.2188178092254,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1949,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.43081404161296,32.65809187706235,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1950,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.98622063936045,33.097365944899295,,plate,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
1951,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.54162723710837,33.53664001273624,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1952,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.09703383485629,33.97591408057319,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1953,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.65244043260421,34.41518814841014,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1954,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.20784703035213,34.854462216247086,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1955,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.76325362810005,35.293736284084034,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1956,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.31866022584796,35.73301035192098,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1957,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.87406682359588,36.17228441975793,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1958,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.4294734213438,36.61155848759488,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1959,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.98488001909172,37.050832555431825,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1960,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.54028661683964,37.49010662326877,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1961,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.09569321458756,37.92938069110572,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1962,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.65109981233547,38.36865475894267,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1963,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.20650641008339,38.807928826779616,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1964,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.76191300783131,39.247202894616564,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1965,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.31731960557923,39.68647696245351,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1966,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,tomato,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1967,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1968,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1969,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1970,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1971,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1972,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1973,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1974,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1975,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1976,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1977,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1978,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1979,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1980,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1981,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1982,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1983,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1984,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1985,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1986,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1987,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1988,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1989,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1990,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1991,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1992,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1993,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1994,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1995,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1996,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1997,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1998,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.62500000000014,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
1999,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,41.250000000000284,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
2000,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,41.875000000000426,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
2001,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,42.50000000000057,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
2002,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,43.12500000000071,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
2003,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,43.75000000000085,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
2004,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,44.375000000000995,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
2005,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,45.00000000000114,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
2006,0,1,tomato,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.916666666666661,3,3,2,plate,3,3,tomato_cut,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,45.62500000000128,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
