tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0ff6a4aabb27309e_score,player_7986d26c_x,player_7986d26c_y,player_7986d26c_move_target,player_7986d26c_item,player_7986d26c_score,player_7986d26c_cut_speed,player_7986d26c_speed,player_d2673e8f_x,player_d2673e8f_y,player_d2673e8f_move_target,player_d2673e8f_item,player_d2673e8f_score,player_d2673e8f_cut_speed,player_d2673e8f_speed
2743,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2744,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2745,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2746,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2747,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2748,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2749,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2750,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2751,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2752,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2753,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2754,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2755,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2756,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2757,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2758,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2759,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2760,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2761,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2762,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2763,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2764,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2765,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2766,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2767,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2768,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2769,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2770,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2771,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.74999999999972,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2772,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.49999999999943,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2773,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.24999999999915,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2774,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.99999999999886,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2775,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.74999999999858,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2776,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.4999999999983,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2777,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.24999999999801,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2778,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.99999999999773,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2779,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.74999999999744,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2780,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.49999999999716,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2781,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.24999999999687,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2782,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.99999999999659,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2783,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2784,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2785,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2786,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2787,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2788,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2789,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2790,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2791,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2792,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2793,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2794,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2795,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2796,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2797,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2798,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2799,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2800,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2801,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2802,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2803,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2804,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2805,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2806,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2807,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2808,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2809,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2810,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2811,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2812,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.25000000000028,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
2813,0,1,,0,2,,0,3,,1,0,None_cut,3.7916666666666616,3,2,0,None_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.50000000000057,72.0,,tomato_salad,2,1.0,30.0,72.0,40.0,,plate,2,1.0,30.0
