tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0d323d3bebb1ecbe_score,player_a86e16bf_x,player_a86e16bf_y,player_a86e16bf_move_target,player_a86e16bf_item,player_a86e16bf_score,player_a86e16bf_cut_speed,player_a86e16bf_speed,player_31c992dc_x,player_31c992dc_y,player_31c992dc_move_target,player_31c992dc_item,player_31c992dc_score,player_31c992dc_cut_speed,player_31c992dc_speed
2560,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,61.25000000000483,,tomato_cut,1,1.0,30.0,76.02713281399984,67.97282504806465,,tomato_salad,2,1.0,30.0
2561,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,62.500000000005116,,tomato_cut,1,1.0,30.0,76.91101784587761,67.08894312697812,,tomato_salad,2,1.0,30.0
2562,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,63.7500000000054,,tomato_cut,1,1.0,30.0,77.79490287775539,66.2050612058916,,tomato_salad,2,1.0,30.0
2563,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,65.00000000000568,,tomato_cut,1,1.0,30.0,78.67878790963317,65.32117928480507,,tomato_salad,2,1.0,30.0
2564,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,66.25000000000597,,tomato_cut,1,1.0,30.0,79.56267294151094,64.43729736371854,,tomato_salad,2,1.0,30.0
2565,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,67.50000000000625,,tomato_cut,1,1.0,30.0,80.44655797338872,63.553415442632016,,tomato_salad,2,1.0,30.0
2566,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,68.75000000000654,,tomato_cut,1,1.0,30.0,81.33044300526649,62.66953352154549,,tomato_salad,2,1.0,30.0
2567,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,70.00000000000682,,tomato_cut,1,1.0,30.0,82.21432803714427,61.78565160045896,,tomato_salad,2,1.0,30.0
2568,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,71.2500000000071,,tomato_cut,1,1.0,30.0,83.09821306902205,60.901769679372435,,tomato_salad,2,1.0,30.0
2569,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_cut,1,1.0,30.0,83.98209810089982,60.01788775828591,,tomato_salad,2,1.0,30.0
2570,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,,1,1.0,30.0,84.8659831327776,59.13400583719938,,tomato_salad,2,1.0,30.0
2571,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,,1,1.0,30.0,85.74986816465537,58.250123916112855,,tomato_salad,2,1.0,30.0
2572,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,,1,1.0,30.0,86.63375319653315,57.36624199502633,,tomato_salad,2,1.0,30.0
2573,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,,1,1.0,30.0,87.51763822841093,56.4823600739398,,tomato_salad,2,1.0,30.0
2574,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,tomato_salad,2,1.0,30.0
2575,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2576,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2577,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2578,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2579,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2580,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2581,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2582,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2583,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2584,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2585,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2586,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2587,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2588,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2589,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2590,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2591,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2592,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2593,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2594,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2595,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2596,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2597,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2598,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2599,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2600,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2601,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2602,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2603,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2604,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2605,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2606,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2607,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2608,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2609,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2610,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2611,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2612,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2613,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2614,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2615,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2616,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2617,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2618,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2619,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2620,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2621,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2622,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2623,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2624,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2625,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2626,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2627,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2628,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2629,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2630,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2631,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2632,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,73.25000000000028,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2633,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,74.50000000000057,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2634,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,75.75000000000085,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2635,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,77.00000000000114,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2636,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,78.25000000000142,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
2637,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,79.5000000000017,,tomato_salad,1,1.0,30.0,88.0,56.0,,,3,1.0,30.0
