tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c8162bc6c16428e8_score,player_6899bd80_x,player_6899bd80_y,player_6899bd80_move_target,player_6899bd80_item,player_6899bd80_score,player_6899bd80_cut_speed,player_6899bd80_speed,player_c1ef807d_x,player_c1ef807d_y,player_c1ef807d_move_target,player_c1ef807d_item,player_c1ef807d_score,player_c1ef807d_cut_speed,player_c1ef807d_speed,87ccff86a42f1346_score,2fcd453657f84cd6_message,4e62d4bf7b8723ad_score
4047,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,1.0
4048,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,1.0
4049,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,1.0
4050,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,1.0
4051,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,1.0
4052,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,1.0
4053,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,1.0
4054,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,86.74999999999972,40.0,,,1,1.0,30.0,,,1.0
4055,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,85.49999999999943,40.0,,,1,1.0,30.0,,,1.0
4056,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,84.24999999999915,40.0,,,1,1.0,30.0,,,1.0
4057,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,82.99999999999886,40.0,,,1,1.0,30.0,,,1.0
4058,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,81.74999999999858,40.0,,,1,1.0,30.0,,,1.0
4059,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,80.4999999999983,40.0,,,1,1.0,30.0,,,1.0
4060,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,79.24999999999801,40.0,,,1,1.0,30.0,,,1.0
4061,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,77.99999999999773,40.0,,,1,1.0,30.0,,,1.0
4062,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,76.74999999999744,40.0,,,1,1.0,30.0,,,1.0
4063,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,75.49999999999716,40.0,,,1,1.0,30.0,,,1.0
4064,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,74.24999999999687,40.0,,,1,1.0,30.0,,,1.0
4065,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,72.99999999999659,40.0,,,1,1.0,30.0,,,1.0
4066,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,71.7499999999963,40.0,,,1,1.0,30.0,,,1.0
4067,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,70.49999999999602,40.0,,,1,1.0,30.0,,,1.0
4068,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,69.24999999999574,40.0,,,1,1.0,30.0,,,1.0
4069,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,67.99999999999545,40.0,,,1,1.0,30.0,,,1.0
4070,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,66.74999999999517,40.0,,,1,1.0,30.0,,,1.0
4071,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,65.49999999999488,40.0,,,1,1.0,30.0,,,1.0
4072,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,64.2499999999946,40.0,,,1,1.0,30.0,,,1.0
4073,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,62.999999999994316,40.0,,,1,1.0,30.0,,,1.0
4074,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,61.74999999999403,40.0,,,1,1.0,30.0,,,1.0
4075,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,60.49999999999375,40.0,,,1,1.0,30.0,,,1.0
4076,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,59.24999999999346,40.0,,,1,1.0,30.0,,,1.0
4077,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.11611652351553,24.88388347648305,,plate,0,1.0,30.0,57.99999999999318,40.0,,,1,1.0,30.0,,,1.0
4078,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.23223304703106,25.767766952966443,,plate,0,1.0,30.0,56.749999999992895,40.0,,,1,1.0,30.0,,,1.0
4079,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.3483495705466,26.651650429449848,,plate,0,1.0,30.0,55.70196048263347,39.50810911865716,,,1,1.0,30.0,,,1.0
4080,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.46446609406294,27.535533905933253,,plate,0,1.0,30.0,54.81260420163471,38.62973254483066,,,1,1.0,30.0,,,1.0
4081,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5805826175798,28.419417382416658,,plate,0,1.0,30.0,53.92324792063596,37.75135597100416,,,1,1.0,30.0,,,1.0
4082,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.69669914109667,29.303300858900062,,plate,0,1.0,30.0,53.033891639637005,36.87297939717766,,,1,1.0,30.0,,,1.0
4083,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.81281566461354,30.187184335383467,,plate,0,1.0,30.0,52.14453535863804,35.99460282335116,,,1,1.0,30.0,,,1.0
4084,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.9289321881304,31.07106781186687,,plate,0,1.0,30.0,51.25517907763907,35.11622624952466,,,1,1.0,30.0,,,1.0
4085,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.04504871164727,31.954951288350276,,plate,0,1.0,30.0,50.36582279664011,34.23784967569816,,,1,1.0,30.0,,,1.0
4086,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.1611652351642,32.838834764833344,,plate,0,1.0,30.0,49.47646651564114,33.35947310187166,,,1,1.0,30.0,,,1.0
4087,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.27728175868116,33.72271824131639,,plate,0,1.0,30.0,48.587110234642175,32.48109652804516,,,1,1.0,30.0,,,1.0
4088,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.3933982821981,34.60660171779944,,plate,0,1.0,30.0,47.697753953643215,31.602719954218657,,,1,1.0,30.0,,,1.0
4089,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.50951480571506,35.4904851942827,,plate,0,1.0,30.0,46.80839767264425,30.724343380392156,,,1,1.0,30.0,,,1.0
4090,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.62563132923201,36.37436867076619,,plate,0,1.0,30.0,45.91904139164529,29.845966806565656,,,1,1.0,30.0,,,1.0
4091,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.74174785274896,37.25825214724968,,plate,0,1.0,30.0,45.02968511064632,28.967590232739155,,,1,1.0,30.0,,,1.0
4092,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.85786437626591,38.14213562373317,,plate,0,1.0,30.0,44.14032882964735,28.089213658912655,,,1,1.0,30.0,,,1.0
4093,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.97398089978286,39.02601910021666,,plate,0,1.0,30.0,43.25097254864839,27.210837085086155,,,1,1.0,30.0,,,1.0
4094,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.04617444130444,39.805653184688964,,plate,0,1.0,30.0,42.361616267649424,26.332460511259654,,,1,1.0,30.0,,,1.0
4095,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.79626611486002,39.820791727745956,,plate,0,1.0,30.0,41.47225998665046,25.454083937433154,,,1,1.0,30.0,,,1.0
4096,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.54635778841559,39.83593027080295,,plate,0,1.0,30.0,40.582903705651496,24.575707363606654,,,1,1.0,30.0,,,1.0
4097,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.29644946197116,39.85106881385981,,plate,0,1.0,30.0,39.49163473745341,24.181041736300898,,,1,1.0,30.0,,,1.0
4098,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.04654113552674,39.866207356916455,,plate,0,1.0,30.0,38.24172008645601,24.16643470983287,,,1,1.0,30.0,,,1.0
4099,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.79663280908231,39.8813458999731,,plate,0,1.0,30.0,36.991805435458616,24.151827683364843,,,1,1.0,30.0,,,1.0
4100,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.54672448263788,39.896484443029735,,plate,0,1.0,30.0,35.74189078446122,24.137220656896815,,,1,1.0,30.0,,,1.0
4101,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.29681615619346,39.91162298608638,,plate,0,1.0,30.0,34.49197613346382,24.122613630428788,,,1,1.0,30.0,,,1.0
4102,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.04690782974903,39.92676152914302,,plate,0,1.0,30.0,33.242061482466426,24.10800660396076,,,1,1.0,30.0,,,1.0
4103,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.7969995033046,39.94190007219966,,plate,0,1.0,30.0,31.99214683146903,24.093399577492672,,,1,1.0,30.0,,,1.0
4104,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.54709117686018,39.9570386152563,,plate,0,1.0,30.0,30.742232180471632,24.078792551024467,,,1,1.0,30.0,,,1.0
4105,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.29718285041575,39.972177158312945,,plate,0,1.0,30.0,29.492317529474235,24.064185524556258,,,1,1.0,30.0,,,1.0
4106,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.04727452397132,39.98731570136958,,plate,0,1.0,30.0,28.242402878476838,24.049578498088053,,,1,1.0,30.0,,,1.0
