tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,cd751abdbb052b19_score,player_faa3c6b9_x,player_faa3c6b9_y,player_faa3c6b9_move_target,player_faa3c6b9_item,player_faa3c6b9_score,player_faa3c6b9_cut_speed,player_faa3c6b9_speed,player_875bfcce_x,player_875bfcce_y,player_875bfcce_move_target,player_875bfcce_item,player_875bfcce_score,player_875bfcce_cut_speed,player_875bfcce_speed,d3e3231bacd48511_score,2bd2750151ffe5c0_message,c48ad2ea53bdad8b_score
4657,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4658,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4659,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4660,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4661,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4662,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4663,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4664,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4665,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4666,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4667,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,86.74999999999972,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4668,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,85.49999999999943,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4669,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,84.24999999999915,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4670,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,82.99999999999886,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4671,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,81.74999999999858,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4672,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,80.4999999999983,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4673,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,79.24999999999801,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4674,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,77.99999999999773,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4675,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,76.74999999999744,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4676,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,75.49999999999716,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4677,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,74.24999999999687,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4678,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.99999999999659,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4679,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,71.7499999999963,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4680,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,70.49999999999602,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4681,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,69.24999999999574,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4682,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,67.99999999999545,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4683,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,66.74999999999517,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4684,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,65.49999999999488,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4685,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,64.2499999999946,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4686,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,62.999999999994316,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4687,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,61.74999999999403,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4688,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,60.49999999999375,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4689,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,59.24999999999346,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4690,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,57.99999999999318,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4691,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.749999999992895,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4692,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.49189088134284,55.70196048263347,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4693,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.37026745516934,54.81260420163471,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4694,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.24864402899584,53.92324792063596,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4695,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.12702060282234,53.033891639637005,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4696,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.00539717664884,52.14453535863804,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4697,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.88377375047534,51.25517907763907,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4698,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.76215032430184,50.36582279664011,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4699,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.64052689812834,49.47646651564114,,tomato_salad,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
4700,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.51890347195484,48.587110234642175,,tomato_salad,1,1.0,30.0,88.0,38.749999999999716,,,2,1.0,30.0,,,3.0
4701,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.39728004578167,47.69775395364299,,tomato_salad,1,1.0,30.0,88.0,37.49999999999943,,,2,1.0,30.0,,,3.0
4702,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.27565661960888,46.80839767264352,,tomato_salad,1,1.0,30.0,88.0,36.24999999999915,,,2,1.0,30.0,,,3.0
4703,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.15403319343609,45.91904139164406,,tomato_salad,1,1.0,30.0,88.0,34.99999999999886,,,2,1.0,30.0,,,3.0
4704,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.0324097672633,45.02968511064459,,tomato_salad,1,1.0,30.0,88.0,33.74999999999858,,,2,1.0,30.0,,,3.0
4705,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.91078634109051,44.14032882964513,,tomato_salad,1,1.0,30.0,88.0,32.499999999998295,,,2,1.0,30.0,,,3.0
4706,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.78916291491757,43.25097254864566,,tomato_salad,1,1.0,30.0,88.0,31.249999999998227,,,2,1.0,30.0,,,3.0
4707,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.66753948874428,42.3616162676462,,tomato_salad,1,1.0,30.0,88.0,29.9999999999983,,,2,1.0,30.0,,,3.0
4708,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.545916062571,41.47225998664673,,tomato_salad,1,1.0,30.0,88.0,28.74999999999837,,,2,1.0,30.0,,,3.0
4709,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.42429263639771,40.58290370564727,,tomato_salad,1,1.0,30.0,88.0,27.49999999999844,,,2,1.0,30.0,,,3.0
4710,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,26.24999999999851,,,2,1.0,30.0,,,3.0
4711,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.999999999998582,,,2,1.0,30.0,,,3.0
4712,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.0,,,2,1.0,30.0,,,3.0
4713,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,3.0
4714,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,3.0
4715,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,3.0
4716,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,3.0
4717,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,3.0
4718,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,3.0
4719,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0,40.0,,tomato_salad,1,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,3.0
