tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,25f06638b8a897cc_score,player_6180c6d8_x,player_6180c6d8_y,player_6180c6d8_move_target,player_6180c6d8_item,player_6180c6d8_score,player_6180c6d8_cut_speed,player_6180c6d8_speed,player_d33023ac_x,player_d33023ac_y,player_d33023ac_move_target,player_d33023ac_item,player_d33023ac_score,player_d33023ac_cut_speed,player_d33023ac_speed,a803f1a33369268a_score,0fba9bd9fc424812_message,2ada98219c948565_score
4157,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.24861732162825,24.76077496185072,,tomato_salad,0,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,1.0
4158,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.26074682117195,24.186261912236056,,tomato_salad,0,1.0,30.0,86.74999999999972,24.0,,tomato,1,1.0,30.0,,,1.0
4159,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.510659299768065,24.17147016285977,,tomato_salad,0,1.0,30.0,85.49999999999943,24.0,,tomato,1,1.0,30.0,,,1.0
4160,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.76057177836418,24.156678413483483,,tomato_salad,0,1.0,30.0,84.24999999999915,24.0,,tomato,1,1.0,30.0,,,1.0
4161,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.0104842569603,24.141886664107197,,tomato_salad,0,1.0,30.0,82.99999999999886,24.0,,tomato,1,1.0,30.0,,,1.0
4162,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.26039673555641,24.12709491473091,,tomato_salad,0,1.0,30.0,81.74999999999858,24.0,,tomato,1,1.0,30.0,,,1.0
4163,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.51030921415253,24.112303165354625,,tomato_salad,0,1.0,30.0,80.4999999999983,24.0,,tomato,1,1.0,30.0,,,1.0
4164,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.760221692748644,24.09751141597834,,tomato_salad,0,1.0,30.0,79.24999999999801,24.0,,tomato,1,1.0,30.0,,,1.0
4165,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.01013417134476,24.082719666602053,,tomato_salad,0,1.0,30.0,77.99999999999773,24.0,,tomato,1,1.0,30.0,,,1.0
4166,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.260046649940875,24.067927917225767,,tomato_salad,0,1.0,30.0,76.74999999999744,24.0,,tomato,1,1.0,30.0,,,1.0
4167,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.50995912853699,24.05313616784948,,tomato_salad,0,1.0,30.0,75.49999999999716,24.0,,tomato,1,1.0,30.0,,,1.0
4168,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.75987160713311,24.038344418473194,,tomato_salad,0,1.0,30.0,74.24999999999687,24.0,,tomato,1,1.0,30.0,,,1.0
4169,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.00978408572922,24.023552669096908,,tomato_salad,0,1.0,30.0,72.99999999999659,24.0,,tomato,1,1.0,30.0,,,1.0
4170,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.25969656432534,24.008760919720622,,tomato_salad,0,1.0,30.0,71.7499999999963,24.0,,tomato,1,1.0,30.0,,,1.0
4171,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.50965804813268,24.002155159526897,,tomato_salad,0,1.0,30.0,70.49999999999602,24.0,,tomato,1,1.0,30.0,,,1.0
4172,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.75965803603455,24.001981247976556,,tomato_salad,0,1.0,30.0,69.24999999999574,24.0,,tomato,1,1.0,30.0,,,1.0
4173,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.009658023936424,24.001807336426328,,tomato_salad,0,1.0,30.0,67.99999999999545,24.0,,tomato,1,1.0,30.0,,,1.0
4174,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.2596580118383,24.0016334248761,,tomato_salad,0,1.0,30.0,66.74999999999517,24.0,,tomato,1,1.0,30.0,,,1.0
4175,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.50965799974017,24.001459513325873,,tomato_salad,0,1.0,30.0,65.49999999999488,24.0,,tomato,1,1.0,30.0,,,1.0
4176,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.75965798764204,24.001285601775646,,tomato_salad,0,1.0,30.0,64.2499999999946,24.0,,tomato,1,1.0,30.0,,,1.0
4177,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.00965797554392,24.001111690225418,,tomato_salad,0,1.0,30.0,62.999999999994316,24.0,,tomato,1,1.0,30.0,,,1.0
4178,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.2596579634465,24.00093777867519,,tomato_salad,0,1.0,30.0,61.74999999999403,24.0,,tomato,1,1.0,30.0,,,1.0
4179,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.50965795134908,24.00076386712496,,tomato_salad,0,1.0,30.0,60.49999999999375,24.0,,tomato,1,1.0,30.0,,,1.0
4180,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.75965793925167,24.000589955574732,,tomato_salad,0,1.0,30.0,59.24999999999346,24.0,,tomato,1,1.0,30.0,,,1.0
4181,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.00965792715425,24.000416044024504,,tomato_salad,0,1.0,30.0,57.99999999999318,24.0,,tomato,1,1.0,30.0,,,1.0
4182,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.25965791505683,24.000242132474277,,tomato_salad,0,1.0,30.0,56.749999999992895,24.0,,tomato,1,1.0,30.0,,,1.0
4183,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.50965790295942,24.00006822092405,,tomato_salad,0,1.0,30.0,55.49999999999261,24.0,,tomato,1,1.0,30.0,,,1.0
4184,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.48537016109537,24.667793612430984,,tomato_salad,0,1.0,30.0,54.249999999992326,24.0,,tomato,1,1.0,30.0,,,1.0
4185,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.37446524141029,25.54643457332439,,tomato_salad,0,1.0,30.0,52.99999999999204,24.0,,tomato,1,1.0,30.0,,,1.0
4186,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.26356032172521,26.425075534217797,,tomato_salad,0,1.0,30.0,51.74999999999176,24.0,,tomato,1,1.0,30.0,,,1.0
4187,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.15265540204012,27.303716495111203,,tomato_salad,0,1.0,30.0,50.49999999999147,24.0,,tomato,1,1.0,30.0,,,1.0
4188,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.04175048235504,28.18235745600461,,tomato_salad,0,1.0,30.0,49.24999999999119,24.0,,tomato,1,1.0,30.0,,,1.0
4189,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.93084556266996,29.060998416898016,,tomato_salad,0,1.0,30.0,47.999999999990905,24.0,,tomato,1,1.0,30.0,,,1.0
4190,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.81994064298488,29.939639377791423,,tomato_salad,0,1.0,30.0,46.74999999999062,24.0,,tomato,1,1.0,30.0,,,1.0
4191,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.70903572329979,30.81828033868483,,tomato_salad,0,1.0,30.0,45.49999999999034,24.0,,tomato,1,1.0,30.0,,,1.0
4192,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.59813080361471,31.696921299578236,,tomato_salad,0,1.0,30.0,44.24999999999005,24.0,,tomato,1,1.0,30.0,,,1.0
4193,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.48722588392963,32.57556226047188,,tomato_salad,0,1.0,30.0,42.99999999998977,24.0,,tomato,1,1.0,30.0,,,1.0
4194,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.37632096424454,33.45420322136542,,tomato_salad,0,1.0,30.0,41.749999999989484,24.0,,tomato,1,1.0,30.0,,,1.0
4195,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.26541604455946,34.33284418225876,,tomato_salad,0,1.0,30.0,40.4999999999892,24.0,,tomato,1,1.0,30.0,,,1.0
4196,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.15451112487438,35.211485143152096,,tomato_salad,0,1.0,30.0,39.249999999988916,24.0,,tomato,1,1.0,30.0,,,1.0
4197,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.04360620518929,36.09012610404544,,tomato_salad,0,1.0,30.0,37.99999999998863,24.0,,tomato,1,1.0,30.0,,,1.0
4198,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.93270128550421,36.968767064938774,,tomato_salad,0,1.0,30.0,36.74999999998835,24.0,,tomato,1,1.0,30.0,,,1.0
4199,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.82179636581913,37.84740802583211,,tomato_salad,0,1.0,30.0,35.49999999998806,24.0,,tomato,1,1.0,30.0,,,1.0
4200,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.71089144613404,38.72604898672545,,tomato_salad,0,1.0,30.0,34.24999999998778,24.0,,tomato,1,1.0,30.0,,,1.0
4201,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.59998652644896,39.60468994761879,,tomato_salad,0,1.0,30.0,32.999999999987494,24.0,,tomato,1,1.0,30.0,,,1.0
4202,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_salad,0,1.0,30.0,31.749999999987285,24.0,,tomato,1,1.0,30.0,,,1.0
4203,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,30.499999999987356,24.0,,tomato,1,1.0,30.0,,,2.0
4204,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,29.249999999987427,24.0,,tomato,1,1.0,30.0,,,2.0
4205,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,27.999999999987498,24.0,,tomato,1,1.0,30.0,,,2.0
4206,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,26.74999999998757,24.0,,tomato,1,1.0,30.0,,,2.0
4207,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,25.49999999998764,24.0,,tomato,1,1.0,30.0,,,2.0
4208,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.24999999998771,24.0,,tomato,1,1.0,30.0,,,2.0
4209,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,tomato,1,1.0,30.0,,,2.0
4210,test,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
4211,test,0,1,tomato,0.041666666666666664,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
4212,test,0,1,tomato,0.08333333333333333,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
4213,test,0,1,tomato,0.125,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
4214,test,0,1,tomato,0.16666666666666666,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
4215,test,0,1,tomato,0.20833333333333331,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
4216,test,0,1,tomato,0.24999999999999997,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
4217,test,0,1,tomato,0.29166666666666663,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
4218,test,0,1,tomato,0.3333333333333333,0,0,2,None_cut,3.666666666666662,3,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,2.0
