tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,be2d68ed0e71bf6d_score,player_7c571b5f_x,player_7c571b5f_y,player_7c571b5f_move_target,player_7c571b5f_item,player_7c571b5f_score,player_7c571b5f_cut_speed,player_7c571b5f_speed,player_ae41d8dd_x,player_ae41d8dd_y,player_ae41d8dd_move_target,player_ae41d8dd_item,player_ae41d8dd_score,player_ae41d8dd_cut_speed,player_ae41d8dd_speed
2556,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2557,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2558,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2559,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2560,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2561,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2562,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2563,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2564,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2565,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2566,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2567,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2568,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2569,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2570,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2571,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2572,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2573,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2574,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2575,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2576,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2577,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2578,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2579,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2580,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2581,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2582,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2583,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2584,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2585,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2586,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2587,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2588,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2589,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,40.0,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2590,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,41.250000000000284,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2591,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,42.50000000000057,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2592,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,43.75000000000085,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2593,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,45.00000000000114,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2594,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,46.25000000000142,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2595,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,47.500000000001705,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2596,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,48.75000000000199,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2597,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,50.000000000002274,,tomato,2,1.0,30.0,88.0,56.0,,,1,1.0,30.0
2598,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,51.25000000000256,,tomato,2,1.0,30.0,87.11611652351695,56.88388347648305,,,1,1.0,30.0
2599,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,52.50000000000284,,tomato,2,1.0,30.0,86.2322330470339,57.7677669529661,,,1,1.0,30.0
2600,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,53.750000000003126,,tomato,2,1.0,30.0,85.34834957055085,58.65165042944915,,,1,1.0,30.0
2601,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,55.00000000000341,,tomato,2,1.0,30.0,84.4644660940678,59.5355339059322,,,1,1.0,30.0
2602,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,56.250000000003695,,tomato,2,1.0,30.0,83.58058261758475,60.41941738241525,,,1,1.0,30.0
2603,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,57.50000000000398,,tomato,2,1.0,30.0,82.6966991411017,61.3033008588983,,,1,1.0,30.0
2604,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,58.75000000000426,,tomato,2,1.0,30.0,81.81281566461865,62.187184335381346,,,1,1.0,30.0
2605,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,60.00000000000455,,tomato,2,1.0,30.0,80.9289321881356,63.071067811864395,,,1,1.0,30.0
2606,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,61.25000000000483,,tomato,2,1.0,30.0,80.04504871165256,63.954951288347445,,,1,1.0,30.0
2607,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,62.500000000005116,,tomato,2,1.0,30.0,79.1611652351695,64.8388347648305,,,1,1.0,30.0
2608,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,63.7500000000054,,tomato,2,1.0,30.0,78.27728175868646,65.72271824131354,,,1,1.0,30.0
2609,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,65.00000000000568,,tomato,2,1.0,30.0,77.3933982822034,66.6066017177966,,,1,1.0,30.0
2610,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,66.25000000000597,,tomato,2,1.0,30.0,76.50951480572036,67.49048519427964,,,1,1.0,30.0
2611,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,67.50000000000625,,tomato,2,1.0,30.0,75.62563132923731,68.37436867076269,,,1,1.0,30.0
2612,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,68.75000000000654,,tomato,2,1.0,30.0,74.74174785275426,69.25825214724574,,,1,1.0,30.0
2613,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,70.00000000000682,,tomato,2,1.0,30.0,73.85786437627121,70.14213562372879,,,1,1.0,30.0
2614,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,71.2500000000071,,tomato,2,1.0,30.0,72.97398089978816,71.02601910021184,,,1,1.0,30.0
2615,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,72.50000000000739,,tomato,2,1.0,30.0,72.19434681531624,71.95382555869026,,,1,1.0,30.0
2616,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,73.75000000000767,,tomato,2,1.0,30.0,72.17920827225925,73.20373388513468,,,1,1.0,30.0
2617,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,75.00000000000796,,tomato,2,1.0,30.0,72.16406972920225,74.45364221157911,,,1,1.0,30.0
2618,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,76.25000000000824,,tomato,2,1.0,30.0,72.14893118614526,75.70355053802353,,,1,1.0,30.0
2619,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,77.50000000000853,,tomato,2,1.0,30.0,72.13379264308827,76.95345886446796,,,1,1.0,30.0
2620,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,78.75000000000881,,tomato,2,1.0,30.0,72.11865410003128,78.20336719091239,,,1,1.0,30.0
2621,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,80.0000000000091,,tomato,2,1.0,30.0,72.1119742344959,76.95338503928093,,,1,1.0,30.0
2622,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,81.25000000000938,,tomato,2,1.0,30.0,72.10529436896053,75.70340288764947,,,1,1.0,30.0
2623,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,82.50000000000966,,tomato,2,1.0,30.0,72.09861450342515,74.45342073601802,,,1,1.0,30.0
2624,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,83.75000000000995,,tomato,2,1.0,30.0,72.09193463788978,73.20343858438656,,,1,1.0,30.0
2625,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,85.00000000001023,,tomato,2,1.0,30.0,72.0852547723544,71.9534564327551,,,1,1.0,30.0
2626,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,86.25000000001052,,tomato,2,1.0,30.0,72.07857490681938,70.70347428112365,,,1,1.0,30.0
2627,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,87.5000000000108,,tomato,2,1.0,30.0,72.07189504128472,69.45349212949219,,,1,1.0,30.0
2628,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.33243380389132,88.47591077356992,,tomato,2,1.0,30.0,72.06521517575004,68.20350997786073,,,1,1.0,30.0
2629,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.45405723006411,89.36526705456868,,tomato,2,1.0,30.0,72.05853531021538,66.95352782622928,,,1,1.0,30.0
2630,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.5756806562369,90.25462333556743,,tomato,2,1.0,30.0,72.05185544468071,65.70354567459782,,,1,1.0,30.0
2631,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.69730408240969,91.14397961656618,,tomato,2,1.0,30.0,72.04517557914605,64.45356352296636,,,1,1.0,30.0
