tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c7a181a523857c43_score,player_d2529476_x,player_d2529476_y,player_d2529476_move_target,player_d2529476_item,player_d2529476_score,player_d2529476_cut_speed,player_d2529476_speed,player_d6b1c39d_x,player_d6b1c39d_y,player_d6b1c39d_move_target,player_d6b1c39d_item,player_d6b1c39d_score,player_d6b1c39d_cut_speed,player_d6b1c39d_speed,6e4c666bd0e58f7c_score,432e0062c4bb5d14_message,2f2a341a916d3d0b_score
3352,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,73.04727452397663,39.98731570136893,,tomato,0,1.0,30.0,,,0.0
3353,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,71.91278695016098,40.27873505658064,,tomato,0,1.0,30.0,,,0.0
3354,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,71.02356847568149,41.15725113762039,,tomato,0,1.0,30.0,,,0.0
3355,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,70.134350001202,42.03576721866014,,tomato,0,1.0,30.0,,,0.0
3356,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,69.2451315267225,42.91428329969989,,tomato,0,1.0,30.0,,,0.0
3357,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,68.35591305224301,43.79279938073964,,tomato,0,1.0,30.0,,,0.0
3358,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,67.46669457776352,44.671315461779386,,tomato,0,1.0,30.0,,,0.0
3359,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,66.57747610328403,45.549831542819135,,tomato,0,1.0,30.0,,,0.0
3360,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,65.68825762880454,46.42834762385888,,tomato,0,1.0,30.0,,,0.0
3361,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,64.79903915432504,47.30686370489863,,tomato,0,1.0,30.0,,,0.0
3362,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,63.90982067984555,48.18537978593838,,tomato,0,1.0,30.0,,,0.0
3363,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,63.02060220536606,49.06389586697813,,tomato,0,1.0,30.0,,,0.0
3364,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,62.13138373088657,49.94241194801788,,tomato,0,1.0,30.0,,,0.0
3365,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,61.24216525640708,50.82092802905757,,tomato,0,1.0,30.0,,,0.0
3366,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,60.352946781927585,51.69944411009722,,tomato,0,1.0,30.0,,,0.0
3367,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.11611652351553,24.88388347648305,,plate,0,1.0,30.0,59.46372830744809,52.57796019113686,,tomato,0,1.0,30.0,,,0.0
3368,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.23223304703106,25.767766952966443,,plate,0,1.0,30.0,58.5745098329686,53.4564762721765,,tomato,0,1.0,30.0,,,0.0
3369,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.3483495705466,26.651650429449848,,plate,0,1.0,30.0,57.68529135848911,54.334992353216144,,tomato,0,1.0,30.0,,,0.0
3370,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.46446609406294,27.535533905933253,,plate,0,1.0,30.0,56.79607288400962,55.213508434255786,,tomato,0,1.0,30.0,,,0.0
3371,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5805826175798,28.419417382416658,,plate,0,1.0,30.0,56.18667543741918,56.21087141545678,,tomato,0,1.0,30.0,,,0.0
3372,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.69669914109667,29.303300858900062,,plate,0,1.0,30.0,56.17189767509299,57.46078405950064,,tomato,0,1.0,30.0,,,0.0
3373,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.81281566461354,30.187184335383467,,plate,0,1.0,30.0,56.1571199127668,58.7106967035445,,tomato,0,1.0,30.0,,,0.0
3374,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.9289321881304,31.07106781186687,,plate,0,1.0,30.0,56.14234215044061,59.96060934758836,,tomato,0,1.0,30.0,,,0.0
3375,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.04504871164727,31.954951288350276,,plate,0,1.0,30.0,56.12756438811442,61.21052199163222,,tomato,0,1.0,30.0,,,0.0
3376,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.1611652351642,32.838834764833344,,plate,0,1.0,30.0,56.11278662578823,62.46043463567608,,tomato,0,1.0,30.0,,,0.0
3377,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.27728175868116,33.72271824131639,,plate,0,1.0,30.0,56.09800886346204,63.71034727971994,,tomato,0,1.0,30.0,,,0.0
3378,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.3933982821981,34.60660171779944,,plate,0,1.0,30.0,56.083231101135766,64.96025992376326,,tomato,0,1.0,30.0,,,0.0
3379,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.50951480571506,35.4904851942827,,plate,0,1.0,30.0,56.06845333880923,66.21017256780641,,tomato,0,1.0,30.0,,,0.0
3380,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.62563132923201,36.37436867076619,,plate,0,1.0,30.0,56.05367557648269,67.46008521184956,,tomato,0,1.0,30.0,,,0.0
3381,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.74174785274896,37.25825214724968,,plate,0,1.0,30.0,56.03889781415615,68.70999785589271,,tomato,0,1.0,30.0,,,0.0
3382,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.85786437626591,38.14213562373317,,plate,0,1.0,30.0,56.02412005182961,69.95991049993586,,tomato,0,1.0,30.0,,,0.0
3383,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.97398089978286,39.02601910021666,,plate,0,1.0,30.0,56.00934228950308,71.20982314397901,,tomato,0,1.0,30.0,,,0.0
3384,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.04617444130444,39.805653184688964,,plate,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,0.0
3385,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.79626611486002,39.820791727745956,,plate,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,0.0
3386,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.54635778841559,39.83593027080295,,plate,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,0.0
3387,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.29644946197116,39.85106881385981,,plate,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,0.0
3388,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.04654113552674,39.866207356916455,,plate,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,0.0
3389,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.79663280908231,39.8813458999731,,plate,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,0.0
3390,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.54672448263788,39.896484443029735,,plate,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,0.0
3391,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.29681615619346,39.91162298608638,,plate,0,1.0,30.0,56.0,72.0,,,0,1.0,30.0,,,0.0
3392,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.04690782974903,39.92676152914302,,plate,0,1.0,30.0,56.0,70.74999999999972,,,0,1.0,30.0,,,0.0
3393,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.7969995033046,39.94190007219966,,plate,0,1.0,30.0,56.0,69.49999999999943,,,0,1.0,30.0,,,0.0
3394,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.54709117686018,39.9570386152563,,plate,0,1.0,30.0,56.0,68.24999999999915,,,0,1.0,30.0,,,0.0
3395,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.29718285041575,39.972177158312945,,plate,0,1.0,30.0,56.0,66.99999999999886,,,0,1.0,30.0,,,0.0
3396,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.04727452397132,39.98731570136958,,plate,0,1.0,30.0,56.0,65.74999999999858,,,0,1.0,30.0,,,0.0
3397,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.79733686634414,39.99766893490247,,plate,0,1.0,30.0,56.0,64.4999999999983,,,0,1.0,30.0,,,0.0
3398,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,0,1.0,30.0,56.0,63.24999999999801,,,0,1.0,30.0,,,0.0
3399,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.29733689356304,39.99803783649228,,plate,0,1.0,30.0,56.0,61.999999999997726,,,0,1.0,30.0,,,0.0
3400,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.0473369071725,39.998222287287184,,plate,0,1.0,30.0,56.0,60.74999999999744,,,0,1.0,30.0,,,0.0
3401,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.79733692078194,39.99840673808209,,plate,0,1.0,30.0,56.0,59.49999999999716,,,0,1.0,30.0,,,0.0
3402,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.5473369343914,39.99859118887699,,plate,0,1.0,30.0,56.0,58.249999999996874,,,0,1.0,30.0,,,0.0
3403,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.29733694800085,39.9987756396719,,plate,0,1.0,30.0,56.0,56.99999999999659,,,0,1.0,30.0,,,0.0
3404,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.0473369616103,39.9989600904668,,plate,0,1.0,30.0,56.31621556657754,55.8798317388366,,,0,1.0,30.0,,,0.0
3405,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.79733697521975,39.99914454126161,,plate,0,1.0,30.0,57.19459214040404,54.990475457837135,,,0,1.0,30.0,,,0.0
3406,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.5473369888292,39.99932899205616,,plate,0,1.0,30.0,58.07296871423054,54.10111917683767,,,0,1.0,30.0,,,0.0
3407,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.29733700243865,39.999513442850706,,plate,0,1.0,30.0,58.95134528805704,53.211762895838206,,,0,1.0,30.0,,,0.0
3408,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.0473370160481,39.999697893645255,,plate,0,1.0,30.0,59.82972186188354,52.32240661483874,,,0,1.0,30.0,,,0.0
3409,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.79733702965756,39.999882344439804,,plate,0,1.0,30.0,60.70809843571004,51.433050333839276,,,0,1.0,30.0,,,0.0
3410,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.54733703619142,39.99997204937522,,plate,0,1.0,30.0,61.58647500953654,50.543694052839896,,,0,1.0,30.0,,,0.0
3411,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.29733703619398,39.99997429659456,,plate,0,1.0,30.0,62.46485158336304,49.654337771840936,,,0,1.0,30.0,,,0.0
3412,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.04733703619654,39.99997654381421,,plate,0,1.0,30.0,63.34322815718954,48.76498149084197,,,0,1.0,30.0,,,0.0
3413,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.7973370361991,39.99997879103387,,plate,0,1.0,30.0,64.22160473101623,47.87562520984288,,,0,1.0,30.0,,,0.0
3414,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.54733703620165,39.99998103825352,,plate,0,1.0,30.0,65.09998130484344,46.986268928843415,,,0,1.0,30.0,,,0.0
3415,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.29733703620421,39.99998328547318,,plate,0,1.0,30.0,65.97835787867065,46.09691264784395,,,0,1.0,30.0,,,0.0
3416,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.04733703620677,39.99998553269283,,plate,0,1.0,30.0,66.85673445249786,45.207556366844486,,,0,1.0,30.0,,,0.0
3417,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.79733703620933,39.99998777991249,,plate,0,1.0,30.0,67.73511102632507,44.31820008584502,,,0,1.0,30.0,,,0.0
3418,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.54733703621189,39.99999002713214,,plate,0,1.0,30.0,68.61348760015223,43.428843804845556,,,0,1.0,30.0,,,0.0
