tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,fe18460a9a210c1a_score,player_66f4aa0d_x,player_66f4aa0d_y,player_66f4aa0d_move_target,player_66f4aa0d_item,player_66f4aa0d_score,player_66f4aa0d_cut_speed,player_66f4aa0d_speed,player_cd24f9e3_x,player_cd24f9e3_y,player_cd24f9e3_move_target,player_cd24f9e3_item,player_cd24f9e3_score,player_cd24f9e3_cut_speed,player_cd24f9e3_speed,5ca924147e1d26a5_score,598a45dc75d4fd1a_message,3625d2e4b69eaae5_score
4534,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4535,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4536,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4537,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4538,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4539,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4540,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4541,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4542,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4543,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4544,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4545,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4546,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4547,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4548,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4549,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4550,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4551,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4552,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4553,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4554,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4555,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4556,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4557,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4558,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009082914023,72.76997590829146,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4559,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000008337436388,74.01997590829174,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4560,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000007591958752,75.26997590829203,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4561,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000006846481117,76.51997590829231,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4562,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000006101003482,77.7699759082926,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4563,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000005355525847,79.01997590829288,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4564,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000461004821,80.26997590829316,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4565,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000003864570576,81.51997590829345,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4566,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000311909294,82.76997590829373,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4567,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000002373615306,84.01997590829401,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4568,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000162813767,85.2699759082943,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4569,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000882660036,86.51997590829458,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4570,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000137182287,87.76997590829487,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4571,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000106220206,89.01997590829515,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4572,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000009735672,90.26997590829544,,tomato,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0,,,2.0
4573,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000008849323,91.51997590829572,,tomato,1,1.0,30.0,24.0,54.749999999999716,,,1,1.0,30.0,,,2.0
4574,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000079629743,92.769975908296,,tomato,1,1.0,30.0,24.0,53.49999999999943,,,1,1.0,30.0,,,2.0
4575,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000070766255,94.01997590829629,,tomato,1,1.0,30.0,24.0,52.24999999999915,,,1,1.0,30.0,,,2.0
4576,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000061902767,95.26997590829657,,tomato,1,1.0,30.0,24.0,50.99999999999886,,,1,1.0,30.0,,,2.0
4577,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000005303928,96.51997590829686,,tomato,1,1.0,30.0,24.0,49.74999999999858,,,1,1.0,30.0,,,2.0
4578,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000044175792,97.76997590829714,,tomato,1,1.0,30.0,24.0,48.499999999998295,,,1,1.0,30.0,,,2.0
4579,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000035312304,99.01997590829743,,tomato,1,1.0,30.0,24.0,47.24999999999801,,,1,1.0,30.0,,,2.0
4580,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000026448816,100.26997590829771,,tomato,1,1.0,30.0,24.0,45.999999999997726,,,1,1.0,30.0,,,2.0
4581,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000001758533,101.519975908298,,tomato,1,1.0,30.0,24.0,44.74999999999744,,,1,1.0,30.0,,,2.0
4582,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000872184,102.76997590829828,,tomato,1,1.0,30.0,24.0,43.49999999999716,,,1,1.0,30.0,,,2.0
4583,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000134721,104.01997590829856,,tomato,1,1.0,30.0,24.0,42.249999999996874,,,1,1.0,30.0,,,2.0
4584,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000001241695,105.26997590829885,,tomato,1,1.0,30.0,24.0,40.99999999999659,,,1,1.0,30.0,,,2.0
4585,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000113618,106.51997590829913,,tomato,1,1.0,30.0,24.31621556657754,39.8798317388366,,,1,1.0,30.0,,,2.0
4586,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000001030664,107.76997590829941,,tomato,1,1.0,30.0,25.19459214040404,38.990475457837135,,,1,1.0,30.0,,,2.0
4587,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000092529,109.0199759082997,,tomato,1,1.0,30.0,26.07296871423054,38.10111917683767,,,1,1.0,30.0,,,2.0
4588,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000819952,110.26997590829998,,tomato,1,1.0,30.0,26.95134528805704,37.211762895838206,,,1,1.0,30.0,,,2.0
4589,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000714614,111.51997590830027,,tomato,1,1.0,30.0,27.82972186188354,36.32240661483874,,,1,1.0,30.0,,,2.0
4590,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000609276,112.76997590830055,,tomato,1,1.0,30.0,28.708098435710042,35.433050333839276,,,1,1.0,30.0,,,2.0
4591,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000050394,114.01997590830084,,tomato,1,1.0,30.0,29.586475009536542,34.543694052839896,,,1,1.0,30.0,,,2.0
4592,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0000000003986,115.26997590830112,,tomato,1,1.0,30.0,30.464851583363043,33.654337771840936,,,1,1.0,30.0,,,2.0
4593,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000293262,116.5199759083014,,tomato,1,1.0,30.0,31.343228157189543,32.76498149084197,,,1,1.0,30.0,,,2.0
4594,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000187924,117.76997590830169,,tomato,1,1.0,30.0,30.966540898931086,33.95687356207382,,,1,1.0,30.0,,,2.0
4595,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000082586,119.01997590830197,,tomato,1,1.0,30.0,30.58985364067263,35.148765633305665,,,1,1.0,30.0,,,2.0
4596,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.325075262594826,120.13646272211021,,tomato,1,1.0,30.0,30.213166382414173,36.34065770453751,,,1,1.0,30.0,,,2.0
