tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,857b21f31baaf438_score,player_835f5e5d_x,player_835f5e5d_y,player_835f5e5d_move_target,player_835f5e5d_item,player_835f5e5d_score,player_835f5e5d_cut_speed,player_835f5e5d_speed,player_ff6c077e_x,player_ff6c077e_y,player_ff6c077e_move_target,player_ff6c077e_item,player_ff6c077e_score,player_ff6c077e_cut_speed,player_ff6c077e_speed
2629,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.125000000000001,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2630,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.125000000000001,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2631,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.125000000000001,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2632,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.1666666666666674,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2633,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.208333333333334,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2634,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.208333333333334,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2635,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.208333333333334,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2636,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.208333333333334,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2637,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.208333333333334,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2638,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.2500000000000004,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2639,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.2500000000000004,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2640,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.2500000000000004,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2641,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.2500000000000004,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2642,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.2500000000000004,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2643,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.291666666666667,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2644,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.3333333333333335,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2645,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.3333333333333335,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2646,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.3333333333333335,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2647,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.3333333333333335,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2648,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.3333333333333335,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2649,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.375,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2650,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.4166666666666665,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,25.24999999999993,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2651,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.4166666666666665,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,26.499999999999858,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2652,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.4166666666666665,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,27.749999999999787,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2653,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.4166666666666665,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,28.999999999999716,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2654,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.4166666666666665,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,30.249999999999645,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2655,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.458333333333333,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,31.499999999999574,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2656,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.458333333333333,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,32.749999999999716,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2657,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.458333333333333,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,34.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2658,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.458333333333333,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,35.250000000000284,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2659,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.458333333333333,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,36.50000000000057,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2660,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.4999999999999996,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,37.75000000000085,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2661,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.541666666666666,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,39.00000000000114,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2662,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.31621556657754,40.120168261161126,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2663,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.19459214040404,41.00952454216059,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2664,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.07296871423054,41.898880823160056,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2665,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.95134528805704,42.78823710415952,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2666,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.82972186188354,43.677593385158985,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2667,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.708098435710042,44.56694966615845,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2668,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.586475009536542,45.456305947157915,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2669,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.464851583363043,46.34566222815738,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2670,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.5833333333333326,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.343228157189543,47.235018509156845,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2671,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.624999999999999,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.22160473101604,48.12437479015631,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2672,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.6666666666666656,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.099981304842544,49.013731071155775,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2673,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.6666666666666656,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.978357878669044,49.90308735215493,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2674,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.6666666666666656,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.856734452495544,50.79244363315389,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2675,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.6666666666666656,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.735111026322045,51.681799914152855,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2676,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.6666666666666656,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.613487600148545,52.571156195151815,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2677,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.708333333333332,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.491864173975046,53.46051247615078,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2678,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.7499999999999987,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.370240747801546,54.34986875714975,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2679,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.7499999999999987,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.248617321628046,55.23922503814871,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2680,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.7499999999999987,2,3,2,tomato_cut,3,3,plate,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,tomato_cut,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2681,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.7499999999999987,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2682,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.7499999999999987,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2683,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.791666666666665,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2684,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.8333333333333317,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2685,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.8333333333333317,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2686,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.8333333333333317,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2687,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.8333333333333317,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2688,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.8333333333333317,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2689,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.8749999999999982,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2690,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.9166666666666647,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2691,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.9583333333333313,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2692,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.999999999999998,2,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2693,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.0416666666666643,3,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2694,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.083333333333331,3,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2695,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.1249999999999973,3,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2696,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.1249999999999973,3,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2697,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.1249999999999973,3,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
2698,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.1249999999999973,3,3,2,tomato_cut,3,3,tomato_salad,3,4,plate,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,56.0,,,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0
