tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,34fd941e54a8ccf8_score,player_f928e741_x,player_f928e741_y,player_f928e741_move_target,player_f928e741_item,player_f928e741_score,player_f928e741_cut_speed,player_f928e741_speed,player_8c3238c4_x,player_8c3238c4_y,player_8c3238c4_move_target,player_8c3238c4_item,player_8c3238c4_score,player_8c3238c4_cut_speed,player_8c3238c4_speed
2351,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,82.500000000005,,tomato,0,1.0,12.0,77.21320343559319,50.786796564406814,,,4,0.2,30.0
2352,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,82.00000000000546,,tomato,0,1.0,12.0,78.09708691207624,49.902913087923764,,,4,0.2,30.0
2353,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,81.50000000000591,,tomato,0,1.0,12.0,78.98097038855929,49.019029611440715,,,4,0.2,30.0
2354,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,81.00000000000637,,tomato,0,1.0,12.0,79.86485386504233,48.135146134957665,,,4,0.2,30.0
2355,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,80.50000000000682,,tomato,0,1.0,12.0,80.74873734152538,47.251262658474616,,,4,0.2,30.0
2356,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,80.00000000000728,,tomato,0,1.0,12.0,81.63262081800843,46.367379181991566,,,4,0.2,30.0
2357,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,79.50000000000773,,tomato,0,1.0,12.0,82.51650429449148,45.48349570550852,,,4,0.2,30.0
2358,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,79.00000000000819,,tomato,0,1.0,12.0,83.40038777097453,44.59961222902547,,,4,0.2,30.0
2359,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,78.50000000000864,,tomato,0,1.0,12.0,84.28427124745758,43.71572875254242,,,4,0.2,30.0
2360,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,78.0000000000091,,tomato,0,1.0,12.0,85.16815472394063,42.83184527605937,,,4,0.2,30.0
2361,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,77.50000000000955,,tomato,0,1.0,12.0,86.05203820042368,41.94796179957632,,,4,0.2,30.0
2362,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,77.00000000001,,tomato,0,1.0,12.0,86.93592167690673,41.06407832309327,,,4,0.2,30.0
2363,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,76.50000000001046,,tomato,0,1.0,12.0,87.81980515338978,40.18019484661022,,,4,0.2,30.0
2364,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,76.00000000001091,,tomato,0,1.0,12.0,88.70368862987283,39.29631137012717,,,4,0.2,30.0
2365,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,75.50000000001137,,tomato,0,1.0,12.0,89.58757210635588,38.41242789364412,,,4,0.2,30.0
2366,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,75.00000000001182,,tomato,0,1.0,12.0,90.47145558283893,37.52854441716107,,,4,0.2,30.0
2367,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,74.50000000001228,,tomato,0,1.0,12.0,91.35533905932198,36.64466094067802,,,4,0.2,30.0
2368,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,74.00000000001273,,tomato,0,1.0,12.0,92.23922253580503,35.76077746419497,,,4,0.2,30.0
2369,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,73.50000000001319,,tomato,0,1.0,12.0,93.12310601228808,34.876893987711924,,,4,0.2,30.0
2370,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,73.00000000001364,,tomato,0,1.0,12.0,94.00698948877113,33.993010511228874,,,4,0.2,30.0
2371,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.5000000000141,,tomato,0,1.0,12.0,94.89087296525418,33.109127034745825,,,4,0.2,30.0
2372,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.00000000001455,,tomato,0,1.0,12.0,95.77475644173722,32.225243558262775,,,4,0.2,30.0
2373,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,71.500000000015,,tomato,0,1.0,12.0,96.65863991822027,31.341360081779726,,,4,0.2,30.0
2374,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,71.00000000001546,,tomato,0,1.0,12.0,97.54252339470332,30.457476605296677,,,4,0.2,30.0
2375,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,70.50000000001592,,tomato,0,1.0,12.0,98.42640687118637,29.573593128813627,,,4,0.2,30.0
2376,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,70.00000000001637,,tomato,0,1.0,12.0,99.31029034766942,28.689709652330578,,,4,0.2,30.0
2377,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,69.50000000001683,,tomato,0,1.0,12.0,100.19417382415247,27.80582617584753,,,4,0.2,30.0
2378,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,69.00000000001728,,tomato,0,1.0,12.0,101.07805730063552,26.92194269936448,,,4,0.2,30.0
2379,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.50000000001774,,tomato,0,1.0,12.0,101.96194077711857,26.03805922288143,,,4,0.2,30.0
2380,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.00000000001819,,tomato,0,1.0,12.0,102.84582425360162,25.15417574639838,,,4,0.2,30.0
2381,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.50000000001864,,tomato,0,1.0,12.0,103.72970773008467,24.27029226991533,,,4,0.2,30.0
2382,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.0000000000191,,tomato,0,1.0,12.0,104.0,24.0,,,4,0.2,30.0
2383,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.50000000001955,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2384,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.00000000002001,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2385,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.50000000002046,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2386,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.00000000002092,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2387,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.50000000002137,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2388,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.00000000002183,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2389,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.50000000002157,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2390,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.000000000021316,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2391,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.50000000002106,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2392,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.000000000020805,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2393,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.50000000002055,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2394,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.00000000002029,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2395,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.50000000002004,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2396,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.00000000001978,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2397,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.500000000019526,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2398,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.00000000001927,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2399,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.500000000019014,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2400,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.00000000001876,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2401,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.5000000000185,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2402,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.00000000001825,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2403,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.50000000001799,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
2404,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,4,0.2,30.0
2405,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.0,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,4,0.2,30.0
2406,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.041666666666666664,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,4,0.2,30.0
2407,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.08333333333333333,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,4,0.2,30.0
2408,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.125,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,4,0.2,30.0
2409,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.16666666666666666,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,4,0.2,30.0
2410,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.20833333333333331,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,4,0.2,30.0
2411,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,4,0.2,30.0
2412,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.29166666666666663,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,4,0.2,30.0
2413,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.3333333333333333,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,4,0.2,30.0
2414,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.375,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,4,0.2,30.0
2415,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.4166666666666667,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,4,0.2,30.0
2416,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.45833333333333337,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,4,0.2,30.0
2417,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.5,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,4,0.2,30.0
2418,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.5416666666666666,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,4,0.2,30.0
2419,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.5833333333333333,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,4,0.2,30.0
2420,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.6249999999999999,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,4,0.2,30.0
2421,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.6666666666666665,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,4,0.2,30.0
2422,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,4,0.2,30.0
2423,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,4,0.2,30.0
2424,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.7916666666666664,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,4,0.2,30.0
2425,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.833333333333333,0,2,2,plate,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,4,0.2,30.0
