tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,75b1a4d403879f9c_score,player_418e1332_x,player_418e1332_y,player_418e1332_move_target,player_418e1332_item,player_418e1332_score,player_418e1332_cut_speed,player_418e1332_speed,player_215854ff_x,player_215854ff_y,player_215854ff_move_target,player_215854ff_item,player_215854ff_score,player_215854ff_cut_speed,player_215854ff_speed,5248084b6f399629_score,8030687af7c100c1_message,06545a1b236ef6ea_score
4323,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.69094219437422,24.000008014670197,,plate,0,1.0,12.0,24.0,70.25000000000824,,tomato_cut,0,0.2,30.0,,,0.0
4324,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.19094219437467,24.000007721970466,,plate,0,1.0,12.0,24.0,71.50000000000853,,tomato_cut,0,0.2,30.0,,,0.0
4325,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.69094219437513,24.000007429270735,,plate,0,1.0,12.0,24.0,72.75000000000881,,tomato_cut,0,0.2,30.0,,,0.0
4326,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.19094219437558,24.000007136571003,,plate,0,1.0,12.0,24.0,74.0000000000091,,tomato_cut,0,0.2,30.0,,,0.0
4327,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.69094219437603,24.000006843871272,,plate,0,1.0,12.0,24.0,75.25000000000938,,tomato_cut,0,0.2,30.0,,,0.0
4328,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.19094219437649,24.00000655117154,,plate,0,1.0,12.0,24.0,76.50000000000966,,tomato_cut,0,0.2,30.0,,,0.0
4329,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.69094219437694,24.00000625847181,,plate,0,1.0,12.0,24.0,77.75000000000995,,tomato_cut,0,0.2,30.0,,,0.0
4330,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.1909421943774,24.00000596577208,,plate,0,1.0,12.0,24.0,79.00000000001023,,tomato_cut,0,0.2,30.0,,,0.0
4331,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.69094219437785,24.000005673072348,,plate,0,1.0,12.0,24.0,80.25000000001052,,tomato_cut,0,0.2,30.0,,,0.0
4332,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.19094219437831,24.000005380372617,,plate,0,1.0,12.0,24.0,81.5000000000108,,tomato_cut,0,0.2,30.0,,,0.0
4333,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.69094219437876,24.000005087672886,,plate,0,1.0,12.0,24.0,82.75000000001108,,tomato_cut,0,0.2,30.0,,,0.0
4334,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.19094219437922,24.000004794973155,,plate,0,1.0,12.0,24.0,84.00000000001137,,tomato_cut,0,0.2,30.0,,,0.0
4335,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.69094219437923,24.000004502273423,,plate,0,1.0,12.0,24.0,85.25000000001165,,tomato_cut,0,0.2,30.0,,,0.0
4336,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.19094219437898,24.000004209573692,,plate,0,1.0,12.0,24.0,86.50000000001194,,tomato_cut,0,0.2,30.0,,,0.0
4337,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.69094219437872,24.00000391687396,,plate,0,1.0,12.0,24.0,87.75000000001222,,tomato_cut,0,0.2,30.0,,,0.0
4338,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.190942194378465,24.00000362417423,,plate,0,1.0,12.0,24.0,88.0,,tomato_cut,0,0.2,30.0,,,0.0
4339,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.69094219437821,24.0000033314745,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4340,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.19094219437795,24.000003038774768,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4341,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.6909421943777,24.000002746075037,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4342,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.19094219437744,24.000002453375306,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4343,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.690942194377186,24.000002160675574,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4344,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.19094219437693,24.000001867975843,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4345,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.690942194376674,24.000001575276112,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4346,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.19094219437642,24.00000128257638,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4347,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.69094219437616,24.00000098987665,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4348,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.19094219437591,24.00000069717692,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4349,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.69094219437565,24.000000404477188,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4350,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.190942194375396,24.000000114669046,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4351,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.69094219437514,24.000000111128056,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4352,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.190942194374884,24.000000107587066,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4353,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.69094219437463,24.000000104046077,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4354,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.19094219437437,24.000000100505,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4355,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.69094219437412,24.000000096963834,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4356,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.19094219437386,24.000000093422667,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4357,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.690942194373605,24.0000000898815,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4358,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.19094219437335,24.000000086340332,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4359,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.69094219437309,24.000000082799165,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4360,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.19094219437284,24.000000079257997,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4361,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.69094219437258,24.00000007571683,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4362,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.190942194372326,24.000000072175663,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,0.0
4363,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.69094219437207,24.000000068634495,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4364,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.190942194371814,24.000000065093328,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4365,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.69094219437156,24.00000006155216,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4366,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.1909421943713,24.000000058010993,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4367,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.69094219437105,24.000000054469826,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4368,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.19094219437079,24.00000005092866,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4369,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.690942194370535,24.00000004738749,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4370,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.19094219437028,24.000000043846324,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4371,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.690942194370024,24.000000040305157,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4372,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.19094219436977,24.00000003676399,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4373,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.69094219436951,24.000000033222822,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4374,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.190942194369256,24.000000029681654,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4375,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.690942194369,24.000000026140487,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4376,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.190942194368745,24.00000002259932,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4377,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.69094219436849,24.000000019058152,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4378,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.19094219436823,24.000000015516985,,plate,0,1.0,12.0,24.0,88.0,,tomato_salad,0,0.2,30.0,,,0.0
4379,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.69094219436798,24.000000011975818,,plate,0,1.0,12.0,24.0,89.25000000000028,,tomato_salad,0,0.2,30.0,,,0.0
4380,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.19094219436772,24.00000000843465,,plate,0,1.0,12.0,24.0,90.50000000000057,,tomato_salad,0,0.2,30.0,,,0.0
4381,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.690942194367466,24.000000004893483,,plate,0,1.0,12.0,24.0,91.75000000000085,,tomato_salad,0,0.2,30.0,,,0.0
4382,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,None_cut,3.058333333333325,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.192385209327554,24.003513953212614,,plate,0,1.0,12.0,24.0,93.00000000000114,,tomato_salad,0,0.2,30.0,,,0.0
