tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e8d01824caabd6f4_score,player_05902f17_x,player_05902f17_y,player_05902f17_move_target,player_05902f17_item,player_05902f17_score,player_05902f17_cut_speed,player_05902f17_speed,player_e1848c98_x,player_e1848c98_y,player_e1848c98_move_target,player_e1848c98_item,player_e1848c98_score,player_e1848c98_cut_speed,player_e1848c98_speed
2218,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.3749999999999999,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.93242693252242,51.93242693252117,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2219,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.3958333333333332,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.3743686707638,52.37436867076269,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2220,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4166666666666665,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.81631040900518,52.81631040900422,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2221,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.43749999999999983,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.25825214724658,53.25825214724574,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2222,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.45833333333333315,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.70019388548798,53.700193885487266,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2223,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.47916666666666646,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.14213562372936,54.14213562372879,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2224,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.4999999999999998,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.58407736197076,54.584077361970316,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2225,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5208333333333331,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.02601910021214,55.02601910021184,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2226,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5416666666666665,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.46796083845354,55.467960838453365,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2227,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5624999999999999,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,tomato_salad,3,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2228,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.5833333333333333,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2229,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6041666666666666,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2230,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.625,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2231,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6458333333333334,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2232,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6666666666666667,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2233,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.6875000000000001,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2234,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7083333333333335,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2235,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7291666666666669,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2236,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7500000000000002,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2237,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.7708333333333336,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2238,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.791666666666667,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2239,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8125000000000003,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2240,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8333333333333337,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2241,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8541666666666671,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2242,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8750000000000004,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2243,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.8958333333333338,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2244,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9166666666666672,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2245,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9375000000000006,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2246,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9583333333333339,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2247,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,0.9791666666666673,0,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2248,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0000000000000007,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2249,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.020833333333334,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2250,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0416666666666672,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2251,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0625000000000004,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2252,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.0833333333333337,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,55.37499999999986,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2253,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.104166666666667,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,54.749999999999716,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2254,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1250000000000002,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,54.124999999999574,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2255,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1458333333333335,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,53.49999999999943,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2256,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1666666666666667,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,52.87499999999929,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2257,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.1875,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,52.24999999999915,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2258,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2083333333333333,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,51.624999999999005,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2259,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2291666666666665,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,50.99999999999886,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2260,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2499999999999998,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,50.37499999999872,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2261,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.270833333333333,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,49.74999999999858,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2262,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.2916666666666663,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,49.12499999999844,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2263,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3124999999999996,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,48.499999999998295,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2264,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3333333333333328,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,47.87499999999815,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2265,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.354166666666666,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,47.24999999999801,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2266,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3749999999999993,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,46.62499999999787,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2267,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.3958333333333326,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,45.999999999997726,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2268,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4166666666666659,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,45.374999999997584,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2269,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4374999999999991,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,44.74999999999744,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2270,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4583333333333324,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,44.1249999999973,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2271,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.4791666666666656,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,43.49999999999716,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2272,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.499999999999999,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,42.874999999997016,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2273,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.5208333333333321,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,42.249999999996874,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2274,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.5416666666666654,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,41.62499999999673,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2275,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.5624999999999987,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,40.99999999999659,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2276,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.583333333333332,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,40.37499999999645,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2277,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6041666666666652,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.31621556657728,39.879831738836856,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2278,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6249999999999984,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.75540385349018,39.43515359833748,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2279,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6458333333333317,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.19459214040307,38.9904754578381,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2280,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.666666666666665,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.63378042731597,38.545797317338724,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2281,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.6874999999999982,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.07296871422886,38.10111917683935,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2282,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7083333333333315,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.51215700114176,37.65644103633997,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2283,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7291666666666647,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.95134528805465,37.21176289584059,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2284,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.749999999999998,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.39053357496755,36.767084755341216,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2285,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7708333333333313,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.82972186188044,36.32240661484184,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2286,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.7916666666666645,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.26891014879334,35.87772847434246,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2287,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8124999999999978,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.70809843570623,35.433050333843084,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2288,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.833333333333331,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.14728672261913,34.98837219334371,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2289,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8541666666666643,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.58647500953202,34.54369405284433,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2290,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8749999999999976,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.02566329644492,34.09901591234495,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2291,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.8958333333333308,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.46485158335781,33.654337771845576,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2292,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.916666666666664,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.90403987027071,33.2096596313462,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2293,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9374999999999973,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.3432281571836,32.76498149084682,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2294,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9583333333333306,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.7824164440965,32.320303350347444,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
2295,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,1.9791666666666639,1,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.22160473100939,31.875625209848067,,,4,1.0,15.0,40.0,24.0,,,0,0.5,30.0
