tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,10e572cde0c52df6_score,player_2898be41_x,player_2898be41_y,player_2898be41_move_target,player_2898be41_item,player_2898be41_score,player_2898be41_cut_speed,player_2898be41_speed,player_ecec037c_x,player_ecec037c_y,player_ecec037c_move_target,player_ecec037c_item,player_ecec037c_score,player_ecec037c_cut_speed,player_ecec037c_speed
1634,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.5333333333333303,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1635,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.5416666666666636,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1636,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.549999999999997,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1637,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.5583333333333302,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1638,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.5666666666666635,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1639,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1640,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.5833333333333302,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1641,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.5916666666666635,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1642,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.5999999999999968,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1643,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.60833333333333,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1644,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6166666666666634,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1645,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6249999999999967,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1646,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.63333333333333,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1647,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6416666666666633,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1648,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6499999999999966,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1649,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6583333333333299,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1650,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6666666666666632,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1651,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6749999999999965,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1652,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6833333333333298,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1653,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1654,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.6999999999999964,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1655,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7083333333333297,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1656,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.716666666666663,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1657,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7249999999999963,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1658,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7333333333333296,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1659,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.741666666666663,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1660,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7499999999999962,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1661,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7583333333333295,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1662,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7666666666666628,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1663,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7749999999999961,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1664,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7833333333333294,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1665,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.7916666666666627,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1666,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.799999999999996,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1667,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8083333333333294,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1668,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8166666666666627,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1669,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.824999999999996,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1670,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8333333333333293,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1671,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8416666666666626,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1672,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8499999999999959,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1673,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8583333333333292,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1674,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8666666666666625,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1675,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8749999999999958,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1676,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.883333333333329,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1677,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8916666666666624,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1678,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.8999999999999957,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1679,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.908333333333329,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1680,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9166666666666623,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1681,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9249999999999956,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1682,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.933333333333329,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1683,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9416666666666622,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1684,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9499999999999955,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1685,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9583333333333288,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1686,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9666666666666621,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1687,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9749999999999954,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1688,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9833333333333287,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1689,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.991666666666662,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1690,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,1.9999999999999953,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1691,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.008333333333329,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1692,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.016666666666662,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1693,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.0249999999999955,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1694,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.0333333333333288,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1695,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.041666666666662,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1696,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.0499999999999954,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.500000000000256,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1697,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.0583333333333287,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.00000000000051,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1698,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.50000000000077,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1699,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.0749999999999953,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.00000000000102,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1700,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.0833333333333286,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.50000000000128,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1701,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.091666666666662,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.000000000001535,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1702,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.099999999999995,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.50000000000179,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1703,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.1083333333333285,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.000000000002046,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1704,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.116666666666662,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.5000000000023,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1705,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.124999999999995,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.00000000000256,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1706,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.1333333333333284,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.500000000002814,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1707,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.1416666666666617,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.00000000000307,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1708,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.149999999999995,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.500000000003325,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1709,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.1583333333333283,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.00000000000358,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1710,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.1666666666666616,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.50000000000384,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1711,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.174999999999995,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.00000000000409,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1712,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.1833333333333282,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.50000000000364,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1713,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.1916666666666615,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.00000000000318,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1714,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.199999999999995,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.50000000000273,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1715,0,1,,0,2,None_cut,3.824999999999989,3,0,3,tomato,2.208333333333328,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.00000000000227,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
