tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,97272097a18b346f_score,player_2545216d_x,player_2545216d_y,player_2545216d_move_target,player_2545216d_item,player_2545216d_score,player_2545216d_cut_speed,player_2545216d_speed,player_5dcc1e4c_x,player_5dcc1e4c_y,player_5dcc1e4c_move_target,player_5dcc1e4c_item,player_5dcc1e4c_score,player_5dcc1e4c_cut_speed,player_5dcc1e4c_speed
1901,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1902,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1903,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1904,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1905,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1906,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1907,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1908,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1909,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1910,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1911,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1912,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1913,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1914,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.55805826175776,24.441941738241525,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1915,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.11611652351553,24.88388347648305,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1916,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.6741747852733,25.325825214724574,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1917,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.23223304703106,25.7677669529661,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1918,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.79029130878882,26.209708691207624,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1919,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.34834957054677,26.65165042944915,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1920,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.90640783230538,27.093592167690673,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1921,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.464466094064,27.535533905932198,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1922,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.02252435582261,27.977475644173722,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1923,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.58058261758121,28.419417382415247,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1924,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.13864087933982,28.861359120656772,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1925,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.69669914109843,29.303300858898297,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1926,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.25475740285705,29.74524259713982,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1927,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.81281566461566,30.187184335381346,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1928,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.37087392637426,30.62912607362287,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1929,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.92893218813288,31.071067811864395,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1930,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.4869904498915,31.51300955010592,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1931,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.0450487116501,31.954951288347445,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1932,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.6031069734087,32.39689302658897,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1933,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.16116523516732,32.838834764830494,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1934,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.71922349692593,33.28077650307202,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1935,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.27728175868454,33.722718241313544,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1936,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.83534002044314,34.16465997955507,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1937,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.39339828220176,34.60660171779659,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1938,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.95145654396038,35.04854345603812,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1939,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.50951480571898,35.49048519427964,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1940,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.06757306747758,35.93242693252117,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1941,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.6256313292362,36.37436867076269,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1942,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.18368959099482,36.81631040900422,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1943,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.74174785275342,37.25825214724574,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1944,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.29980611451202,37.700193885487266,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1945,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.85786437627064,38.14213562372879,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1946,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.41592263802924,38.584077361970316,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1947,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.97398089978786,39.02601910021184,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1948,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.53203916154646,39.467960838453365,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1949,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.19434681531618,39.953825558690255,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1950,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.18677754378768,40.57877972191247,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1951,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.17920827225919,41.20373388513468,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1952,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.17163900073069,41.828688048356895,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1953,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.1640697292022,42.45364221157911,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1954,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.1565004576737,43.07859637480132,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1955,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.1489311861452,43.703550538023535,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1956,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.14136191461671,44.32850470124575,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1957,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.13379264308821,44.95345886446796,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1958,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.12622337155972,45.578413027690175,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1959,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.11865410003122,46.20336719091239,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1960,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.11108482850273,46.8283213541346,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1961,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.10351555697423,47.453275517356815,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1962,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.09594628544573,48.07822968057903,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1963,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.08837701391724,48.70318384380124,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1964,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.08080774238874,49.328138007023455,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1965,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.07323847086025,49.95309217024567,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1966,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.06566919933175,50.57804633346788,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1967,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.05809992780326,51.203000496690095,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1968,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.05053065627476,51.82795465991231,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1969,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.04296138474626,52.45290882313452,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1970,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.03539211321777,53.077862986356735,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1971,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato_cut,3.2083333333333304,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.02782284168927,53.70281714957895,,plate,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
