tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3f460844e6f422ab_score,player_78d098ad_x,player_78d098ad_y,player_78d098ad_move_target,player_78d098ad_item,player_78d098ad_score,player_78d098ad_cut_speed,player_78d098ad_speed,player_e1b72ad2_x,player_e1b72ad2_y,player_e1b72ad2_move_target,player_e1b72ad2_item,player_e1b72ad2_score,player_e1b72ad2_cut_speed,player_e1b72ad2_speed
2428,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,51.75915233347553,35.858907056167375,,tomato_salad,5,1.0,30.0,28.708098435710042,35.433050333839276,,,2,1.0,30.0
2429,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,52.65349170507719,36.732209459921606,,tomato_salad,5,1.0,30.0,29.586475009536542,34.543694052839896,,,2,1.0,30.0
2430,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,53.54783107667885,37.60551186367584,,tomato_salad,5,1.0,30.0,30.464851583363043,33.654337771840936,,,2,1.0,30.0
2431,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,54.44217044828051,38.47881426743007,,tomato_salad,5,1.0,30.0,31.343228157189543,32.76498149084197,,,2,1.0,30.0
2432,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,55.33650981988217,39.35211667118429,,tomato_salad,5,1.0,30.0,32.22160473101604,31.875625209842987,,,2,1.0,30.0
2433,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.401523370704155,39.81341062306423,,tomato_salad,5,1.0,30.0,33.099981304842544,30.986268928843877,,,2,1.0,30.0
2434,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,57.65143394901483,39.82836208541367,,tomato_salad,5,1.0,30.0,33.978357878669044,30.096912647844768,,,2,1.0,30.0
2435,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,58.901344527325506,39.84331354776312,,tomato_salad,5,1.0,30.0,34.856734452495544,29.207556366845658,,,2,1.0,30.0
2436,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,60.15125510563618,39.85826501011256,,tomato_salad,5,1.0,30.0,35.735111026322045,28.31820008584655,,,2,1.0,30.0
2437,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,61.40116568394686,39.873216472462005,,tomato_salad,5,1.0,30.0,36.613487600148545,27.42884380484744,,,2,1.0,30.0
2438,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,62.65107626225753,39.88816793481145,,tomato_salad,5,1.0,30.0,37.491864173975046,26.53948752384833,,,2,1.0,30.0
2439,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,63.90098684056821,39.90311939716089,,tomato_salad,5,1.0,30.0,38.370240747801546,25.650131242849476,,,2,1.0,30.0
2440,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,65.15089741887888,39.91807085951034,,tomato_salad,5,1.0,30.0,39.24861732162825,24.76077496185072,,,2,1.0,30.0
2441,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,66.40080799718956,39.93302232185978,,tomato_salad,5,1.0,30.0,40.26074682117195,24.186261912236056,,,2,1.0,30.0
2442,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,67.65071857550024,39.947973784209225,,tomato_salad,5,1.0,30.0,41.510659299768065,24.17147016285977,,,2,1.0,30.0
2443,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,68.90062915381091,39.96292524655867,,tomato_salad,5,1.0,30.0,42.76057177836418,24.156678413483483,,,2,1.0,30.0
2444,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,70.15053973212159,39.97787670890825,,tomato_salad,5,1.0,30.0,44.0104842569603,24.141886664107197,,,2,1.0,30.0
2445,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,71.40045031043226,39.99282817125804,,tomato_salad,5,1.0,30.0,45.26039673555641,24.12709491473091,,,2,1.0,30.0
2446,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.40513163618331,40.59496168928793,,tomato_salad,5,1.0,30.0,46.51030921415253,24.112303165354625,,,2,1.0,30.0
2447,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,73.29441096072983,41.47341617469668,,tomato_salad,5,1.0,30.0,47.760221692748644,24.09751141597834,,,2,1.0,30.0
2448,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,74.18369028527636,42.35187066010543,,tomato_salad,5,1.0,30.0,49.01013417134476,24.082719666602053,,,2,1.0,30.0
2449,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,75.07296960982288,43.230325145514186,,tomato_salad,5,1.0,30.0,50.260046649940875,24.067927917225767,,,2,1.0,30.0
2450,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,75.9622489343694,44.10877963092294,,tomato_salad,5,1.0,30.0,51.50995912853699,24.05313616784948,,,2,1.0,30.0
2451,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,76.85152825891592,44.98723411633169,,tomato_salad,5,1.0,30.0,52.75987160713311,24.038344418473194,,,2,1.0,30.0
2452,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,77.74080758346244,45.865688601740445,,tomato_salad,5,1.0,30.0,54.00978408572922,24.023552669096908,,,2,1.0,30.0
2453,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,78.63008690800896,46.7441430871492,,tomato_salad,5,1.0,30.0,55.25969656432534,24.008760919720622,,,2,1.0,30.0
2454,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,79.5193662325547,47.62259757255795,,tomato_salad,5,1.0,30.0,56.50965804813268,24.002155159526897,,,2,1.0,30.0
2455,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,80.40864555710017,48.5010520579667,,tomato_salad,5,1.0,30.0,57.75965803603455,24.001981247976556,,,2,1.0,30.0
2456,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,81.29792488164564,49.379506543375456,,tomato_salad,5,1.0,30.0,59.009658023936424,24.001807336426328,,,2,1.0,30.0
2457,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,82.18720420619111,50.25796102878421,,tomato_salad,5,1.0,30.0,60.2596580118383,24.0016334248761,,,2,1.0,30.0
2458,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,83.07648353073658,51.13641551419296,,tomato_salad,5,1.0,30.0,61.50965799974017,24.001459513325873,,,2,1.0,30.0
2459,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,83.96576285528205,52.014869999601714,,tomato_salad,5,1.0,30.0,62.75965798764204,24.001285601775646,,,2,1.0,30.0
2460,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,84.85504217982752,52.89332448501047,,tomato_salad,5,1.0,30.0,64.00965797554392,24.001111690225418,,,2,1.0,30.0
2461,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,85.744321504373,53.77177897041922,,tomato_salad,5,1.0,30.0,65.2596579634465,24.00093777867519,,,2,1.0,30.0
2462,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,86.63360082891847,54.65023345582797,,tomato_salad,5,1.0,30.0,66.50965795134908,24.00076386712496,,,2,1.0,30.0
2463,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,87.52288015346394,55.528687941236726,,tomato_salad,5,1.0,30.0,67.75965793925167,24.000589955574732,,,2,1.0,30.0
2464,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,tomato_salad,5,1.0,30.0,69.00965792715425,24.000416044024504,,,2,1.0,30.0
2465,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,70.25965791505683,24.000242132474277,,,2,1.0,30.0
2466,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,71.50965790295942,24.00006822092405,,,2,1.0,30.0
2467,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,72.75965790005517,24.000024928259876,,,2,1.0,30.0
2468,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,74.00965790005404,24.000022883664982,,,2,1.0,30.0
2469,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,75.2596579000529,24.00002083907009,,,2,1.0,30.0
2470,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,76.50965790005176,24.000018794475196,,,2,1.0,30.0
2471,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,77.75965790005063,24.000016749880302,,,2,1.0,30.0
2472,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,79.00965790004949,24.00001470528541,,,2,1.0,30.0
2473,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,80.25965790004835,24.000012660690516,,,2,1.0,30.0
2474,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,81.50965790004722,24.000010616095622,,,2,1.0,30.0
2475,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,82.75965790004608,24.00000857150073,,,2,1.0,30.0
2476,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,84.00965790004494,24.000006526905896,,,2,1.0,30.0
2477,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,85.2596579000438,24.00000448231118,,,2,1.0,30.0
2478,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,86.50965790004267,24.000002437716464,,,2,1.0,30.0
2479,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,87.75965790004153,24.00000039312175,,,2,1.0,30.0
2480,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,89.00965790004176,24.000000288262147,,,2,1.0,30.0
2481,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,90.25965790004204,24.00000026422484,,,2,1.0,30.0
2482,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,91.50965790004233,24.000000240187536,,,2,1.0,30.0
2483,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,92.75965790004261,24.00000021615023,,,2,1.0,30.0
2484,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,94.0096579000429,24.000000192112925,,,2,1.0,30.0
2485,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,95.25965790004318,24.00000016807562,,,2,1.0,30.0
2486,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,96.50965790004346,24.000000144038314,,,2,1.0,30.0
2487,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,97.75965790004375,24.00000012000101,,,2,1.0,30.0
2488,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,99.00965790004403,24.000000095963703,,,2,1.0,30.0
2489,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,100.25965790004432,24.000000071926397,,,2,1.0,30.0
2490,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,101.5096579000446,24.000000047889092,,,2,1.0,30.0
2491,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,102.75965790004489,24.00000002385176,,,2,1.0,30.0
2492,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,,2,1.0,30.0
2493,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2494,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2495,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2496,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2497,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2498,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2499,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2500,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2501,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2502,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
2503,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,6,1.0,30.0,104.0,24.0,,plate,2,1.0,30.0
