tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c38ed6a90b7fb653_score,player_6f3084e2_x,player_6f3084e2_y,player_6f3084e2_move_target,player_6f3084e2_item,player_6f3084e2_score,player_6f3084e2_cut_speed,player_6f3084e2_speed,player_ea1be0e1_x,player_ea1be0e1_y,player_ea1be0e1_move_target,player_ea1be0e1_item,player_ea1be0e1_score,player_ea1be0e1_cut_speed,player_ea1be0e1_speed,e176c6e932acf223_score,4f5a54428bc5b707_message,704581a9d7ccd1d0_score
3532,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.99999999997283,117.65572612576068,,tomato,0,1.0,30.0,,,1.0
3533,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.999999999975316,116.4057261257604,,tomato,0,1.0,30.0,,,1.0
3534,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.9999999999778,115.15572612576011,,tomato,0,1.0,30.0,,,1.0
3535,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.99999999998029,113.90572612575983,,tomato,0,1.0,30.0,,,1.0
3536,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.999999999982776,112.65572612575954,,tomato,0,1.0,30.0,,,1.0
3537,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.99999999998526,111.40572612575926,,tomato,0,1.0,30.0,,,1.0
3538,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.99999999998775,110.15572612575897,,tomato,0,1.0,30.0,,,1.0
3539,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.99999999999024,108.90572612575869,,tomato,0,1.0,30.0,,,1.0
3540,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.999999999992724,107.6557261257584,,tomato,0,1.0,30.0,,,1.0
3541,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.99999999999521,106.40572612575812,,tomato,0,1.0,30.0,,,1.0
3542,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.9999999999977,105.15572612575784,,tomato,0,1.0,30.0,,,1.0
3543,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.999999999999616,103.90572612575755,,tomato,0,1.0,30.0,,,1.0
3544,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.999999999999616,102.65572612575727,,tomato,0,1.0,30.0,,,1.0
3545,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.999999999999616,101.40572612575698,,tomato,0,1.0,30.0,,,1.0
3546,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.999999999999616,100.1557261257567,,tomato,0,1.0,30.0,,,1.0
3547,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,1,1.0,30.0,55.999999999999616,98.90572612575642,,tomato,0,1.0,30.0,,,1.0
3548,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.25000000000028,40.0,,,1,1.0,30.0,55.999999999999616,97.65572612575613,,tomato,0,1.0,30.0,,,1.0
3549,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.50000000000057,40.0,,,1,1.0,30.0,55.999999999999616,96.40572612575585,,tomato,0,1.0,30.0,,,1.0
3550,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.75000000000085,40.0,,,1,1.0,30.0,55.999999999999616,95.15572612575556,,tomato,0,1.0,30.0,,,1.0
3551,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.00000000000114,40.0,,,1,1.0,30.0,55.999999999999616,93.90572612575528,,tomato,0,1.0,30.0,,,1.0
3552,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.25000000000142,40.0,,,1,1.0,30.0,55.999999999999616,92.655726125755,,tomato,0,1.0,30.0,,,1.0
3553,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.5000000000017,40.0,,,1,1.0,30.0,55.999999999999616,91.40572612575471,,tomato,0,1.0,30.0,,,1.0
3554,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.75000000000199,40.0,,,1,1.0,30.0,55.999999999999616,90.15572612575443,,tomato,0,1.0,30.0,,,1.0
3555,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.00000000000227,40.0,,,1,1.0,30.0,55.999999999999744,88.90572612575414,,tomato,0,1.0,30.0,,,1.0
3556,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.25000000000256,40.0,,,1,1.0,30.0,55.99999999999994,87.65572612575386,,tomato,0,1.0,30.0,,,1.0
3557,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.50000000000284,40.0,,,1,1.0,30.0,55.99999999999994,86.40572612575357,,tomato,0,1.0,30.0,,,1.0
3558,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.75000000000313,40.0,,,1,1.0,30.0,55.99999999999994,85.15572612575329,,tomato,0,1.0,30.0,,,1.0
3559,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.00000000000341,40.0,,,1,1.0,30.0,55.99999999999994,83.905726125753,,tomato,0,1.0,30.0,,,1.0
3560,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.12016826116314,39.68378443342246,,,1,1.0,30.0,55.99999999999994,82.65572612575272,,tomato,0,1.0,30.0,,,1.0
3561,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.0095245421619,38.80540785959596,,,1,1.0,30.0,55.99999999999994,81.40572612575244,,tomato,0,1.0,30.0,,,1.0
3562,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.89888082316065,37.92703128576946,,,1,1.0,30.0,55.99999999999994,80.15572612575215,,tomato,0,1.0,30.0,,,1.0
3563,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.7882371041594,37.04865471194296,,,1,1.0,30.0,55.99999999999994,78.90572612575187,,tomato,0,1.0,30.0,,,1.0
3564,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.67759338515816,36.17027813811646,,,1,1.0,30.0,55.99999999999994,77.65572612575158,,tomato,0,1.0,30.0,,,1.0
3565,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.56694966615692,35.29190156428996,,,1,1.0,30.0,55.99999999999994,76.4057261257513,,tomato,0,1.0,30.0,,,1.0
3566,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.45630594715567,34.41352499046346,,,1,1.0,30.0,55.99999999999994,75.15572612575102,,tomato,0,1.0,30.0,,,1.0
3567,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.34566222815442,33.53514841663696,,,1,1.0,30.0,55.99999999999994,73.90572612575073,,tomato,0,1.0,30.0,,,1.0
3568,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.23501850915318,32.65677184281046,,,1,1.0,30.0,55.99999999999994,72.65572612575045,,tomato,0,1.0,30.0,,,1.0
3569,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.12437479015193,31.778395268983957,,,1,1.0,30.0,55.99999999999994,71.40572612575016,,tomato,0,1.0,30.0,,,1.0
3570,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.0137310711507,30.900018695157552,,,1,1.0,30.0,55.99999999999994,70.15572612574988,,tomato,0,1.0,30.0,,,1.0
3571,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.90308735214944,30.021642121331407,,,1,1.0,30.0,55.99999999999994,68.9057261257496,,tomato,0,1.0,30.0,,,1.0
3572,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.7924436331482,29.143265547505262,,,1,1.0,30.0,55.99999999999994,67.65572612574931,,tomato,0,1.0,30.0,,,1.0
3573,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.68179991414695,28.264888973679117,,,1,1.0,30.0,55.99999999999994,66.40572612574903,,tomato,0,1.0,30.0,,,1.0
3574,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.5711561951457,27.386512399852972,,,1,1.0,30.0,55.99999999999994,65.15572612574874,,tomato,0,1.0,30.0,,,1.0
3575,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.46051247614446,26.508135826026994,,,1,1.0,30.0,55.99999999999994,63.90572612574846,,tomato,0,1.0,30.0,,,1.0
3576,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.3498687571432,25.629759252201204,,,1,1.0,30.0,55.99999999999994,62.655726125748174,,tomato,0,1.0,30.0,,,1.0
3577,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.23922503814302,24.751382678375748,,,1,1.0,30.0,55.99999999999994,61.40572612574789,,tomato,0,1.0,30.0,,,1.0
3578,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,1,1.0,30.0,55.99999999999994,60.155726125747606,,tomato,0,1.0,30.0,,,1.0
3579,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,58.90572612574732,,tomato,0,1.0,30.0,,,1.0
3580,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,57.65572612574704,,tomato,0,1.0,30.0,,,1.0
3581,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,56.40572612574675,,tomato,0,1.0,30.0,,,1.0
3582,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,55.15572612574647,,tomato,0,1.0,30.0,,,1.0
3583,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,53.905726125746185,,tomato,0,1.0,30.0,,,1.0
3584,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,52.6557261257459,,tomato,0,1.0,30.0,,,1.0
3585,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,51.405726125745616,,tomato,0,1.0,30.0,,,1.0
3586,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,50.15572612574533,,tomato,0,1.0,30.0,,,1.0
3587,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,48.90572612574505,,tomato,0,1.0,30.0,,,1.0
3588,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,47.65572612574476,,tomato,0,1.0,30.0,,,1.0
3589,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,46.40572612574448,,tomato,0,1.0,30.0,,,1.0
3590,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,45.155726125744195,,tomato,0,1.0,30.0,,,1.0
3591,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,43.90572612574391,,tomato,0,1.0,30.0,,,1.0
3592,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,42.65572612574363,,tomato,0,1.0,30.0,,,1.0
3593,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.99999999999994,41.40572612574334,,tomato,0,1.0,30.0,,,1.0
3594,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.97364312447417,40.16655094790826,,tomato,0,1.0,30.0,,,1.0
3595,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,55.09508060694848,39.277378353414804,,tomato,0,1.0,30.0,,,1.0
3596,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,54.216518089422784,38.388205758921345,,tomato,0,1.0,30.0,,,1.0
3597,test,True,0,1,None_cut,3.7916666666666616,3,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,53.33795557189709,37.499033164427885,,tomato,0,1.0,30.0,,,1.0
