tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e92af1f6d38f4ee0_score,player_cf795cc2_x,player_cf795cc2_y,player_cf795cc2_move_target,player_cf795cc2_item,player_cf795cc2_score,player_cf795cc2_cut_speed,player_cf795cc2_speed,player_98c2daad_x,player_98c2daad_y,player_98c2daad_move_target,player_98c2daad_item,player_98c2daad_score,player_98c2daad_cut_speed,player_98c2daad_speed
2207,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,71.20621394682206,40.79378605317794,,tomato,3,0.2,30.0
2208,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,70.32233047033901,41.67766952966099,,tomato,3,0.2,30.0
2209,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,69.43844699385596,42.56155300614404,,tomato,3,0.2,30.0
2210,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,68.55456351737291,43.44543648262709,,tomato,3,0.2,30.0
2211,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,67.67068004088986,44.32931995911014,,tomato,3,0.2,30.0
2212,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,66.78679656440681,45.213203435593186,,tomato,3,0.2,30.0
2213,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,65.90291308792376,46.097086912076236,,tomato,3,0.2,30.0
2214,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,65.01902961144071,46.980970388559285,,tomato,3,0.2,30.0
2215,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,64.13514613495767,47.864853865042335,,tomato,3,0.2,30.0
2216,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,63.251262658474616,48.748737341525384,,tomato,3,0.2,30.0
2217,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,88.0,,tomato,1,1.0,12.0,62.367379181991566,49.632620818008434,,tomato,3,0.2,30.0
2218,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,87.50000000000045,,tomato,1,1.0,12.0,61.48349570550852,50.51650429449148,,tomato,3,0.2,30.0
2219,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,87.00000000000091,,tomato,1,1.0,12.0,60.59961222902547,51.40038777097453,,tomato,3,0.2,30.0
2220,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,86.50000000000136,,tomato,1,1.0,12.0,59.71572875254242,52.28427124745758,,tomato,3,0.2,30.0
2221,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,86.00000000000182,,tomato,1,1.0,12.0,58.83184527605937,53.16815472394063,,tomato,3,0.2,30.0
2222,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,85.50000000000227,,tomato,1,1.0,12.0,57.94796179957632,54.05203820042368,,tomato,3,0.2,30.0
2223,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,85.00000000000273,,tomato,1,1.0,12.0,57.06407832309327,54.93592167690673,,tomato,3,0.2,30.0
2224,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,84.50000000000318,,tomato,1,1.0,12.0,56.0,56.0,,tomato,3,0.2,30.0
2225,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,84.00000000000364,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2226,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,83.50000000000409,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2227,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,83.00000000000455,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2228,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,82.500000000005,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2229,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,82.00000000000546,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2230,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,81.50000000000591,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2231,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,81.00000000000637,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2232,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,80.50000000000682,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2233,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,80.00000000000728,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2234,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,79.50000000000773,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2235,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,79.00000000000819,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2236,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,78.50000000000864,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2237,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,78.0000000000091,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2238,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,77.50000000000955,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2239,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,77.00000000001,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2240,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,76.50000000001046,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2241,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,76.00000000001091,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2242,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,75.50000000001137,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2243,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,75.00000000001182,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2244,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,74.50000000001228,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2245,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,74.00000000001273,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2246,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,73.50000000001319,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2247,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,73.00000000001364,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2248,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.5000000000141,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2249,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.00000000001455,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2250,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,71.500000000015,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2251,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,71.00000000001546,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2252,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,70.50000000001592,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2253,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,70.00000000001637,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2254,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,69.50000000001683,,tomato,1,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2255,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,69.00000000001728,,tomato,1,1.0,12.0,56.88388347648305,55.11611652351695,,,3,0.2,30.0
2256,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.50000000001774,,tomato,1,1.0,12.0,57.7677669529661,54.2322330470339,,,3,0.2,30.0
2257,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.00000000001819,,tomato,1,1.0,12.0,58.65165042944915,53.34834957055085,,,3,0.2,30.0
2258,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.50000000001864,,tomato,1,1.0,12.0,59.5355339059322,52.4644660940678,,,3,0.2,30.0
2259,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.0000000000191,,tomato,1,1.0,12.0,60.41941738241525,51.58058261758475,,,3,0.2,30.0
2260,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.50000000001955,,tomato,1,1.0,12.0,61.3033008588983,50.6966991411017,,,3,0.2,30.0
2261,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.00000000002001,,tomato,1,1.0,12.0,62.187184335381346,49.812815664618654,,,3,0.2,30.0
2262,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.50000000002046,,tomato,1,1.0,12.0,63.071067811864395,48.928932188135605,,,3,0.2,30.0
2263,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.00000000002092,,tomato,1,1.0,12.0,63.954951288347445,48.045048711652555,,,3,0.2,30.0
2264,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.50000000002137,,tomato,1,1.0,12.0,64.8388347648305,47.161165235169506,,,3,0.2,30.0
2265,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.00000000002183,,tomato,1,1.0,12.0,65.72271824131354,46.277281758686456,,,3,0.2,30.0
2266,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.50000000002157,,tomato,1,1.0,12.0,66.6066017177966,45.39339828220341,,,3,0.2,30.0
2267,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.000000000021316,,tomato,1,1.0,12.0,67.49048519427964,44.50951480572036,,,3,0.2,30.0
2268,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.50000000002106,,tomato,1,1.0,12.0,68.37436867076269,43.62563132923731,,,3,0.2,30.0
2269,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.000000000020805,,tomato,1,1.0,12.0,69.25825214724574,42.74174785275426,,,3,0.2,30.0
2270,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.50000000002055,,tomato,1,1.0,12.0,70.14213562372879,41.85786437627121,,,3,0.2,30.0
2271,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.00000000002029,,tomato,1,1.0,12.0,71.02601910021184,40.97398089978816,,,3,0.2,30.0
2272,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.50000000002004,,tomato,1,1.0,12.0,71.95382555869026,40.19434681531624,,,3,0.2,30.0
2273,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.00000000001978,,tomato,1,1.0,12.0,73.20373388513468,40.179208272259245,,,3,0.2,30.0
2274,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.500000000019526,,tomato,1,1.0,12.0,74.45364221157911,40.164069729202254,,,3,0.2,30.0
2275,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.00000000001927,,tomato,1,1.0,12.0,75.70355053802353,40.14893118614526,,,3,0.2,30.0
2276,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.500000000019014,,tomato,1,1.0,12.0,76.95345886446796,40.13379264308827,,,3,0.2,30.0
2277,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.00000000001876,,tomato,1,1.0,12.0,78.20336719091239,40.11865410003128,,,3,0.2,30.0
2278,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.5000000000185,,tomato,1,1.0,12.0,79.45327551735681,40.10351555697429,,,3,0.2,30.0
2279,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.00000000001825,,tomato,1,1.0,12.0,80.70318384380124,40.088377013917295,,,3,0.2,30.0
