tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,5992dd348b4eb7a4_score,player_af8e7a3b_x,player_af8e7a3b_y,player_af8e7a3b_move_target,player_af8e7a3b_item,player_af8e7a3b_score,player_af8e7a3b_cut_speed,player_af8e7a3b_speed,player_ee2efddf_x,player_ee2efddf_y,player_ee2efddf_move_target,player_ee2efddf_item,player_ee2efddf_score,player_ee2efddf_cut_speed,player_ee2efddf_speed,c83f8a570fb1bf50_score,d951337ba6f18d66_message,90bdefe223182f27_score
3673,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,67.99991620770594,44.14628212334759,,plate,0,0.2,30.0,,,0.0
3674,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,67.11063213386761,45.024731800914395,,plate,0,0.2,30.0,,,0.0
3675,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,66.22134806002929,45.9031814784812,,plate,0,0.2,30.0,,,0.0
3676,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,65.33206398619096,46.78163115604774,,plate,0,0.2,30.0,,,0.0
3677,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,64.44277991235263,47.66008083361383,,plate,0,0.2,30.0,,,0.0
3678,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,63.553495838513946,48.53853051117993,,plate,0,0.2,30.0,,,0.0
3679,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,62.66421176467491,49.41698018874657,,plate,0,0.2,30.0,,,0.0
3680,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,61.774927690835874,50.29542986631321,,plate,0,0.2,30.0,,,0.0
3681,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,60.88564361699684,51.17387954387986,,plate,0,0.2,30.0,,,0.0
3682,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,59.9963595431578,52.05232922144651,,plate,0,0.2,30.0,,,0.0
3683,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,59.107075469318765,52.93077889901316,,plate,0,0.2,30.0,,,0.0
3684,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,58.21779139547973,53.809228576579805,,plate,0,0.2,30.0,,,0.0
3685,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,57.32850732164069,54.687678254146455,,plate,0,0.2,30.0,,,0.0
3686,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.43922324780166,55.5661279317131,,plate,0,0.2,30.0,,,0.0
3687,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.18789943411698,56.715740397590366,,plate,0,0.2,30.0,,,0.0
3688,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.172533524872954,57.965645949555125,,plate,0,0.2,30.0,,,0.0
3689,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.15716761562893,59.21555150151988,,plate,0,0.2,30.0,,,0.0
3690,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.1418017063849,60.46545705348464,,plate,0,0.2,30.0,,,0.0
3691,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.12643579714088,61.7153626054494,,plate,0,0.2,30.0,,,0.0
3692,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.11106988789685,62.96526815741416,,plate,0,0.2,30.0,,,0.0
3693,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.09570397865283,64.21517370937904,,plate,0,0.2,30.0,,,0.0
3694,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.0803380694088,65.46507926134451,,plate,0,0.2,30.0,,,0.0
3695,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.06497216016478,66.71498481330998,,plate,0,0.2,30.0,,,0.0
3696,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.04960625092075,67.96489036527545,,plate,0,0.2,30.0,,,0.0
3697,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.03424034167659,69.21479591724092,,plate,0,0.2,30.0,,,0.0
3698,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.018874432432206,70.46470146920639,,plate,0,0.2,30.0,,,0.0
3699,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00350852318782,71.71460702117186,,plate,0,0.2,30.0,,,0.0
3700,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00225830311742,72.9646003966967,,plate,0,0.2,30.0,,,0.0
3701,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00207055427517,74.21460038259697,,plate,0,0.2,30.0,,,0.0
3702,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00188280543292,75.46460036849724,,plate,0,0.2,30.0,,,0.0
3703,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00169505659067,76.71460035439752,,plate,0,0.2,30.0,,,0.0
3704,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00150730774842,77.96460034029779,,plate,0,0.2,30.0,,,0.0
3705,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00131955890636,79.21460032619807,,plate,0,0.2,30.0,,,0.0
3706,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.001131810064464,80.46460031209834,,plate,0,0.2,30.0,,,0.0
3707,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00094406122257,81.71460029799862,,plate,0,0.2,30.0,,,0.0
3708,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00075631238067,82.96460028389889,,plate,0,0.2,30.0,,,0.0
3709,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,12.0,56.00056856353878,84.21460026979916,,plate,0,0.2,30.0,,,0.0
3710,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.64644660940678,24.35355339059322,,plate,0,1.0,12.0,56.00038081469688,85.46460025569944,,plate,0,0.2,30.0,,,0.0
3711,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.29289321881356,24.70710678118644,,plate,0,1.0,12.0,56.00019306585499,86.71460024159971,,plate,0,0.2,30.0,,,0.0
3712,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.93933982822034,25.06066017177966,,plate,0,1.0,12.0,56.0,88.0,,plate,0,0.2,30.0,,,0.0
3713,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.58578643762712,25.41421356237288,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3714,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.2322330470339,25.7677669529661,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3715,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.87867965644068,26.12132034355932,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3716,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.52512626584746,26.47487373415254,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3717,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.17157287525424,26.828427124745758,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3718,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.81801948466102,27.181980515338978,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3719,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.4644660940678,27.535533905932198,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3720,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.11091270347458,27.889087296525418,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3721,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.75735931288136,28.242640687118637,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3722,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.40380592228814,28.596194077711857,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3723,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.05025253169492,28.949747468305077,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3724,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.6966991411017,29.303300858898297,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3725,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.34314575050848,29.656854249491516,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3726,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.98959235991526,30.010407640084736,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3727,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.63603896932204,30.363961030677956,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3728,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.28248557872882,30.717514421271176,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3729,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.9289321881356,31.071067811864395,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3730,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.57537879754238,31.424621202457615,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3731,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.22182540694916,31.778174593050835,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3732,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.86827201635595,32.131727983644055,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3733,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.51471862576273,32.485281374237275,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3734,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.1611652351695,32.838834764830494,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3735,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.80761184457629,33.192388155423714,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3736,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.45405845398307,33.545941546016934,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3737,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.10050506338985,33.899494936610154,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3738,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.74695167279663,34.25304832720337,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3739,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.3933982822034,34.60660171779659,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
3740,test,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.03984489161019,34.96015510838981,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0,,,0.0
