tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,31c2f906bf4b5aba_score,player_280ec20a_x,player_280ec20a_y,player_280ec20a_move_target,player_280ec20a_item,player_280ec20a_score,player_280ec20a_cut_speed,player_280ec20a_speed,player_2c0b60d8_x,player_2c0b60d8_y,player_2c0b60d8_move_target,player_2c0b60d8_item,player_2c0b60d8_score,player_2c0b60d8_cut_speed,player_2c0b60d8_speed,b44c582ecc2bcec8_score,1d6bb01dfcc74dba_message,f1bed6e5741d2043_score
4473,test,True,0,1,,0,0,0,2,tomato,0.3333333333333333,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4474,test,True,0,1,,0,0,0,2,tomato,0.375,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4475,test,True,0,1,,0,0,0,2,tomato,0.4166666666666667,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4476,test,True,0,1,,0,0,0,2,tomato,0.45833333333333337,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4477,test,True,0,1,,0,0,0,2,tomato,0.5,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4478,test,True,0,1,,0,0,0,2,tomato,0.5416666666666666,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4479,test,True,0,1,,0,0,0,2,tomato,0.5833333333333333,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4480,test,True,0,1,,0,0,0,2,tomato,0.6249999999999999,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4481,test,True,0,1,,0,0,0,2,tomato,0.6666666666666665,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4482,test,True,0,1,,0,0,0,2,tomato,0.7083333333333331,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4483,test,True,0,1,,0,0,0,2,tomato,0.7499999999999998,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4484,test,True,0,1,,0,0,0,2,tomato,0.7916666666666664,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4485,test,True,0,1,,0,0,0,2,tomato,0.833333333333333,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4486,test,True,0,1,,0,0,0,2,tomato,0.8749999999999997,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4487,test,True,0,1,,0,0,0,2,tomato,0.9166666666666663,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4488,test,True,0,1,,0,0,0,2,tomato,0.9583333333333329,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4489,test,True,0,1,,0,0,0,2,tomato,0.9999999999999996,0,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4490,test,True,0,1,,0,0,0,2,tomato,1.0416666666666663,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4491,test,True,0,1,,0,0,0,2,tomato,1.083333333333333,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4492,test,True,0,1,,0,0,0,2,tomato,1.1249999999999998,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4493,test,True,0,1,,0,0,0,2,tomato,1.1666666666666665,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4494,test,True,0,1,,0,0,0,2,tomato,1.2083333333333333,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4495,test,True,0,1,,0,0,0,2,tomato,1.25,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4496,test,True,0,1,,0,0,0,2,tomato,1.2916666666666667,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4497,test,True,0,1,,0,0,0,2,tomato,1.3333333333333335,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4498,test,True,0,1,,0,0,0,2,tomato,1.3750000000000002,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4499,test,True,0,1,,0,0,0,2,tomato,1.416666666666667,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4500,test,True,0,1,,0,0,0,2,tomato,1.4583333333333337,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4501,test,True,0,1,,0,0,0,2,tomato,1.5000000000000004,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4502,test,True,0,1,,0,0,0,2,tomato,1.5416666666666672,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4503,test,True,0,1,,0,0,0,2,tomato,1.583333333333334,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4504,test,True,0,1,,0,0,0,2,tomato,1.6250000000000007,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4505,test,True,0,1,,0,0,0,2,tomato,1.6666666666666674,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4506,test,True,0,1,,0,0,0,2,tomato,1.7083333333333341,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4507,test,True,0,1,,0,0,0,2,tomato,1.7500000000000009,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4508,test,True,0,1,,0,0,0,2,tomato,1.7916666666666676,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4509,test,True,0,1,,0,0,0,2,tomato,1.8333333333333344,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4510,test,True,0,1,,0,0,0,2,tomato,1.875000000000001,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4511,test,True,0,1,,0,0,0,2,tomato,1.9166666666666679,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4512,test,True,0,1,,0,0,0,2,tomato,1.9583333333333346,1,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4513,test,True,0,1,,0,0,0,2,tomato,2.0000000000000013,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4514,test,True,0,1,,0,0,0,2,tomato,2.041666666666668,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4515,test,True,0,1,,0,0,0,2,tomato,2.0833333333333344,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4516,test,True,0,1,,0,0,0,2,tomato,2.125000000000001,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4517,test,True,0,1,,0,0,0,2,tomato,2.1666666666666674,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4518,test,True,0,1,,0,0,0,2,tomato,2.208333333333334,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4519,test,True,0,1,,0,0,0,2,tomato,2.2500000000000004,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4520,test,True,0,1,,0,0,0,2,tomato,2.291666666666667,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4521,test,True,0,1,,0,0,0,2,tomato,2.3333333333333335,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4522,test,True,0,1,,0,0,0,2,tomato,2.375,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4523,test,True,0,1,,0,0,0,2,tomato,2.4166666666666665,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4524,test,True,0,1,,0,0,0,2,tomato,2.458333333333333,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4525,test,True,0,1,,0,0,0,2,tomato,2.4999999999999996,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4526,test,True,0,1,,0,0,0,2,tomato,2.541666666666666,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4527,test,True,0,1,,0,0,0,2,tomato,2.5833333333333326,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4528,test,True,0,1,,0,0,0,2,tomato,2.624999999999999,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4529,test,True,0,1,,0,0,0,2,tomato,2.6666666666666656,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4530,test,True,0,1,,0,0,0,2,tomato,2.708333333333332,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4531,test,True,0,1,,0,0,0,2,tomato,2.7499999999999987,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4532,test,True,0,1,,0,0,0,2,tomato,2.791666666666665,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4533,test,True,0,1,,0,0,0,2,tomato,2.8333333333333317,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4534,test,True,0,1,,0,0,0,2,tomato,2.8749999999999982,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4535,test,True,0,1,,0,0,0,2,tomato,2.9166666666666647,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4536,test,True,0,1,,0,0,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4537,test,True,0,1,,0,0,0,2,tomato,2.999999999999998,2,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4538,test,True,0,1,,0,0,0,2,tomato_cut,3.0416666666666643,3,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4539,test,True,0,1,,0,0,0,2,tomato_cut,3.083333333333331,3,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4540,test,True,0,1,,0,0,0,2,tomato_cut,3.1249999999999973,3,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4541,test,True,0,1,,0,0,0,2,tomato_cut,3.166666666666664,3,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4542,test,True,0,1,,0,0,0,2,tomato_cut,3.2083333333333304,3,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
4543,test,True,0,1,,0,0,0,2,tomato_cut,3.249999999999997,3,1,0,,0,0,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
