tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,54010d86cf75a416_score,player_5429486f_x,player_5429486f_y,player_5429486f_move_target,player_5429486f_item,player_5429486f_score,player_5429486f_cut_speed,player_5429486f_speed,player_58befc84_x,player_58befc84_y,player_58befc84_move_target,player_58befc84_item,player_58befc84_score,player_58befc84_cut_speed,player_58befc84_speed
1839,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1840,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1841,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1842,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1843,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1844,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1845,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1846,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1847,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1848,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1849,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1850,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1851,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1852,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1853,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1854,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1855,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1856,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1857,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1858,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1859,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1860,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1861,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1862,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1863,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1864,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1865,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1866,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,tomato_cut,1,0.2,30.0
1867,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,56.88388347648305,55.11611652351695,,tomato_cut,1,0.2,30.0
1868,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,57.7677669529661,54.2322330470339,,tomato_cut,1,0.2,30.0
1869,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,58.65165042944915,53.34834957055085,,tomato_cut,1,0.2,30.0
1870,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,59.5355339059322,52.4644660940678,,tomato_cut,1,0.2,30.0
1871,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.500000000000256,,,0,1.0,12.0,60.41941738241525,51.58058261758475,,tomato_cut,1,0.2,30.0
1872,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,41.00000000000051,,,0,1.0,12.0,61.3033008588983,50.6966991411017,,tomato_cut,1,0.2,30.0
1873,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,41.50000000000077,,,0,1.0,12.0,62.187184335381346,49.812815664618654,,tomato_cut,1,0.2,30.0
1874,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,42.00000000000102,,,0,1.0,12.0,63.071067811864395,48.928932188135605,,tomato_cut,1,0.2,30.0
1875,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,42.50000000000128,,,0,1.0,12.0,63.954951288347445,48.045048711652555,,tomato_cut,1,0.2,30.0
1876,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,43.000000000001535,,,0,1.0,12.0,64.8388347648305,47.161165235169506,,tomato_cut,1,0.2,30.0
1877,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,43.50000000000179,,,0,1.0,12.0,65.72271824131354,46.277281758686456,,tomato_cut,1,0.2,30.0
1878,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.000000000002046,,,0,1.0,12.0,66.6066017177966,45.39339828220341,,tomato_cut,1,0.2,30.0
1879,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.5000000000023,,,0,1.0,12.0,67.49048519427964,44.50951480572036,,tomato_cut,1,0.2,30.0
1880,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.00000000000256,,,0,1.0,12.0,68.37436867076269,43.62563132923731,,tomato_cut,1,0.2,30.0
1881,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.500000000002814,,,0,1.0,12.0,69.25825214724574,42.74174785275426,,tomato_cut,1,0.2,30.0
1882,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.00000000000307,,,0,1.0,12.0,70.14213562372879,41.85786437627121,,tomato_cut,1,0.2,30.0
1883,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.500000000003325,,,0,1.0,12.0,71.02601910021184,40.97398089978816,,tomato_cut,1,0.2,30.0
1884,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.00000000000358,,,0,1.0,12.0,71.95382555869026,40.19434681531624,,tomato_cut,1,0.2,30.0
1885,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.50000000000384,,,0,1.0,12.0,73.20373388513468,40.179208272259245,,tomato_cut,1,0.2,30.0
1886,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.00000000000409,,,0,1.0,12.0,74.45364221157911,40.164069729202254,,tomato_cut,1,0.2,30.0
1887,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.50000000000435,,,0,1.0,12.0,75.70355053802353,40.14893118614526,,tomato_cut,1,0.2,30.0
1888,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.000000000004604,,,0,1.0,12.0,76.95345886446796,40.13379264308827,,tomato_cut,1,0.2,30.0
1889,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.50000000000486,,,0,1.0,12.0,78.20336719091239,40.11865410003128,,tomato_cut,1,0.2,30.0
1890,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.000000000005116,,,0,1.0,12.0,79.45327551735681,40.10351555697429,,tomato_cut,1,0.2,30.0
1891,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.50000000000537,,,0,1.0,12.0,80.70318384380124,40.088377013917295,,tomato_cut,1,0.2,30.0
1892,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.00000000000563,,,0,1.0,12.0,81.95309217024567,40.0732384708603,,tomato_cut,1,0.2,30.0
1893,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.50000000000588,,,0,1.0,12.0,83.2030004966901,40.05809992780313,,tomato_cut,1,0.2,30.0
1894,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.00000000000614,,,0,1.0,12.0,84.45290882313452,40.04296138474578,,tomato_cut,1,0.2,30.0
1895,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.500000000006395,,,0,1.0,12.0,85.70281714957895,40.027822841688426,,tomato_cut,1,0.2,30.0
1896,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.00000000000665,,,0,1.0,12.0,86.95272547602337,40.01268429863107,,tomato_cut,1,0.2,30.0
1897,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.50000000000691,,,0,1.0,12.0,88.08721304983902,39.72126494341936,,tomato_cut,1,0.2,30.0
1898,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.00000000000716,,,0,1.0,12.0,88.97643152431851,38.84274886237961,,tomato_cut,1,0.2,30.0
1899,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.50000000000742,,,0,1.0,12.0,89.865649998798,37.96423278133986,,tomato_cut,1,0.2,30.0
1900,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.000000000007674,,,0,1.0,12.0,90.7548684732775,37.08571670030011,,tomato_cut,1,0.2,30.0
1901,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.50000000000793,,,0,1.0,12.0,91.64408694775699,36.20720061926036,,tomato_cut,1,0.2,30.0
1902,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.000000000008185,,,0,1.0,12.0,92.53330542223648,35.328684538220614,,tomato_cut,1,0.2,30.0
1903,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.50000000000844,,,0,1.0,12.0,93.42252389671597,34.450168457180865,,tomato_cut,1,0.2,30.0
1904,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.0000000000087,,,0,1.0,12.0,94.31174237119546,33.57165237614112,,tomato_cut,1,0.2,30.0
1905,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.50000000000895,,,0,1.0,12.0,95.20096084567496,32.69313629510137,,tomato_cut,1,0.2,30.0
1906,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.00000000000921,,,0,1.0,12.0,96.09017932015445,31.814620214061698,,tomato_cut,1,0.2,30.0
1907,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.500000000009464,,,0,1.0,12.0,96.97939779463394,30.936104133022305,,tomato_cut,1,0.2,30.0
1908,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.00000000000972,,,0,1.0,12.0,97.86861626911343,30.05758805198291,,tomato_cut,1,0.2,30.0
1909,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.500000000009976,,,0,1.0,12.0,98.75783474359292,29.179071970943518,,tomato_cut,1,0.2,30.0
1910,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,60.00000000001023,,,0,1.0,12.0,99.64705321807241,28.300555889904125,,tomato_cut,1,0.2,30.0
1911,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,60.50000000001049,,,0,1.0,12.0,100.5362716925519,27.4220398088646,,tomato_cut,1,0.2,30.0
1912,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.00000000001074,,,0,1.0,12.0,101.4254901670314,26.54352372782485,,tomato_cut,1,0.2,30.0
1913,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.500000000011,,,0,1.0,12.0,102.31470864151089,25.665007646785103,,tomato_cut,1,0.2,30.0
1914,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.000000000011255,,,0,1.0,12.0,103.20392711599006,24.786491565745354,,tomato_cut,1,0.2,30.0
1915,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.50000000001151,,,0,1.0,12.0,104.0,24.0,,tomato_cut,1,0.2,30.0
1916,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.00000000001177,,,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1917,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.50000000001202,,,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1918,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.00000000001228,,,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1919,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.50000000001182,,,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1920,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.00000000001137,,,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1921,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.50000000001091,,,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
