tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,6b29e69efc3a6cfb_score,player_10083e4f_x,player_10083e4f_y,player_10083e4f_move_target,player_10083e4f_item,player_10083e4f_score,player_10083e4f_cut_speed,player_10083e4f_speed,player_436928b2_x,player_436928b2_y,player_436928b2_move_target,player_436928b2_item,player_436928b2_score,player_436928b2_cut_speed,player_436928b2_speed,17866bea40aef4b6_score,4c54124368302dc5_message,038d6051eff8219b_score
4487,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.01149052870284,40.00030044471024,,,0,1.0,12.0,42.01062429120863,24.16555346310733,,tomato_salad,0,0.2,30.0,,,0.0
4488,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.5114905229953,40.00022489950637,,,0,1.0,12.0,43.260536769804744,24.150761713731224,,tomato_salad,0,0.2,30.0,,,0.0
4489,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.01149051728777,40.0001493543025,,,0,1.0,12.0,44.51044924840086,24.135969964355116,,tomato_salad,0,0.2,30.0,,,0.0
4490,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.51149051158023,40.00007380909863,,,0,1.0,12.0,45.760361726996976,24.121178214979007,,tomato_salad,0,0.2,30.0,,,0.0
4491,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.01149050826967,40.00002960404787,,,0,1.0,12.0,47.01027420559309,24.1063864656029,,tomato_salad,0,0.2,30.0,,,0.0
4492,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.51149050826922,40.00002867825637,,,0,1.0,12.0,48.26018668418921,24.09159471622679,,tomato_salad,0,0.2,30.0,,,0.0
4493,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.01149050826876,40.000027752465016,,,0,1.0,12.0,49.51009916278532,24.076802966850682,,tomato_salad,0,0.2,30.0,,,0.0
4494,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.51149050826831,40.00002682667366,,,0,1.0,12.0,50.76001164138144,24.062011217474577,,tomato_salad,0,0.2,30.0,,,0.0
4495,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.01149050826785,40.00002590088231,,,0,1.0,12.0,52.009924119977555,24.04721946809847,,tomato_salad,0,0.2,30.0,,,0.0
4496,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.5114905082674,40.00002497509095,,,0,1.0,12.0,53.25983659857367,24.03242771872236,,tomato_salad,0,0.2,30.0,,,0.0
4497,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.01149050826695,40.0000240492996,,,0,1.0,12.0,54.509749077169786,24.01763596934625,,tomato_salad,0,0.2,30.0,,,0.0
4498,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.51149050826649,40.00002312350824,,,0,1.0,12.0,55.7596615557659,24.002844219970143,,tomato_salad,0,0.2,30.0,,,0.0
4499,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.01149050826604,40.00002219771689,,,0,1.0,12.0,57.009658043295545,24.00208559490671,,tomato_salad,0,0.2,30.0,,,0.0
4500,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.51149050826558,40.00002127192553,,,0,1.0,12.0,58.25965803119742,24.00191168335646,,tomato_salad,0,0.2,30.0,,,0.0
4501,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.01149050826513,40.00002034613418,,,0,1.0,12.0,59.50965801909929,24.001737771806233,,tomato_salad,0,0.2,30.0,,,0.0
4502,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.51149050826467,40.000019420342824,,,0,1.0,12.0,60.759658007001164,24.001563860256006,,tomato_salad,0,0.2,30.0,,,0.0
4503,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.01149050826422,40.00001849455147,,,0,1.0,12.0,62.00965799490304,24.00138994870578,,tomato_salad,0,0.2,30.0,,,0.0
4504,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.51149050826376,40.000017568760114,,,0,1.0,12.0,63.25965798280491,24.00121603715555,,tomato_salad,0,0.2,30.0,,,0.0
4505,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.01149050826331,40.00001664296876,,,0,1.0,12.0,64.50965797070707,24.001042125605323,,tomato_salad,0,0.2,30.0,,,0.0
4506,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.51149050826285,40.000015717177405,,,0,1.0,12.0,65.75965795860965,24.000868214055096,,tomato_salad,0,0.2,30.0,,,0.0
4507,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.0114905082624,40.00001479138605,,,0,1.0,12.0,67.00965794651223,24.00069430250487,,tomato_salad,0,0.2,30.0,,,0.0
4508,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.51149050826194,40.000013865594696,,,0,1.0,12.0,68.25965793441482,24.00052039095464,,tomato_salad,0,0.2,30.0,,,0.0
4509,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.01149050826149,40.00001293980334,,,0,1.0,12.0,69.5096579223174,24.000346479404413,,tomato_salad,0,0.2,30.0,,,0.0
4510,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.51149050826103,40.000012014011986,,,0,1.0,12.0,70.75965791021999,24.000172567854186,,tomato_salad,0,0.2,30.0,,,0.0
4511,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.01149050826058,40.00001108822063,,,0,1.0,12.0,71.95191311290854,24.14060903589494,,tomato_salad,0,0.2,30.0,,,0.0
4512,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.51149050826012,40.00001016242928,,,0,1.0,12.0,72.84100819322346,25.019249996788346,,tomato_salad,0,0.2,30.0,,,0.0
4513,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.01149050825967,40.00000923663792,,,0,1.0,12.0,73.73010327353838,25.897890957681753,,tomato_salad,0,0.2,30.0,,,0.0
4514,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.51149050825921,40.00000831084657,,,0,1.0,12.0,74.61919835385329,26.77653191857516,,tomato_salad,0,0.2,30.0,,,0.0
4515,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.01149050825876,40.00000738505521,,,0,1.0,12.0,75.50829343416821,27.655172879468566,,tomato_salad,0,0.2,30.0,,,0.0
4516,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.5114905082583,40.00000645926386,,,0,1.0,12.0,76.39738851448313,28.533813840361972,,tomato_salad,0,0.2,30.0,,,0.0
4517,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.01149050825785,40.0000055334725,,,0,1.0,12.0,77.28648359479804,29.41245480125538,,tomato_salad,0,0.2,30.0,,,0.0
4518,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.5114905082574,40.00000460768115,,,0,1.0,12.0,78.17557867511296,30.291095762148785,,tomato_salad,0,0.2,30.0,,,0.0
4519,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.01149050825694,40.000003681889794,,,0,1.0,12.0,79.06467375542788,31.169736723042192,,tomato_salad,0,0.2,30.0,,,0.0
4520,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.51149050825649,40.00000275609844,,,0,1.0,12.0,79.95376883574279,32.04837768393562,,tomato_salad,0,0.2,30.0,,,0.0
4521,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.01149050825603,40.000001830307085,,,0,1.0,12.0,80.84286391605771,32.92701864482938,,tomato_salad,0,0.2,30.0,,,0.0
4522,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.51149050825558,40.00000090451573,,,0,1.0,12.0,81.73195899637263,33.80565960572314,,tomato_salad,0,0.2,30.0,,,0.0
4523,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.95089557323075,39.852426228359654,,,0,1.0,12.0,82.62105407668754,34.684300566616905,,tomato_salad,0,0.2,30.0,,,0.0
4524,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.30662191841037,39.501059230271345,,,0,1.0,12.0,83.51014915700246,35.56294152751067,,tomato_salad,0,0.2,30.0,,,0.0
4525,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.66234826358999,39.149692232183035,,,0,1.0,12.0,84.39924423731738,36.44158248840443,,tomato_salad,0,0.2,30.0,,,0.0
4526,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.01807460876961,38.798325234094726,,,0,1.0,12.0,85.28833931763229,37.32022344929819,,tomato_salad,0,0.2,30.0,,,0.0
4527,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.37380095394923,38.44695823600642,,,0,1.0,12.0,86.17743439794721,38.19886441019154,,tomato_salad,0,0.2,30.0,,,0.0
4528,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.72952729912885,38.09559123791811,,,0,1.0,12.0,87.06652947826213,39.077505371084875,,tomato_salad,0,0.2,30.0,,,0.0
4529,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.08525364430847,37.7442242398298,,,0,1.0,12.0,88.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
4530,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.44097998948808,37.39285724174149,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4531,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.7967063346677,37.04149024365318,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4532,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.15243267984732,36.69012324556487,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4533,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.50815902502694,36.33875624747656,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4534,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.86388537020656,35.98738924938825,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4535,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.21961171538618,35.63602225129994,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4536,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.5753380605658,35.28465525321163,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4537,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.93106440574542,34.93328825512332,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4538,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.28679075092504,34.58192125703501,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4539,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.64251709610465,34.230554258946704,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4540,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.99824344128427,33.879187260858394,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4541,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.35396978646389,33.527820262770085,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4542,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.70969613164351,33.176453264681776,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4543,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.06542247682313,32.825086266593466,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4544,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.42114882200275,32.47371926850516,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4545,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.77687516718237,32.12235227041685,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4546,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.132601512362,31.770985272328538,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4547,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.4883278575416,31.41961827424023,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4548,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.84405420272122,31.06825127615192,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
4549,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5916666666666566,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.19978054790084,30.71688427806361,,,0,1.0,12.0,88.0,40.0,,,1,0.2,30.0,,,1.0
