tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0d7bfe2f9ba950ec_score,player_34e6fcec_x,player_34e6fcec_y,player_34e6fcec_move_target,player_34e6fcec_item,player_34e6fcec_score,player_34e6fcec_cut_speed,player_34e6fcec_speed,player_a7b94e15_x,player_a7b94e15_y,player_a7b94e15_move_target,player_a7b94e15_item,player_a7b94e15_score,player_a7b94e15_cut_speed,player_a7b94e15_speed
2111,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2112,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2113,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2114,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2115,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2116,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2117,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2118,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2119,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2120,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2121,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2122,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2123,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2124,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2125,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2126,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2127,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2128,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2129,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2130,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2131,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2132,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2133,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2134,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2135,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2136,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2137,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2138,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2139,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2140,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2141,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2142,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2143,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2144,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2145,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2146,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2147,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2148,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2149,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2150,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2151,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2152,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2153,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2154,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2155,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2156,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2157,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2158,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2159,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2160,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2161,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2162,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2163,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2164,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2165,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2166,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2167,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2168,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2169,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2170,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2171,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.37499999999986,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2172,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.749999999999716,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2173,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.124999999999574,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2174,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.49999999999943,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2175,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.87499999999929,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2176,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.24999999999915,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2177,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.624999999999005,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2178,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.99999999999886,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2179,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.37499999999872,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2180,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.74999999999858,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2181,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.12499999999844,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2182,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.499999999998295,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2183,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.87499999999815,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2184,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.24999999999801,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2185,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.62499999999787,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2186,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.999999999997726,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2187,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.374999999997584,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2188,0,1,,0,2,tomato,0,3,,1,0,,0.0,0,2,0,,0,0,3,2,tomato,3,3,plate,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,44.74999999999744,,tomato,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
