tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,3b4629b435768f1e_score,player_f2b0a017_x,player_f2b0a017_y,player_f2b0a017_move_target,player_f2b0a017_item,player_f2b0a017_score,player_f2b0a017_cut_speed,player_f2b0a017_speed,player_4230d1ad_x,player_4230d1ad_y,player_4230d1ad_move_target,player_4230d1ad_item,player_4230d1ad_score,player_4230d1ad_cut_speed,player_4230d1ad_speed,d671fbd0cae85b48_score,6e7feed32fb99402_message,126a131b47e29000_score
2715,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,88.0,,,1,1.0,30.0,32.999999999987494,24.0,,tomato,2,1.0,30.0,,,
2716,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,88.0,,,1,1.0,30.0,31.749999999987285,24.0,,tomato,2,1.0,30.0,,,
2717,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,88.0,,,1,1.0,30.0,30.499999999987356,24.0,,tomato,2,1.0,30.0,,,
2718,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,88.0,,,1,1.0,30.0,29.249999999987427,24.0,,tomato,2,1.0,30.0,,,
2719,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,88.0,,,1,1.0,30.0,27.999999999987498,24.0,,tomato,2,1.0,30.0,,,
2720,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,86.74999999999972,,,1,1.0,30.0,26.74999999998757,24.0,,tomato,2,1.0,30.0,,,
2721,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,85.49999999999943,,,1,1.0,30.0,25.49999999998764,24.0,,tomato,2,1.0,30.0,,,
2722,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,84.24999999999915,,,1,1.0,30.0,24.24999999998771,24.0,,tomato,2,1.0,30.0,,,
2723,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,82.99999999999886,,,1,1.0,30.0,24.0,24.0,,tomato,2,1.0,30.0,,,
2724,train,True,0,1,tomato,0.0,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,81.74999999999858,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2725,train,True,0,1,tomato,0.041666666666666664,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,80.4999999999983,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2726,train,True,0,1,tomato,0.08333333333333333,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,79.24999999999801,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2727,train,True,0,1,tomato,0.125,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,77.99999999999773,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2728,train,True,0,1,tomato,0.16666666666666666,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,76.74999999999744,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2729,train,True,0,1,tomato,0.20833333333333331,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,75.49999999999716,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2730,train,True,0,1,tomato,0.24999999999999997,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,74.24999999999687,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2731,train,True,0,1,tomato,0.29166666666666663,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,72.99999999999659,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2732,train,True,0,1,tomato,0.3333333333333333,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,71.7499999999963,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2733,train,True,0,1,tomato,0.375,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,70.49999999999602,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2734,train,True,0,1,tomato,0.4166666666666667,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,69.24999999999574,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2735,train,True,0,1,tomato,0.45833333333333337,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,67.99999999999545,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2736,train,True,0,1,tomato,0.5,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,66.74999999999517,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2737,train,True,0,1,tomato,0.5416666666666666,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,65.49999999999488,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2738,train,True,0,1,tomato,0.5833333333333333,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,64.2499999999946,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2739,train,True,0,1,tomato,0.6249999999999999,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,62.999999999994316,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2740,train,True,0,1,tomato,0.6666666666666665,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,61.74999999999403,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2741,train,True,0,1,tomato,0.7083333333333331,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,60.49999999999375,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2742,train,True,0,1,tomato,0.7499999999999998,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,59.24999999999346,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2743,train,True,0,1,tomato,0.7916666666666664,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,57.99999999999318,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2744,train,True,0,1,tomato,0.833333333333333,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,56.749999999992895,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2745,train,True,0,1,tomato,0.8749999999999997,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,55.49999999999261,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2746,train,True,0,1,tomato,0.9166666666666663,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,54.249999999992326,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2747,train,True,0,1,tomato,0.9583333333333329,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,52.99999999999204,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2748,train,True,0,1,tomato,0.9999999999999996,0,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,51.74999999999176,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2749,train,True,0,1,tomato,1.0416666666666663,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,50.49999999999147,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2750,train,True,0,1,tomato,1.083333333333333,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,49.24999999999119,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2751,train,True,0,1,tomato,1.1249999999999998,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,47.999999999990905,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2752,train,True,0,1,tomato,1.1666666666666665,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,46.74999999999062,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2753,train,True,0,1,tomato,1.2083333333333333,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,45.49999999999034,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2754,train,True,0,1,tomato,1.25,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,44.24999999999005,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2755,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,42.99999999998977,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2756,train,True,0,1,tomato,1.3333333333333335,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,41.749999999989484,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2757,train,True,0,1,tomato,1.3750000000000002,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,56.0,40.4999999999892,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2758,train,True,0,1,tomato,1.416666666666667,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,55.33243380389186,39.52408922643008,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2759,train,True,0,1,tomato,1.4583333333333337,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,54.45405723006536,38.634732945431324,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2760,train,True,0,1,tomato,1.5000000000000004,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,53.57568065623886,37.74537666443257,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2761,train,True,0,1,tomato,1.5416666666666672,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,52.69730408241236,36.856020383433815,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2762,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,51.81892750858586,35.96666410243506,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2763,train,True,0,1,tomato,1.6250000000000007,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,50.94055093475936,35.07730782143631,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2764,train,True,0,1,tomato,1.6666666666666674,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,50.06217436093286,34.18795154043755,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2765,train,True,0,1,tomato,1.7083333333333341,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,49.18379778710636,33.2985952594388,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2766,train,True,0,1,tomato,1.7500000000000009,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,48.30542121327986,32.409238978440044,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2767,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,47.42704463945336,31.519882697441098,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2768,train,True,0,1,tomato,1.8333333333333344,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,46.548668065626856,30.630526416441988,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2769,train,True,0,1,tomato,1.875000000000001,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,45.670291491800356,29.74117013544308,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2770,train,True,0,1,tomato,1.9166666666666679,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,44.791914917973855,28.851813854444327,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2771,train,True,0,1,tomato,1.9583333333333346,1,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,43.913538344147256,27.962457573445572,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2772,train,True,0,1,tomato,2.0000000000000013,2,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,43.03516177032054,27.073101292446818,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2773,train,True,0,1,tomato,2.041666666666668,2,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,42.15678519649383,26.183745011448064,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2774,train,True,0,1,tomato,2.0833333333333344,2,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,41.27840862266712,25.29438873044931,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2775,train,True,0,1,tomato,2.125000000000001,2,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.40003204884041,24.405032449450555,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
2776,train,True,0,1,tomato,2.1666666666666674,2,0,2,tomato_cut,3.33333333333333,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,
