tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d79446e101953134_score,player_25d72083_x,player_25d72083_y,player_25d72083_move_target,player_25d72083_item,player_25d72083_score,player_25d72083_cut_speed,player_25d72083_speed,player_43d37880_x,player_43d37880_y,player_43d37880_move_target,player_43d37880_item,player_43d37880_score,player_43d37880_cut_speed,player_43d37880_speed
2540,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2541,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2542,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2543,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2544,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2545,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2546,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,25.24999999999993,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2547,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,26.499999999999858,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2548,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,27.749999999999787,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2549,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,28.999999999999716,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2550,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,30.249999999999645,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2551,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,31.499999999999574,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2552,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,32.749999999999716,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2553,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,34.0,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2554,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,35.250000000000284,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2555,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,36.50000000000057,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2556,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,37.75000000000085,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2557,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,39.00000000000114,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2558,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.25000000000142,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2559,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,41.500000000001705,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2560,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,42.75000000000199,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2561,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,44.000000000002274,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2562,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,45.25000000000256,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2563,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,46.50000000000284,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2564,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,47.750000000003126,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2565,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,49.00000000000341,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2566,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,50.250000000003695,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2567,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,51.50000000000398,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2568,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,52.75000000000426,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2569,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,54.00000000000455,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2570,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,55.25000000000483,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2571,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.500000000005116,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2572,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,57.7500000000054,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2573,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,59.000000000005684,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2574,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,60.25000000000597,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2575,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,61.50000000000625,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2576,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,62.75000000000654,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2577,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,64.00000000000682,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2578,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,65.2500000000071,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2579,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,66.50000000000739,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2580,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,67.75000000000767,,tomato,1,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
2581,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,69.00000000000796,,tomato,1,1.0,30.0,72.0,41.250000000000284,,plate,1,1.0,30.0
2582,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,70.25000000000824,,tomato,1,1.0,30.0,72.0,42.50000000000057,,plate,1,1.0,30.0
2583,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,71.50000000000853,,tomato,1,1.0,30.0,72.0,43.75000000000085,,plate,1,1.0,30.0
2584,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,72.75000000000881,,tomato,1,1.0,30.0,72.0,45.00000000000114,,plate,1,1.0,30.0
2585,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,74.0000000000091,,tomato,1,1.0,30.0,72.0,46.25000000000142,,plate,1,1.0,30.0
2586,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,75.25000000000938,,tomato,1,1.0,30.0,72.0,47.500000000001705,,plate,1,1.0,30.0
2587,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,76.50000000000966,,tomato,1,1.0,30.0,72.0,48.75000000000199,,plate,1,1.0,30.0
2588,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,77.75000000000995,,tomato,1,1.0,30.0,72.0,50.000000000002274,,plate,1,1.0,30.0
2589,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,79.00000000001023,,tomato,1,1.0,30.0,72.0,51.25000000000256,,plate,1,1.0,30.0
2590,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,80.25000000001052,,tomato,1,1.0,30.0,72.0,52.50000000000284,,plate,1,1.0,30.0
2591,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,81.5000000000108,,tomato,1,1.0,30.0,72.0,53.750000000003126,,plate,1,1.0,30.0
2592,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,82.75000000001108,,tomato,1,1.0,30.0,72.0,55.00000000000341,,plate,1,1.0,30.0
2593,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,84.00000000001137,,tomato,1,1.0,30.0,72.0,56.250000000003695,,plate,1,1.0,30.0
2594,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,85.25000000001165,,tomato,1,1.0,30.0,72.0,57.50000000000398,,plate,1,1.0,30.0
2595,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,86.50000000001194,,tomato,1,1.0,30.0,72.0,58.75000000000426,,plate,1,1.0,30.0
2596,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,87.75000000001222,,tomato,1,1.0,30.0,72.0,60.00000000000455,,plate,1,1.0,30.0
2597,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.15675848912588,88.65378202977104,,tomato,1,1.0,30.0,72.0,61.25000000000483,,plate,1,1.0,30.0
2598,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.27838191529867,89.54313831076979,,tomato,1,1.0,30.0,72.0,62.500000000005116,,plate,1,1.0,30.0
2599,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.40000534147146,90.43249459176855,,tomato,1,1.0,30.0,72.0,63.7500000000054,,plate,1,1.0,30.0
2600,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.52162876764424,91.3218508727673,,tomato,1,1.0,30.0,72.0,65.00000000000568,,plate,1,1.0,30.0
2601,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.64325219381703,92.21120715376605,,tomato,1,1.0,30.0,72.0,66.25000000000597,,plate,1,1.0,30.0
2602,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.76487561998982,93.10056343476481,,tomato,1,1.0,30.0,72.0,67.50000000000625,,plate,1,1.0,30.0
2603,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.88649904616261,93.98991971576356,,tomato,1,1.0,30.0,72.0,68.75000000000654,,plate,1,1.0,30.0
2604,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.0081224723354,94.87927599676232,,tomato,1,1.0,30.0,72.0,70.00000000000682,,plate,1,1.0,30.0
2605,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.12974589850832,95.76863227776107,,tomato,1,1.0,30.0,72.0,71.2500000000071,,plate,1,1.0,30.0
2606,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.25136932468189,96.65798855875983,,tomato,1,1.0,30.0,72.0,72.50000000000739,,plate,1,1.0,30.0
2607,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.37299275085539,97.54734483975858,,tomato,1,1.0,30.0,72.0,73.75000000000767,,plate,1,1.0,30.0
2608,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.49461617702889,98.43670112075733,,tomato,1,1.0,30.0,72.0,75.00000000000796,,plate,1,1.0,30.0
2609,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.61623960320239,99.32605740175609,,tomato,1,1.0,30.0,72.0,76.25000000000824,,plate,1,1.0,30.0
2610,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.73786302937589,100.21541368275541,,tomato,1,1.0,30.0,72.0,77.50000000000853,,plate,1,1.0,30.0
2611,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,3.749999999999995,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.85948645554939,101.10476996375509,,tomato,1,1.0,30.0,72.0,78.75000000000881,,plate,1,1.0,30.0
