tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,dcfb81fbdf7a4cdd_score,player_b627f7cf_x,player_b627f7cf_y,player_b627f7cf_move_target,player_b627f7cf_item,player_b627f7cf_score,player_b627f7cf_cut_speed,player_b627f7cf_speed,player_f989a9b0_x,player_f989a9b0_y,player_f989a9b0_move_target,player_f989a9b0_item,player_f989a9b0_score,player_f989a9b0_cut_speed,player_f989a9b0_speed,083e712a9afd63b5_score,bed7811e0a79354d_message,25a8ff24c310024b_score
4081,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.50000000000057,40.0,,,1,1.0,30.0,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0,,,1.0
4082,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.75000000000085,40.0,,,1,1.0,30.0,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0,,,1.0
4083,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.00000000000114,40.0,,,1,1.0,30.0,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0,,,1.0
4084,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.25000000000142,40.0,,,1,1.0,30.0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,,,1.0
4085,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.5000000000017,40.0,,,1,1.0,30.0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,,,1.0
4086,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.75000000000199,40.0,,,1,1.0,30.0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,,,1.0
4087,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.00000000000227,40.0,,,1,1.0,30.0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,,,1.0
4088,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.25000000000256,40.0,,,1,1.0,30.0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,,,1.0
4089,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.50000000000284,40.0,,,1,1.0,30.0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,,,1.0
4090,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.75000000000313,40.0,,,1,1.0,30.0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,,,1.0
4091,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.00000000000341,40.0,,,1,1.0,30.0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,,,1.0
4092,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.2500000000037,40.0,,,1,1.0,30.0,24.0,56.250000000003695,,tomato_cut,0,1.0,30.0,,,1.0
4093,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.50000000000398,40.0,,,1,1.0,30.0,24.0,57.50000000000398,,tomato_cut,0,1.0,30.0,,,1.0
4094,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.75000000000426,40.0,,,1,1.0,30.0,24.0,58.75000000000426,,tomato_cut,0,1.0,30.0,,,1.0
4095,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.00000000000455,40.0,,,1,1.0,30.0,24.0,60.00000000000455,,tomato_cut,0,1.0,30.0,,,1.0
4096,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.25000000000483,40.0,,,1,1.0,30.0,24.0,61.25000000000483,,tomato_cut,0,1.0,30.0,,,1.0
4097,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.50000000000512,40.0,,,1,1.0,30.0,24.0,62.500000000005116,,tomato_cut,0,1.0,30.0,,,1.0
4098,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.7500000000054,40.0,,,1,1.0,30.0,24.0,63.7500000000054,,tomato_cut,0,1.0,30.0,,,1.0
4099,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.00000000000568,40.0,,,1,1.0,30.0,24.0,65.00000000000568,,tomato_cut,0,1.0,30.0,,,1.0
4100,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.25000000000597,40.0,,,1,1.0,30.0,24.0,66.25000000000597,,tomato_cut,0,1.0,30.0,,,1.0
4101,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.50000000000625,40.0,,,1,1.0,30.0,24.0,67.50000000000625,,tomato_cut,0,1.0,30.0,,,1.0
4102,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.75000000000654,40.0,,,1,1.0,30.0,24.0,68.75000000000654,,tomato_cut,0,1.0,30.0,,,1.0
4103,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.00000000000682,40.0,,,1,1.0,30.0,24.0,70.00000000000682,,tomato_cut,0,1.0,30.0,,,1.0
4104,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.2500000000071,40.0,,,1,1.0,30.0,24.0,71.2500000000071,,tomato_cut,0,1.0,30.0,,,1.0
4105,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.29803951736653,39.50810911865716,,,1,1.0,30.0,24.0,72.50000000000739,,tomato_cut,0,1.0,30.0,,,1.0
4106,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.18739579836529,38.62973254483066,,,1,1.0,30.0,24.0,73.75000000000767,,tomato_cut,0,1.0,30.0,,,1.0
4107,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.07675207936404,37.75135597100416,,,1,1.0,30.0,24.0,75.00000000000796,,tomato_cut,0,1.0,30.0,,,1.0
4108,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.9661083603628,36.87297939717766,,,1,1.0,30.0,24.0,73.75000000000767,,tomato_cut,0,1.0,30.0,,,1.0
4109,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.85546464136155,35.99460282335116,,,1,1.0,30.0,24.0,72.50000000000739,,tomato_cut,0,1.0,30.0,,,1.0
4110,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.7448209223603,35.11622624952466,,,1,1.0,30.0,24.0,71.2500000000071,,tomato_cut,0,1.0,30.0,,,1.0
4111,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.63417720335906,34.23784967569816,,,1,1.0,30.0,24.0,70.00000000000682,,tomato_cut,0,1.0,30.0,,,1.0
4112,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.52353348435781,33.35947310187166,,,1,1.0,30.0,24.0,68.75000000000654,,tomato_cut,0,1.0,30.0,,,1.0
4113,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.41288976535657,32.48109652804516,,,1,1.0,30.0,24.0,67.50000000000625,,tomato_cut,0,1.0,30.0,,,1.0
4114,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.30224604635532,31.602719954218657,,,1,1.0,30.0,24.0,66.25000000000597,,tomato_cut,0,1.0,30.0,,,1.0
4115,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.19160232735408,30.724343380392156,,,1,1.0,30.0,24.0,65.00000000000568,,tomato_cut,0,1.0,30.0,,,1.0
4116,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.08095860835283,29.845966806565656,,,1,1.0,30.0,24.0,63.7500000000054,,tomato_cut,0,1.0,30.0,,,1.0
4117,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.97031488935158,28.967590232739155,,,1,1.0,30.0,24.0,62.500000000005116,,tomato_cut,0,1.0,30.0,,,1.0
4118,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.85967117035034,28.089213658912655,,,1,1.0,30.0,24.0,61.25000000000483,,tomato_cut,0,1.0,30.0,,,1.0
4119,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.7490274513491,27.210837085086226,,,1,1.0,30.0,24.0,60.00000000000455,,tomato_cut,0,1.0,30.0,,,1.0
4120,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.63838373234785,26.33246051126008,,,1,1.0,30.0,24.0,58.75000000000426,,tomato_cut,0,1.0,30.0,,,1.0
4121,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.5277400133466,25.454083937433936,,,1,1.0,30.0,24.0,57.50000000000398,,tomato_cut,0,1.0,30.0,,,1.0
4122,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.41709629434553,24.57570736360819,,,1,1.0,30.0,24.0,56.250000000003695,,tomato_cut,0,1.0,30.0,,,1.0
4123,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,1,1.0,30.0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,,,1.0
4124,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,,,1.0
4125,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,,,1.0
4126,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,,,1.0
4127,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,,,1.0
4128,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,,,1.0
4129,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,,,1.0
4130,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,,,1.0
4131,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0,,,1.0
4132,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0,,,1.0
4133,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0,,,1.0
4134,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0,,,1.0
4135,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4136,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4137,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4138,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4139,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4140,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4141,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4142,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4143,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4144,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4145,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4146,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4147,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
