tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,282cf5ee11cfbdc1_score,player_340a9ec1_x,player_340a9ec1_y,player_340a9ec1_move_target,player_340a9ec1_item,player_340a9ec1_score,player_340a9ec1_cut_speed,player_340a9ec1_speed,player_ed85bc66_x,player_ed85bc66_y,player_ed85bc66_move_target,player_ed85bc66_item,player_ed85bc66_score,player_ed85bc66_cut_speed,player_ed85bc66_speed
2616,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.99999999999591,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2617,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,73.49999999999545,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2618,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,73.999999999995,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2619,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.49999999999454,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2620,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.99999999999409,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2621,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,75.49999999999363,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2622,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,75.99999999999318,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2623,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.49999999999272,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2624,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.99999999999227,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2625,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.49999999999181,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2626,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.99999999999136,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2627,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,78.4999999999909,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2628,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,78.99999999999045,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2629,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.49999999999,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2630,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.99999999998954,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2631,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,80.49999999998909,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2632,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,80.99999999998863,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2633,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.49999999998818,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2634,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.99999999998772,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2635,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.49999999998727,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2636,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.99999999998681,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2637,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,83.49999999998636,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2638,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,83.9999999999859,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2639,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.49999999998545,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2640,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.999999999985,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2641,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,85.49999999998454,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2642,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,85.99999999998408,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2643,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.49999999998363,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2644,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.99999999998317,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2645,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,87.49999999998272,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2646,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.137048156007157,87.94371843039113,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2647,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.488453684230638,88.29940671349033,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2648,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.83985921245412,88.65509499658953,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2649,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.1912647406776,89.01078327968872,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2650,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.54267026890108,89.36647156278792,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2651,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.89407579712456,89.72215984588712,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2652,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.24548132534804,90.07784812898632,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2653,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.596886853571522,90.43353641208552,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2654,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.948292381795003,90.78922469518471,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2655,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.299697910018484,91.14491297828391,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2656,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.651103438241964,91.50060126138311,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2657,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.002508966465445,91.85628954448231,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2658,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.353914494688926,92.2119778275815,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2659,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.705320022912407,92.5676661106807,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2660,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.056725551135887,92.9233543937799,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2661,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.408131079359368,93.2790426768791,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2662,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.75953660758285,93.6347309599783,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2663,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.11094213580633,93.9904192430775,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2664,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.46234766402981,94.3461075261767,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2665,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.81375319225329,94.7017958092759,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2666,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.16515872047677,95.05748409237509,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2667,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.516564248700252,95.41317237547429,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2668,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.867969776923733,95.76886065857349,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2669,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.21937530514744,96.12454894167269,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2670,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.57078083337127,96.48023722477188,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2671,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.92218636159511,96.83592550787108,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2672,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.273591889818945,97.19161379097028,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2673,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.62499741804278,97.54730207406948,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2674,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.97640294626662,97.90299035716868,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2675,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.32780847449045,98.25867864026787,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2676,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.67921400271429,98.61436692336707,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2677,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.030619530938125,98.97005520646627,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2678,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.38202505916196,99.32574348956547,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2679,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.733430587385556,99.68143177266467,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2680,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.08483611560914,100.03712005576386,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2681,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.43624164383273,100.39280833886306,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2682,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.787647172056325,100.74849662196226,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2683,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.13905270027991,101.10418490506146,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2684,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.490458228503506,101.45987318816066,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2685,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.84186375672709,101.81556147125985,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2686,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.19326928495069,102.17124975435905,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2687,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.544674813174275,102.52693803745825,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2688,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.89608034139786,102.88262632055745,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2689,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.24748586962146,103.23831460365665,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2690,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.598891397845044,103.59400288675585,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2691,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.95302979119935,103.65366328485226,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2692,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.310942141162734,103.30452327032577,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2693,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.66885449112612,102.95538325579929,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2694,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.026766841089504,102.60624324127281,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
2695,0,1,,0,2,,0.0,0,0,3,None_cut,3.8749999999999916,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.38467919105289,102.25710322674632,,,1,1.0,12.0,24.0,88.0,,,0,0.2,30.0
