tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7cbf536e775fbb86_score,player_514d83b4_x,player_514d83b4_y,player_514d83b4_move_target,player_514d83b4_item,player_514d83b4_score,player_514d83b4_cut_speed,player_514d83b4_speed,player_eac5942a_x,player_eac5942a_y,player_eac5942a_move_target,player_eac5942a_item,player_eac5942a_score,player_eac5942a_cut_speed,player_eac5942a_speed
2611,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.291666666666661,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.002318180242725,56.45408507327984,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2612,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.2999999999999945,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0022436210988,56.95408506772081,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2613,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.308333333333328,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00216906195487,57.45408506216178,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2614,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00209450281095,57.95408505660275,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2615,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3249999999999944,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00201994366702,58.45408505104372,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2616,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3333333333333277,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0019453845231,58.95408504548469,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2617,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.341666666666661,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00187082537917,59.45408503992566,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2618,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.001796266235246,59.95408503436663,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2619,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3583333333333276,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00172170709132,60.4540850288076,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2620,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.366666666666661,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.001647147947395,60.95408502324857,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2621,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3749999999999942,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00157258880347,61.454085017689536,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2622,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3833333333333275,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.001498029659544,61.954085012130506,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2623,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.391666666666661,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00142347051562,62.454085006571475,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2624,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.399999999999994,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00134891137169,62.954085001012444,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2625,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4083333333333274,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00127435222777,63.454084995453414,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2626,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666607,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00119979308384,63.95408498989438,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2627,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.424999999999994,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.001125233939916,64.45408498433471,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2628,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4333333333333274,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00105067479599,64.95408497877497,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2629,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4416666666666607,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000976115652065,65.45408497321523,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2630,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.449999999999994,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00090155650814,65.95408496765549,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2631,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4583333333333273,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000826997364214,66.45408496209575,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2632,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4666666666666606,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00075243822029,66.95408495653601,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2633,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.474999999999994,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00067787907636,67.45408495097627,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2634,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.483333333333327,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00060331993244,67.95408494541653,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2635,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4916666666666605,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00052876078851,68.45408493985678,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2636,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.499999999999994,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00045420164459,68.95408493429704,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2637,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.508333333333327,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00037964250066,69.4540849287373,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2638,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.5166666666666604,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000305083356736,69.95408492317756,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2639,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.5249999999999937,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00023052421281,70.45408491761782,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2640,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.533333333333327,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000155965068885,70.95408491205808,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2641,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.5416666666666603,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00008140592496,71.45408490649834,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2642,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.5499999999999936,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0000289439511,71.95408490260638,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2643,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.558333333333327,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00002804204073,72.45408490260593,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2644,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.56666666666666,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00002714013036,72.95408490260547,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2645,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.5749999999999935,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000026238219995,73.45408490260502,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2646,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.583333333333327,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000025336309626,73.95408490260456,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2647,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.59166666666666,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00002443439926,74.45408490260411,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2648,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.5999999999999934,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00002353248889,74.95408490260365,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2649,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6083333333333267,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00002263057852,75.4540849026032,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2650,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.61666666666666,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00002172866815,75.95408490260274,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2651,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6249999999999933,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00002082675778,76.45408490260229,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2652,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6333333333333266,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000019924847415,76.95408490260183,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2653,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.64166666666666,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000019022937046,77.45408490260138,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2654,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6499999999999932,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00001812102668,77.95408490260093,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2655,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6583333333333266,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00001721911631,78.45408490260047,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2656,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.66666666666666,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00001631720594,78.95408490260002,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2657,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.674999999999993,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00001541529557,79.45408490259956,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2658,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6833333333333265,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0000145133852,79.9540849025991,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2659,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6916666666666598,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000013611474834,80.45408490259865,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2660,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.699999999999993,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000012709564466,80.9540849025982,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2661,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7083333333333264,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0000118076541,81.45408490259774,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2662,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7166666666666597,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00001090574373,81.95408490259729,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2663,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.724999999999993,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00001000383336,82.45408490259683,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2664,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7333333333333263,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00000910192299,82.95408490259638,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2665,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7416666666666596,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000008200012694,83.45408490259592,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2666,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.749999999999993,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00000729810268,83.95408490259547,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2667,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.758333333333326,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00000639619267,84.45408490259501,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2668,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7666666666666595,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000005494282654,84.95408490259456,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2669,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.774999999999993,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00000459237264,85.4540849025941,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2670,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.783333333333326,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00000369046263,85.95408490259365,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2671,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7916666666666594,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.000002788552614,86.4540849025932,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2672,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7999999999999927,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0000018866426,86.95408490259274,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2673,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.808333333333326,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.00000098473259,87.45408490259229,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2674,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8166666666666593,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,55.89458170820616,87.91079436443303,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2675,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8249999999999926,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,55.54318622424144,88.26649257056991,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2676,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.833333333333326,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,55.191790740276716,88.62219077670679,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2677,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8416666666666592,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.84039525631199,88.97788898284367,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2678,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8499999999999925,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.48899977234727,89.33358718898054,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2679,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.858333333333326,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.13760428838255,89.68928539511742,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2680,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.866666666666659,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.786208804417825,90.0449836012543,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2681,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8749999999999925,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.4348133204531,90.40068180739118,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2682,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8833333333333258,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.08341783648838,90.75638001352806,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2683,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.891666666666659,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.732022352524275,91.11207821966494,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2684,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8999999999999924,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.38062686856026,91.46777642580182,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2685,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9083333333333257,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.02923138459625,91.8234746319387,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2686,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.916666666666659,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,51.67783590063224,92.17917283807557,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2687,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9249999999999923,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,51.32644041666823,92.53487104421245,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2688,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9333333333333256,2,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,50.975044932704215,92.89056925034933,,tomato,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
