tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8b55d997442c5ec8_score,player_7a882870_x,player_7a882870_y,player_7a882870_move_target,player_7a882870_item,player_7a882870_score,player_7a882870_cut_speed,player_7a882870_speed,player_19d3005d_x,player_19d3005d_y,player_19d3005d_move_target,player_19d3005d_item,player_19d3005d_score,player_19d3005d_cut_speed,player_19d3005d_speed
2463,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2464,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2465,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2466,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2467,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2468,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2469,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2470,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2471,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2472,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2473,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2474,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2475,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2476,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2477,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2478,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2479,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2480,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2481,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.500000000000256,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2482,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.00000000000051,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2483,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000077,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2484,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.00000000000102,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2485,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.50000000000128,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2486,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.000000000001535,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2487,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.50000000000179,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2488,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.000000000002046,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2489,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.5000000000023,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2490,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000000256,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2491,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.500000000002814,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2492,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.00000000000307,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2493,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.500000000003325,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2494,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.00000000000358,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2495,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.50000000000384,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2496,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.00000000000409,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2497,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.50000000000364,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2498,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000000318,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2499,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.50000000000273,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2500,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000000227,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2501,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.50000000000182,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2502,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.00000000000136,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2503,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.50000000000091,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2504,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.00000000000045,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2505,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.5,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2506,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.99999999999955,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2507,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.49999999999909,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2508,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.99999999999864,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2509,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.49999999999818,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2510,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.99999999999773,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2511,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.49999999999727,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2512,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2513,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2514,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2515,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2516,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2517,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2518,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2519,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2520,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2521,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2522,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2523,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2524,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2525,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2526,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2527,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2528,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2529,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2530,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2531,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2532,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2533,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2534,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2535,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2536,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2537,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2538,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2539,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
2540,0,1,,0,2,,0.0,0,0,3,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
