tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f12ade81e57f1c24_score,player_e08bb2a1_x,player_e08bb2a1_y,player_e08bb2a1_move_target,player_e08bb2a1_item,player_e08bb2a1_score,player_e08bb2a1_cut_speed,player_e08bb2a1_speed,player_d2afa516_x,player_d2afa516_y,player_d2afa516_move_target,player_d2afa516_item,player_d2afa516_score,player_d2afa516_cut_speed,player_d2afa516_speed
2146,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.54528054638365,39.89465953881524,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2147,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.04531853279741,39.900822733668555,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2148,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.54535651921117,39.90698592852187,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2149,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.04539450562493,39.913149123375185,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2150,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.54543249203869,39.91931231822871,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2151,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.04547047845244,39.92547551308238,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2152,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.5455084648662,39.93163870793605,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2153,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.04554645127996,39.93780190278972,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2154,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.54558443769372,39.94396509764339,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2155,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.04562242410748,39.95012829249706,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2156,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.54566041052124,39.95629148735073,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2157,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.045698396935,39.9624546822044,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2158,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.54573638334875,39.96861787705807,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2159,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.04577436976251,39.97478107191174,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2160,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.54581235617627,39.98094426676541,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2161,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.04585034259003,39.98710746161908,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2162,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.54588832900379,39.99327065647275,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2163,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.08921341235464,40.10301158955734,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2164,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.73354172189204,40.4544339118474,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2165,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.3778700314304,40.805856234137465,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2166,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.02219834096886,41.15727855642753,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2167,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.66652665050732,41.50870087871759,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2168,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.31085496004577,41.86012320100765,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2169,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.95518326958423,42.211545523297715,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2170,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.59951157912269,42.56296784558778,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2171,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.24383988866114,42.91439016787784,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2172,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.88816819819961,43.2658124901679,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2173,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.53249650773806,43.617234812457966,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2174,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.17682481727653,43.96865713474803,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2175,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.82115312681498,44.32007945703809,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2176,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.46548143635344,44.67150177932815,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2177,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.1098097458919,45.022924101618216,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2178,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.75413805543036,45.37434642390828,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2179,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.39846636496881,45.72576874619834,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2180,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.04279467450726,46.0771910684884,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2181,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.68712298404573,46.428613390778466,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2182,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.33145129358418,46.78003571306853,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2183,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.97577960312265,47.13145803535859,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2184,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.6201079126611,47.482880357648654,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2185,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.26443622219956,47.834302679938716,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2186,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.90876453173793,48.18572500222878,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2187,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.55309284127604,48.53714732451884,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2188,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.19742115081415,48.888569646809195,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2189,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.84174946035226,49.23999196909963,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2190,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.48607776989037,49.59141429139006,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2191,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.13040607942848,49.942836613680484,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2192,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.77473438896659,50.294258935970916,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2193,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.4190626985047,50.64568125826135,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2194,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.063391008042814,50.99710358055177,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2195,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.707719317580924,51.348525902842205,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2196,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.352047627119035,51.69994822513263,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2197,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.996375936657145,52.05137054742306,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2198,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.640704246195256,52.402792869713494,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2199,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.285032555733366,52.75421519200392,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2200,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.92936086527148,53.10563751429435,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2201,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.57368917480959,53.45705983658478,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2202,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.2180174843477,53.80848215887521,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2203,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.86234579388581,54.15990448116564,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2204,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.50667410342392,54.51132680345607,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2205,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.15100241296203,54.8627491257465,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2206,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.79533072250014,55.21417144803693,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2207,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.43965903203825,55.56559377032736,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2208,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2209,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2210,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2211,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2212,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2213,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2214,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2215,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2216,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2217,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2218,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2219,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2220,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2221,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2222,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
