tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,00d11ae469e68e2c_score,player_f704c1b9_x,player_f704c1b9_y,player_f704c1b9_move_target,player_f704c1b9_item,player_f704c1b9_score,player_f704c1b9_cut_speed,player_f704c1b9_speed,player_10281b26_x,player_10281b26_y,player_10281b26_move_target,player_10281b26_item,player_10281b26_score,player_10281b26_cut_speed,player_10281b26_speed
2375,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.33333333333333,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,75.00000000000796,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2376,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.3749999999999964,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,76.25000000000824,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2377,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.416666666666663,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,77.50000000000853,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2378,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.4583333333333295,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,78.75000000000881,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2379,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.499999999999996,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,80.0000000000091,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2380,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.5416666666666625,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,81.25000000000938,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2381,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.583333333333329,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,82.50000000000966,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2382,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.6249999999999956,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,83.75000000000995,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2383,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.666666666666662,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,85.00000000001023,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2384,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.7083333333333286,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,86.25000000001052,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2385,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.749999999999995,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.0,87.5000000000108,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2386,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.7916666666666616,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.33243380389132,88.47591077356992,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2387,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.45405723006411,89.36526705456868,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2388,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.5756806562369,90.25462333556743,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2389,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.69730408240969,91.14397961656618,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2390,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.81892750858248,92.03333589756494,,,1,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2391,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.94055093475527,92.9226921785637,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2392,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.06217436092805,93.81204845956245,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2393,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.18379778710087,94.7014047405612,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2394,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.30542121327487,95.59076102155996,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2395,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.42704463944854,96.48011730255871,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2396,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.54866806562204,97.36947358355746,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2397,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.67029149179554,98.25882986455622,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2398,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.79191491796904,99.14818614555497,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2399,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.91353834414254,100.03754242655411,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2400,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.03516177031604,100.92689870755379,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2401,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.15678519648954,101.81625498855348,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2402,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.27840862266304,102.70561126955316,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2403,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.400032048836536,103.59496755055284,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2404,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,55.509523748700914,103.14470323113977,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2405,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.615184377099254,102.27140082738583,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2406,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.720845005497594,101.3980984236319,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2407,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.826505633895934,100.52479601987795,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2408,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,51.932166262294274,99.6514936161239,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2409,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,51.037826890692614,98.77819121236897,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2410,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,50.143487519090954,97.90488880861405,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2411,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,49.249148147489294,97.03158640485913,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2412,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,48.35480877588763,96.15828400110419,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2413,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,47.46046940428597,95.28498159734927,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2414,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,46.56613003268431,94.41167919359435,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2415,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,45.67179066108265,93.53837678983943,,,1,1.0,30.0,40.0,24.0,,tomato_cut,2,1.0,30.0
2416,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,44.77745128948099,92.6650743860845,,,1,1.0,30.0,40.0,25.24999999999993,,tomato_cut,2,1.0,30.0
2417,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,43.88311191787933,91.79177198232958,,,1,1.0,30.0,40.0,26.499999999999858,,tomato_cut,2,1.0,30.0
2418,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,42.98877254627767,90.91846957857466,,,1,1.0,30.0,40.0,27.749999999999787,,tomato_cut,2,1.0,30.0
2419,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,42.09443317467601,90.04516717481974,,,1,1.0,30.0,40.0,28.999999999999716,,tomato_cut,2,1.0,30.0
2420,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,41.20009380307435,89.1718647710648,,,1,1.0,30.0,40.0,30.249999999999645,,tomato_cut,2,1.0,30.0
2421,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.30575443147269,88.29856236730988,,,1,1.0,30.0,40.0,31.499999999999574,,tomato_cut,2,1.0,30.0
2422,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,39.420504174268316,87.4160607090116,,,1,1.0,30.0,40.0,32.749999999999716,,tomato_cut,2,1.0,30.0
2423,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,38.53649334175448,86.53230460691195,,,1,1.0,30.0,40.0,34.0,,tomato_cut,2,1.0,30.0
2424,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,37.65248250924064,85.6485485048123,,,1,1.0,30.0,40.0,35.250000000000284,,tomato_cut,2,1.0,30.0
2425,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,36.768471676726804,84.76479240271264,,,1,1.0,30.0,40.0,36.50000000000057,,tomato_cut,2,1.0,30.0
2426,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,35.88446084421297,83.88103630061299,,,1,1.0,30.0,40.0,37.75000000000085,,tomato_cut,2,1.0,30.0
2427,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,35.00045001169913,82.99728019851334,,,1,1.0,30.0,40.0,39.00000000000114,,tomato_cut,2,1.0,30.0
2428,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,34.11643917918529,82.11352409641368,,,1,1.0,30.0,40.0,40.25000000000142,,tomato_cut,2,1.0,30.0
2429,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,33.232428346671455,81.22976799431403,,,1,1.0,30.0,40.0,41.500000000001705,,tomato_cut,2,1.0,30.0
2430,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,32.34841751415762,80.34601189221438,,,1,1.0,30.0,40.0,42.75000000000199,,tomato_cut,2,1.0,30.0
2431,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,31.464406681643563,79.46225579011472,,,1,1.0,30.0,40.0,44.000000000002274,,tomato_cut,2,1.0,30.0
2432,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,30.58039584912937,78.57849968801507,,,1,1.0,30.0,40.0,45.25000000000256,,tomato_cut,2,1.0,30.0
2433,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,29.696385016615178,77.69474358591542,,,1,1.0,30.0,40.0,46.50000000000284,,tomato_cut,2,1.0,30.0
2434,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,28.812374184100985,76.81098748381577,,,1,1.0,30.0,40.0,47.750000000003126,,tomato_cut,2,1.0,30.0
2435,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,27.928363351586793,75.92723138171611,,,1,1.0,30.0,40.0,49.00000000000341,,tomato_cut,2,1.0,30.0
2436,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,27.044352519072465,75.04347527961646,,,1,1.0,30.0,40.0,50.250000000003695,,tomato_cut,2,1.0,30.0
2437,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,26.160341686557917,74.15971917751708,,,1,1.0,30.0,40.0,51.50000000000398,,tomato_cut,2,1.0,30.0
2438,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,25.27633085404337,73.27596307541803,,,1,1.0,30.0,40.0,52.75000000000426,,tomato_cut,2,1.0,30.0
2439,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.39232002152882,72.39220697331898,,,1,1.0,30.0,40.0,54.00000000000455,,tomato_cut,2,1.0,30.0
2440,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.185930000177738,71.22285334733711,,,1,1.0,30.0,40.0,55.25000000000483,,tomato_cut,2,1.0,30.0
2441,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.17066379735994,69.9729465735934,,,1,1.0,30.0,40.0,56.0,,tomato_cut,2,1.0,30.0
2442,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.15539759454214,68.7230397998497,,,1,1.0,30.0,40.0,56.0,,,2,1.0,30.0
2443,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.140131391724342,67.473133026106,,,1,1.0,30.0,40.0,56.0,,,2,1.0,30.0
2444,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.124865188906544,66.2232262523623,,,1,1.0,30.0,40.0,56.0,,,2,1.0,30.0
