tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,09729f07c95d242e_score,player_bee5b9be_x,player_bee5b9be_y,player_bee5b9be_move_target,player_bee5b9be_item,player_bee5b9be_score,player_bee5b9be_cut_speed,player_bee5b9be_speed,player_bf038dd4_x,player_bf038dd4_y,player_bf038dd4_move_target,player_bf038dd4_item,player_bf038dd4_score,player_bf038dd4_cut_speed,player_bf038dd4_speed,8dfa05ef36424bfe_score,0f5121f73142148a_message,129314a46be6f6b0_score
4989,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,92.00000000000455,,tomato_salad,0,1.0,30.0,56.06045325163506,67.0512881612498,,tomato,0,1.0,30.0,,,0.0
4990,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,93.25000000000483,,tomato_salad,0,1.0,30.0,56.04518444446816,68.3011949031825,,tomato,0,1.0,30.0,,,0.0
4991,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,94.50000000000512,,tomato_salad,0,1.0,30.0,56.029915637301265,69.55110164511521,,tomato,0,1.0,30.0,,,0.0
4992,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,95.7500000000054,,tomato_salad,0,1.0,30.0,56.01464683013437,70.80100838704791,,tomato,0,1.0,30.0,,,0.0
4993,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,97.00000000000568,,tomato_salad,0,1.0,30.0,56.002431784400855,71.80093378059408,,tomato,0,1.0,30.0,,,0.0
4994,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,98.25000000000597,,tomato_salad,0,1.0,30.0,56.00224413590145,73.05093376650998,,tomato,0,1.0,30.0,,,0.0
4995,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,99.50000000000625,,tomato_salad,0,1.0,30.0,56.002056487402044,74.30093375242589,,tomato,0,1.0,30.0,,,0.0
4996,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,100.75000000000654,,tomato_salad,0,1.0,30.0,56.00186883890264,75.5509337383418,,tomato,0,1.0,30.0,,,0.0
4997,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,102.00000000000682,,tomato_salad,0,1.0,30.0,56.00168119040323,76.8009337242577,,tomato,0,1.0,30.0,,,0.0
4998,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,103.2500000000071,,tomato_salad,0,1.0,30.0,56.00149354190383,78.05093371017361,,tomato,0,1.0,30.0,,,0.0
4999,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,104.50000000000739,,tomato_salad,0,1.0,30.0,56.00130589340442,79.30093369608952,,tomato,0,1.0,30.0,,,0.0
5000,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,105.75000000000767,,tomato_salad,0,1.0,30.0,56.001118244905015,80.55093368200542,,tomato,0,1.0,30.0,,,0.0
5001,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,107.00000000000796,,tomato_salad,0,1.0,30.0,56.00093059640561,81.80093366792133,,tomato,0,1.0,30.0,,,0.0
5002,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,108.25000000000824,,tomato_salad,0,1.0,30.0,56.000742947906204,83.05093365383723,,tomato,0,1.0,30.0,,,0.0
5003,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,109.50000000000853,,tomato_salad,0,1.0,30.0,56.0005552994068,84.30093363975314,,tomato,0,1.0,30.0,,,0.0
5004,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,110.75000000000881,,tomato_salad,0,1.0,30.0,56.00036765090752,85.55093362566905,,tomato,0,1.0,30.0,,,0.0
5005,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,112.0000000000091,,tomato_salad,0,1.0,30.0,56.00018000240846,86.80093361158495,,tomato,0,1.0,30.0,,,0.0
5006,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,113.25000000000938,,tomato_salad,0,1.0,30.0,56.175710157294624,87.97879995868212,,tomato,0,1.0,30.0,,,0.0
5007,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,114.50000000000966,,tomato_salad,0,1.0,30.0,57.05411152572163,88.86813175050432,,tomato,0,1.0,30.0,,,0.0
5008,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,115.75000000000995,,tomato_salad,0,1.0,30.0,57.93251289414819,89.75746354232652,,tomato,0,1.0,30.0,,,0.0
5009,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,117.00000000001023,,tomato_salad,0,1.0,30.0,58.81091426257457,90.64679533414872,,tomato,0,1.0,30.0,,,0.0
5010,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,118.25000000001052,,tomato_salad,0,1.0,30.0,59.68931563100094,91.53612712597092,,tomato,0,1.0,30.0,,,0.0
5011,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,119.5000000000108,,tomato_salad,0,1.0,30.0,60.56771699942731,92.42545891779312,,tomato,0,1.0,30.0,,,0.0
5012,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,tomato_salad,0,1.0,30.0,61.446118367853686,93.31479070961532,,tomato,0,1.0,30.0,,,0.0
5013,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,62.32451973628006,94.20412250143752,,tomato,0,1.0,30.0,,,0.0
5014,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,63.202921104706434,95.09345429325973,,tomato,0,1.0,30.0,,,0.0
5015,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,64.0813224731328,95.98278608508193,,tomato,0,1.0,30.0,,,0.0
5016,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,64.9597238415591,96.87211787690413,,tomato,0,1.0,30.0,,,0.0
5017,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,65.83812520998539,97.76144966872633,,tomato,0,1.0,30.0,,,0.0
5018,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,66.71652657841169,98.65078146054853,,tomato,0,1.0,30.0,,,0.0
5019,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,67.59492794683798,99.54011325237073,,tomato,0,1.0,30.0,,,0.0
5020,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,68.47332931526428,100.42944504419293,,tomato,0,1.0,30.0,,,0.0
5021,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,69.35173068369058,101.31877683601513,,tomato,0,1.0,30.0,,,0.0
5022,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,70.23013205211687,102.20810862783733,,tomato,0,1.0,30.0,,,0.0
5023,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,71.10853342054317,103.09744041965953,,tomato,0,1.0,30.0,,,0.0
5024,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5025,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5026,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5027,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5028,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,120.0,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5029,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,118.74999999999972,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5030,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,117.49999999999943,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5031,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,116.24999999999915,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5032,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,114.99999999999886,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5033,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,113.74999999999858,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5034,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,112.4999999999983,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5035,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,111.24999999999801,,,0,1.0,30.0,71.80247050160047,103.80001253519907,,tomato,0,1.0,30.0,,,0.0
5036,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,109.99999999999773,,,0,1.0,30.0,70.92963347388361,104.69480609968599,,tomato,0,1.0,30.0,,,0.0
5037,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,108.74999999999744,,,0,1.0,30.0,70.05679644616676,105.58959966417291,,tomato,0,1.0,30.0,,,0.0
5038,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,107.49999999999716,,,0,1.0,30.0,69.1839594184499,106.48439322865983,,tomato,0,1.0,30.0,,,0.0
5039,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.24999999999687,,,0,1.0,30.0,68.31112239073305,107.37918679314674,,tomato,0,1.0,30.0,,,0.0
5040,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,104.99999999999659,,,0,1.0,30.0,67.43828536301619,108.27398035763366,,tomato,0,1.0,30.0,,,0.0
5041,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,104.0,,,0,1.0,30.0,66.56544833529934,109.16877392212058,,tomato,0,1.0,30.0,,,0.0
5042,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,104.0,,,0,1.0,30.0,65.69261130758248,110.0635674866075,,tomato,0,1.0,30.0,,,0.0
5043,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,104.0,,,0,1.0,30.0,64.81977427986563,110.95836105109441,,tomato,0,1.0,30.0,,,0.0
5044,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,105.25000000000028,,,0,1.0,30.0,63.94693725214877,111.85315461558133,,tomato,0,1.0,30.0,,,0.0
5045,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,63.074100224431916,112.74794818006825,,tomato,0,1.0,30.0,,,0.0
5046,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,62.20126319671506,113.64274174455517,,tomato,0,1.0,30.0,,,0.0
5047,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,61.328426168998206,114.53753530904208,,tomato,0,1.0,30.0,,,0.0
5048,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,60.45558914128135,115.432328873529,,tomato,0,1.0,30.0,,,0.0
5049,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,59.582752113564496,116.32712243801592,,tomato,0,1.0,30.0,,,0.0
5050,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,58.70991508584764,117.22191600250284,,tomato,0,1.0,30.0,,,0.0
5051,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,57.83707805813103,118.11670956698975,,tomato,0,1.0,30.0,,,0.0
5052,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,56.96424103041443,119.01150313147667,,tomato,0,1.0,30.0,,,0.0
5053,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,106.50000000000057,,,0,1.0,30.0,56.09020305081706,119.90511074170547,,tomato,0,1.0,30.0,,,0.0
