tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5520d2bc08acecb9_score,player_e42bfb41_x,player_e42bfb41_y,player_e42bfb41_move_target,player_e42bfb41_item,player_e42bfb41_score,player_e42bfb41_cut_speed,player_e42bfb41_speed,player_9dfb96c6_x,player_9dfb96c6_y,player_9dfb96c6_move_target,player_9dfb96c6_item,player_9dfb96c6_score,player_9dfb96c6_cut_speed,player_9dfb96c6_speed
1979,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,53.49999999999943,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1980,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,52.24999999999915,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1981,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,50.99999999999886,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1982,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,49.74999999999858,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1983,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,48.499999999998295,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1984,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,47.24999999999801,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1985,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,45.999999999997726,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1986,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,44.74999999999744,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1987,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,43.49999999999716,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1988,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,42.249999999996874,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1989,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.99999999999659,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1990,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.3162155665778,39.8798317388366,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1991,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.194592140405,38.990475457837135,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1992,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.07296871423222,38.10111917683767,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1993,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.95134528805943,37.211762895838206,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1994,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.82972186188655,36.32240661483874,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1995,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.70809843571327,35.433050333839276,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1996,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.58647500953998,34.54369405283981,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1997,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.4648515833667,33.654337771840346,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1998,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.34322815719341,32.76498149084088,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1999,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.22160473102007,31.875625209841466,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2000,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.09998130484644,30.986268928842357,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2001,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.9783578786728,30.096912647843247,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2002,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.85673445249915,29.207556366844138,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2003,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.73511102632551,28.318200085845028,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2004,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.61348760015187,27.42884380484592,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2005,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.49186417397823,26.53948752384681,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2006,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.3702407478046,25.6501312428477,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2007,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.24861732163096,24.76077496184859,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2008,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2009,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2010,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2011,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2012,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2013,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2014,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2015,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2016,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2017,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2018,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2019,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2020,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2021,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2022,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2023,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2024,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2025,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2026,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2027,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2028,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2029,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2030,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2031,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,24.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2032,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,25.24999999999993,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2033,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,26.499999999999858,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2034,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,27.749999999999787,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2035,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,28.999999999999716,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2036,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,30.249999999999645,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2037,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,31.499999999999574,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2038,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,32.749999999999716,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2039,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,34.0,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2040,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,35.250000000000284,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2041,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,36.50000000000057,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2042,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,37.75000000000085,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2043,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,39.00000000000114,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2044,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,40.25000000000142,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2045,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,41.500000000001705,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2046,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,42.75000000000199,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2047,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,44.000000000002274,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2048,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,45.25000000000256,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2049,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,46.50000000000284,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2050,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,47.750000000003126,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2051,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,49.00000000000341,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2052,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,50.250000000003695,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
2053,0,1,,0,2,,0,3,,1,0,None_cut,3.916666666666661,3,2,0,,0.0,0,3,2,plate,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,51.50000000000398,,tomato,2,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
