tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e44a3c6dfba5147b_score,player_74f13ebc_x,player_74f13ebc_y,player_74f13ebc_move_target,player_74f13ebc_item,player_74f13ebc_score,player_74f13ebc_cut_speed,player_74f13ebc_speed,player_98edf79d_x,player_98edf79d_y,player_98edf79d_move_target,player_98edf79d_item,player_98edf79d_score,player_98edf79d_cut_speed,player_98edf79d_speed,aff3964da9519d25_score,4667718b15e551b4_message,473cc3d5b2a9a227_score
2751,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2752,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2753,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2754,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2755,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2756,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2757,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2758,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2759,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2760,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2761,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2762,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2763,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2764,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0,,,
2765,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,86.74999999999972,,,0,0.2,30.0,,,
2766,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,85.49999999999943,,,0,0.2,30.0,,,
2767,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,84.24999999999915,,,0,0.2,30.0,,,
2768,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,82.99999999999886,,,0,0.2,30.0,,,
2769,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,81.74999999999858,,,0,0.2,30.0,,,
2770,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,80.4999999999983,,,0,0.2,30.0,,,
2771,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,79.24999999999801,,,0,0.2,30.0,,,
2772,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,77.99999999999773,,,0,0.2,30.0,,,
2773,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,76.74999999999744,,,0,0.2,30.0,,,
2774,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,75.49999999999716,,,0,0.2,30.0,,,
2775,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,74.24999999999687,,,0,0.2,30.0,,,
2776,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.99999999999659,,,0,0.2,30.0,,,
2777,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,tomato,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0,,,
2778,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2779,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2780,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2781,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2782,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2783,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2784,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2785,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2786,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2787,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2788,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2789,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2790,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2791,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2792,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2793,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2794,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2795,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2796,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2797,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2798,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2799,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,72.0,,tomato,0,0.2,30.0,,,
2800,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,70.74999999999972,,tomato,0,0.2,30.0,,,
2801,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,69.49999999999943,,tomato,0,0.2,30.0,,,
2802,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,68.24999999999915,,tomato,0,0.2,30.0,,,
2803,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,66.99999999999886,,tomato,0,0.2,30.0,,,
2804,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,65.74999999999858,,tomato,0,0.2,30.0,,,
2805,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,64.4999999999983,,tomato,0,0.2,30.0,,,
2806,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,63.24999999999801,,tomato,0,0.2,30.0,,,
2807,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,61.999999999997726,,tomato,0,0.2,30.0,,,
2808,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,60.74999999999744,,tomato,0,0.2,30.0,,,
2809,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,59.49999999999716,,tomato,0,0.2,30.0,,,
2810,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,58.249999999996874,,tomato,0,0.2,30.0,,,
2811,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,56.99999999999659,,tomato,0,0.2,30.0,,,
2812,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,55.749999999996305,,tomato,0,0.2,30.0,,,
2813,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,54.49999999999602,,tomato,0,0.2,30.0,,,
2814,train,False,0,1,None_cut,3.8166666666666558,3,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,plate,0,1.0,12.0,24.0,53.24999999999574,,tomato,0,0.2,30.0,,,
