tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4c8b20609aa9b4c7_score,player_c2bcb3be_x,player_c2bcb3be_y,player_c2bcb3be_move_target,player_c2bcb3be_item,player_c2bcb3be_score,player_c2bcb3be_cut_speed,player_c2bcb3be_speed,player_f5678f13_x,player_f5678f13_y,player_f5678f13_move_target,player_f5678f13_item,player_f5678f13_score,player_f5678f13_cut_speed,player_f5678f13_speed
2301,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.00000000001,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2302,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.50000000001046,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2303,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.00000000001091,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2304,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.50000000001137,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2305,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.00000000001182,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2306,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.50000000001228,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2307,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.00000000001273,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2308,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.50000000001319,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2309,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.00000000001364,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2310,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.5000000000141,24.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2311,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.00000000001455,24.0,,plate,1,1.0,12.0,103.11611652351695,24.88388347648305,,plate,1,0.2,30.0
2312,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.500000000015,24.0,,plate,1,1.0,12.0,102.2322330470339,25.7677669529661,,plate,1,0.2,30.0
2313,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.00000000001546,24.0,,plate,1,1.0,12.0,101.34834957055085,26.65165042944915,,plate,1,0.2,30.0
2314,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.50000000001592,24.0,,plate,1,1.0,12.0,100.4644660940678,27.535533905932198,,plate,1,0.2,30.0
2315,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.00000000001637,24.0,,plate,1,1.0,12.0,99.58058261758475,28.419417382415247,,plate,1,0.2,30.0
2316,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.50000000001683,24.0,,plate,1,1.0,12.0,98.6966991411017,29.303300858898297,,plate,1,0.2,30.0
2317,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.00000000001728,24.0,,plate,1,1.0,12.0,97.81281566461865,30.187184335381346,,plate,1,0.2,30.0
2318,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.50000000001774,24.0,,plate,1,1.0,12.0,96.9289321881356,31.071067811864395,,plate,1,0.2,30.0
2319,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.00000000001819,24.0,,plate,1,1.0,12.0,96.04504871165256,31.954951288347445,,plate,1,0.2,30.0
2320,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.50000000001864,24.0,,plate,1,1.0,12.0,95.1611652351695,32.838834764830494,,plate,1,0.2,30.0
2321,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.0000000000191,24.0,,plate,1,1.0,12.0,94.27728175868646,33.722718241313544,,plate,1,0.2,30.0
2322,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.50000000001955,24.0,,plate,1,1.0,12.0,93.3933982822034,34.60660171779659,,plate,1,0.2,30.0
2323,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.00000000002001,24.0,,plate,1,1.0,12.0,92.50951480572036,35.49048519427964,,plate,1,0.2,30.0
2324,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.50000000002046,24.0,,plate,1,1.0,12.0,91.62563132923731,36.37436867076269,,plate,1,0.2,30.0
2325,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.00000000002092,24.0,,plate,1,1.0,12.0,90.74174785275426,37.25825214724574,,plate,1,0.2,30.0
2326,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.50000000002137,24.0,,plate,1,1.0,12.0,89.85786437627121,38.14213562372879,,plate,1,0.2,30.0
2327,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.00000000002183,24.0,,plate,1,1.0,12.0,88.97398089978816,39.02601910021184,,plate,1,0.2,30.0
2328,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.50000000002228,24.0,,plate,1,1.0,12.0,88.19434681531624,39.95382555869017,,plate,1,0.2,30.0
2329,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.00000000002274,24.0,,plate,1,1.0,12.0,88.17920827225925,41.203733885133886,,plate,1,0.2,30.0
2330,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.50000000002319,24.0,,plate,1,1.0,12.0,88.16406972920225,42.4536422115776,,plate,1,0.2,30.0
2331,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.00000000002365,24.0,,plate,1,1.0,12.0,88.14893118614526,43.70355053802132,,plate,1,0.2,30.0
2332,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.5000000000241,24.0,,plate,1,1.0,12.0,88.13379264308827,44.953458864465034,,plate,1,0.2,30.0
2333,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.00000000002456,24.0,,plate,1,1.0,12.0,88.11865410003128,46.20336719090875,,plate,1,0.2,30.0
2334,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.50000000002501,24.0,,plate,1,1.0,12.0,88.10351555697429,47.453275517352466,,plate,1,0.2,30.0
2335,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.00000000002547,24.0,,plate,1,1.0,12.0,88.0883770139173,48.70318384379618,,plate,1,0.2,30.0
2336,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.50000000002592,24.0,,plate,1,1.0,12.0,88.0732384708603,49.9530921702399,,plate,1,0.2,30.0
2337,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.00000000002638,24.0,,plate,1,1.0,12.0,88.05809992780331,51.203000496683615,,plate,1,0.2,30.0
2338,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.50000000002683,24.0,,plate,1,1.0,12.0,88.04296138474632,52.45290882312733,,plate,1,0.2,30.0
2339,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.00000000002728,24.0,,plate,1,1.0,12.0,88.02782284168917,53.70281714957105,,plate,1,0.2,30.0
2340,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.50000000002774,24.0,,plate,1,1.0,12.0,88.01268429863147,54.95272547601476,,plate,1,0.2,30.0
2341,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.0000000000282,24.0,,plate,1,1.0,12.0,87.72126494341975,56.08721304982993,,plate,1,0.2,30.0
2342,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.50000000002865,24.0,,plate,1,1.0,12.0,86.84274886238072,56.97643152430942,,plate,1,0.2,30.0
2343,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.05628156962024,24.137048156007157,,plate,1,1.0,12.0,85.96423278134168,57.86564999878891,,plate,1,0.2,30.0
2344,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.70059328652104,24.488453684230638,,plate,1,1.0,12.0,85.08571670030264,58.7548684732684,,plate,1,0.2,30.0
2345,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.34490500342184,24.83985921245412,,plate,1,1.0,12.0,84.2072006192636,59.644086947747894,,plate,1,0.2,30.0
2346,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.98921672032264,25.1912647406776,,plate,1,1.0,12.0,83.32868453822456,60.533305422227386,,plate,1,0.2,30.0
2347,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.63352843722345,25.54267026890108,,plate,1,1.0,12.0,82.45016845718553,61.42252389670688,,plate,1,0.2,30.0
2348,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.27784015412425,25.89407579712456,,plate,1,1.0,12.0,81.57165237614649,62.31174237118637,,plate,1,0.2,30.0
2349,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.92215187102505,26.24548132534804,,plate,1,1.0,12.0,80.69313629510745,63.20096084566586,,plate,1,0.2,30.0
2350,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.56646358792585,26.596886853571522,,plate,1,1.0,12.0,79.81462021406841,64.09017932014535,,plate,1,0.2,30.0
2351,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.21077530482665,26.948292381795003,,plate,1,1.0,12.0,78.93610413302937,64.97939779462484,,plate,1,0.2,30.0
2352,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.85508702172746,27.299697910018484,,plate,1,1.0,12.0,78.05758805199034,65.86861626910434,,plate,1,0.2,30.0
2353,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.49939873862826,27.651103438241964,,plate,1,1.0,12.0,77.1790719709513,66.75783474358383,,plate,1,0.2,30.0
2354,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.14371045552906,28.002508966465445,,plate,1,1.0,12.0,76.30055588991226,67.64705321806332,,plate,1,0.2,30.0
2355,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.78802217242986,28.353914494688926,,plate,1,1.0,12.0,75.42203980887322,68.53627169254281,,plate,1,0.2,30.0
2356,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.43233388933066,28.705320022912407,,plate,1,1.0,12.0,74.54352372783418,69.4254901670223,,plate,1,0.2,30.0
2357,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.07664560623147,29.056725551135887,,plate,1,1.0,12.0,73.66500764679418,70.3147086415018,,plate,1,0.2,30.0
2358,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.72095732313227,29.408131079359368,,plate,1,1.0,12.0,72.78649156575383,71.20392711598129,,plate,1,0.2,30.0
2359,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.36526904003307,29.75953660758285,,plate,1,1.0,12.0,71.90627804155518,72.09145851305374,,plate,1,0.2,30.0
2360,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.00958075693387,30.11094213580633,,plate,1,1.0,12.0,71.02245745064515,72.97540487063623,,plate,1,0.2,30.0
2361,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.65389247383467,30.46234766402981,,plate,1,1.0,12.0,70.13863685973512,73.85935122821871,,plate,1,0.2,30.0
2362,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.29820419073548,30.813753192253238,,plate,1,1.0,12.0,69.25481626882508,74.7432975858012,,plate,1,0.2,30.0
2363,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.94251590763628,31.165158720476477,,plate,1,1.0,12.0,68.37099567791455,75.62724394338369,,plate,1,0.2,30.0
2364,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.58682762453708,31.516564248699716,,plate,1,1.0,12.0,67.48717508700315,76.51119030096618,,plate,1,0.2,30.0
2365,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.23113934143788,31.867969776922955,,plate,1,1.0,12.0,66.60335449609175,77.39513665854867,,plate,1,0.2,30.0
2366,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.87545105833868,32.21937530514612,,plate,1,1.0,12.0,65.71953390518036,78.27908301613115,,plate,1,0.2,30.0
2367,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.519762775239485,32.57078083336925,,plate,1,1.0,12.0,64.83571331426894,79.16302937371364,,plate,1,0.2,30.0
2368,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.16407449214029,32.922186361592374,,plate,1,1.0,12.0,63.95189272335759,80.04697573129613,,plate,1,0.2,30.0
2369,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.80838620904109,33.2735918898155,,plate,1,1.0,12.0,63.068072132446844,80.93092208887862,,plate,1,0.2,30.0
2370,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.45269792594189,33.624997418038625,,plate,1,1.0,12.0,62.1842515415361,81.81486844646045,,plate,1,0.2,30.0
2371,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.09700964284269,33.97640294626175,,plate,1,1.0,12.0,61.300385595965594,82.6987694535093,,plate,1,0.2,30.0
2372,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.741321359743495,34.327808474484875,,plate,1,1.0,12.0,60.41651965039509,83.58267046055815,,plate,1,0.2,30.0
2373,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.3856330766443,34.679214002708,,plate,1,1.0,12.0,59.53265370482458,84.466571467607,,plate,1,0.2,30.0
2374,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.0299447935451,35.030619530931126,,plate,1,1.0,12.0,58.64878775925408,85.35047247465585,,plate,1,0.2,30.0
2375,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.6583333333333283,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.6742565104459,35.38202505915425,,plate,1,1.0,12.0,57.76492181368357,86.23437348170427,,plate,1,0.2,30.0
