tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3b41d4538bf03f7a_score,player_6b141d16_x,player_6b141d16_y,player_6b141d16_move_target,player_6b141d16_item,player_6b141d16_score,player_6b141d16_cut_speed,player_6b141d16_speed,player_11f94956_x,player_11f94956_y,player_11f94956_move_target,player_11f94956_item,player_11f94956_score,player_11f94956_cut_speed,player_11f94956_speed
2644,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.08333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,53.750000000003126,,tomato_salad,1,1.0,30.0
2645,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,55.00000000000341,,tomato_salad,1,1.0,30.0
2646,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.16666666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,56.250000000003695,,tomato_salad,1,1.0,30.0
2647,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,57.50000000000398,,tomato_salad,1,1.0,30.0
2648,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,58.75000000000426,,tomato_salad,1,1.0,30.0
2649,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.29166666666666663,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,60.00000000000455,,tomato_salad,1,1.0,30.0
2650,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.3333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,61.25000000000483,,tomato_salad,1,1.0,30.0
2651,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.375,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,62.500000000005116,,tomato_salad,1,1.0,30.0
2652,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.4166666666666667,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,63.7500000000054,,tomato_salad,1,1.0,30.0
2653,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.45833333333333337,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,65.00000000000568,,tomato_salad,1,1.0,30.0
2654,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,66.25000000000597,,tomato_salad,1,1.0,30.0
2655,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,67.50000000000625,,tomato_salad,1,1.0,30.0
2656,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5833333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,68.75000000000654,,tomato_salad,1,1.0,30.0
2657,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6249999999999999,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,70.00000000000682,,tomato_salad,1,1.0,30.0
2658,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6666666666666665,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,71.2500000000071,,tomato_salad,1,1.0,30.0
2659,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,72.50000000000739,,tomato_salad,1,1.0,30.0
2660,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,73.75000000000767,,tomato_salad,1,1.0,30.0
2661,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7916666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,75.00000000000796,,tomato_salad,1,1.0,30.0
2662,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.833333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,76.25000000000824,,tomato_salad,1,1.0,30.0
2663,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8749999999999997,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,77.50000000000853,,tomato_salad,1,1.0,30.0
2664,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9166666666666663,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,78.75000000000881,,tomato_salad,1,1.0,30.0
2665,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9583333333333329,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,80.0000000000091,,tomato_salad,1,1.0,30.0
2666,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9999999999999996,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,81.25000000000938,,tomato_salad,1,1.0,30.0
2667,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0416666666666663,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,82.50000000000966,,tomato_salad,1,1.0,30.0
2668,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.083333333333333,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,83.75000000000995,,tomato_salad,1,1.0,30.0
2669,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1249999999999998,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,85.00000000001023,,tomato_salad,1,1.0,30.0
2670,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1666666666666665,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,86.25000000001052,,tomato_salad,1,1.0,30.0
2671,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2083333333333333,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.0,87.5000000000108,,tomato_salad,1,1.0,30.0
2672,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.25,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,24.66756619610841,88.47591077356992,,tomato_salad,1,1.0,30.0
2673,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,25.545942769935266,89.36526705456868,,tomato_salad,1,1.0,30.0
2674,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,26.42431934376212,90.25462333556743,,tomato_salad,1,1.0,30.0
2675,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,30.0,27.302695917588977,91.14397961656618,,tomato_salad,1,1.0,30.0
2676,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,57.250000000000284,,,1,1.0,30.0,28.181072491415833,92.03333589756494,,tomato_salad,1,1.0,30.0
2677,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,58.50000000000057,,,1,1.0,30.0,29.05944906524269,92.9226921785637,,tomato_salad,1,1.0,30.0
2678,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,59.75000000000085,,,1,1.0,30.0,29.937825639069217,93.81204845956245,,tomato_salad,1,1.0,30.0
2679,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,61.00000000000114,,,1,1.0,30.0,30.816202212895718,94.7014047405612,,tomato_salad,1,1.0,30.0
2680,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,62.25000000000142,,,1,1.0,30.0,31.694578786722218,95.59076102155996,,tomato_salad,1,1.0,30.0
2681,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,63.500000000001705,,,1,1.0,30.0,32.57295536054872,96.48011730255871,,tomato_salad,1,1.0,30.0
2682,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,64.75000000000199,,,1,1.0,30.0,33.45133193437522,97.36947358355746,,tomato_salad,1,1.0,30.0
2683,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,66.00000000000227,,,1,1.0,30.0,34.32970850820172,98.25882986455622,,tomato_salad,1,1.0,30.0
2684,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,67.25000000000256,,,1,1.0,30.0,35.20808508202822,99.14818614555497,,tomato_salad,1,1.0,30.0
2685,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,68.50000000000284,,,1,1.0,30.0,36.08646165585472,100.03754242655373,,tomato_salad,1,1.0,30.0
2686,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.75000000000313,,,1,1.0,30.0,36.96483822968122,100.92689870755248,,tomato_salad,1,1.0,30.0
2687,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.00000000000341,,,1,1.0,30.0,37.84321480350772,101.81625498855124,,tomato_salad,1,1.0,30.0
2688,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.2500000000037,,,1,1.0,30.0,38.72159137733422,102.70561126955039,,tomato_salad,1,1.0,30.0
2689,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,73.50000000000398,,,1,1.0,30.0,39.59996795116072,103.59496755055007,,tomato_salad,1,1.0,30.0
2690,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,74.75000000000426,,,1,1.0,30.0,40.49047625129634,103.144703231137,,tomato_salad,1,1.0,30.0
2691,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,76.00000000000455,,,1,1.0,30.0,41.384815622898,102.27140082738306,,tomato_salad,1,1.0,30.0
2692,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,77.25000000000483,,,1,1.0,30.0,42.27915499449966,101.39809842362912,,tomato_salad,1,1.0,30.0
2693,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,78.50000000000512,,,1,1.0,30.0,43.17349436610132,100.52479601987518,,tomato_salad,1,1.0,30.0
2694,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,79.7500000000054,,,1,1.0,30.0,44.06783373770298,99.65149361612124,,tomato_salad,1,1.0,30.0
2695,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,81.00000000000568,,,1,1.0,30.0,44.96217310930464,98.7781912123673,,tomato_salad,1,1.0,30.0
2696,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,82.25000000000597,,,1,1.0,30.0,45.856512480906304,97.90488880861336,,tomato_salad,1,1.0,30.0
2697,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,83.50000000000625,,,1,1.0,30.0,46.750851852507964,97.03158640485942,,tomato_salad,1,1.0,30.0
2698,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,84.75000000000654,,,1,1.0,30.0,47.645191224109624,96.15828400110549,,tomato_salad,1,1.0,30.0
2699,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,86.00000000000682,,,1,1.0,30.0,48.539530595711284,95.28498159735155,,tomato_salad,1,1.0,30.0
2700,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,87.2500000000071,,,1,1.0,30.0,49.433869967312944,94.41167919359702,,tomato_salad,1,1.0,30.0
2701,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.49189088134284,88.29803951736653,,,1,1.0,30.0,50.328209338914604,93.5383767898421,,tomato_salad,1,1.0,30.0
2702,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.37026745516934,89.18739579836529,,,1,1.0,30.0,51.222548710516264,92.66507438608718,,tomato_salad,1,1.0,30.0
2703,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.24864402899584,90.07675207936404,,,1,1.0,30.0,52.116888082117924,91.79177198233225,,tomato_salad,1,1.0,30.0
2704,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.12702060282234,90.9661083603628,,,1,1.0,30.0,53.011227453719584,90.91846957857733,,tomato_salad,1,1.0,30.0
2705,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.00539717664884,91.85546464136155,,,1,1.0,30.0,53.905566825321245,90.04516717482241,,tomato_salad,1,1.0,30.0
2706,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.883773750475342,92.7448209223603,,,1,1.0,30.0,54.799906196922905,89.17186477106749,,tomato_salad,1,1.0,30.0
2707,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.762150324301842,93.63417720335906,,,1,1.0,30.0,55.694245568524565,88.29856236731256,,tomato_salad,1,1.0,30.0
2708,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.640526898128343,94.52353348435781,,,1,1.0,30.0,56.57949582572894,87.41606070901427,,tomato_salad,1,1.0,30.0
2709,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.518903471954843,95.41288976535657,,,1,1.0,30.0,57.46350665824278,86.53230460691462,,tomato_salad,1,1.0,30.0
2710,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.39728004578134,96.30224604635532,,,1,1.0,30.0,58.347517490756616,85.64854850481497,,tomato_salad,1,1.0,30.0
2711,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.275656619607844,97.19160232735408,,,1,1.0,30.0,59.23152832327045,84.76479240271532,,tomato_salad,1,1.0,30.0
2712,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.154033193434344,98.08095860835283,,,1,1.0,30.0,60.11553915578429,83.88103630061566,,tomato_salad,1,1.0,30.0
2713,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.032409767260845,98.97031488935158,,,1,1.0,30.0,60.99954998829813,82.99728019851601,,tomato_salad,1,1.0,30.0
2714,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.910786341087345,99.85967117035034,,,1,1.0,30.0,61.883560820811965,82.11352409641636,,tomato_salad,1,1.0,30.0
2715,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.789162914913845,100.7490274513491,,,1,1.0,30.0,62.7675716533258,81.2297679943167,,tomato_salad,1,1.0,30.0
2716,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.667539488740346,101.63838373234866,,,1,1.0,30.0,63.65158248583964,80.34601189221705,,tomato_salad,1,1.0,30.0
2717,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.545916062566846,102.52774001334835,,,1,1.0,30.0,64.5355933183539,79.4622557901174,,tomato_salad,1,1.0,30.0
2718,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.424292636393346,103.41709629434803,,,1,1.0,30.0,65.41960415086845,78.57849968801774,,tomato_salad,1,1.0,30.0
2719,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.311608376973936,103.31936371188569,,,1,1.0,30.0,66.303614983383,77.69474358591809,,tomato_salad,1,1.0,30.0
2720,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.205947748575596,102.44606130813175,,,1,1.0,30.0,67.18762581589755,76.81098748381844,,tomato_salad,1,1.0,30.0
2721,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.100287120177256,101.5727589043778,,,1,1.0,30.0,68.0716366484121,75.92723138171878,,tomato_salad,1,1.0,30.0
