tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,440b5453697342bb_score,player_0938c932_x,player_0938c932_y,player_0938c932_move_target,player_0938c932_item,player_0938c932_score,player_0938c932_cut_speed,player_0938c932_speed,player_aadf9acf_x,player_aadf9acf_y,player_aadf9acf_move_target,player_aadf9acf_item,player_aadf9acf_score,player_aadf9acf_cut_speed,player_aadf9acf_speed,9322ce5643c5b3af_score,89882485bf7c1c13_message,c010a93b5fc4afc8_score
2672,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2673,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2674,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2675,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2676,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2677,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2678,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2679,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2680,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2681,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2682,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2683,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2684,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2685,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2686,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2687,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2688,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2689,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2690,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2691,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2692,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2693,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2694,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2695,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2696,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2697,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2698,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2699,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2700,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2701,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2702,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2703,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2704,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2705,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2706,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2707,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2708,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2709,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2710,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2711,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,71.80447975660813,40.19790274726076,,tomato_salad,0,0.2,30.0,,,
2712,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,72.68829822195515,39.31395426442238,,tomato_salad,0,0.2,30.0,,,
2713,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,73.57211668730217,38.430005781584015,,tomato_salad,0,0.2,30.0,,,
2714,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,74.45593515264919,37.54605729874565,,tomato_salad,0,0.2,30.0,,,
2715,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,75.33975361799621,36.66210881590729,,tomato_salad,0,0.2,30.0,,,
2716,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,76.22357208334323,35.778160333068925,,tomato_salad,0,0.2,30.0,,,
2717,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,77.10739054869025,34.89421185023056,,tomato_salad,0,0.2,30.0,,,
2718,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,77.99120901403727,34.01026336739219,,tomato_salad,0,0.2,30.0,,,
2719,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,78.87502747938429,33.12631488455383,,tomato_salad,0,0.2,30.0,,,
2720,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,79.7588459447313,32.24236640171547,,tomato_salad,0,0.2,30.0,,,
2721,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,80.64266441007832,31.358417918877226,,tomato_salad,0,0.2,30.0,,,
2722,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,81.52648287542534,30.474469436039033,,tomato_salad,0,0.2,30.0,,,
2723,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,82.41030134077236,29.59052095320084,,tomato_salad,0,0.2,30.0,,,
2724,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,83.29411980611938,28.706572470362648,,tomato_salad,0,0.2,30.0,,,
2725,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,84.1779382714664,27.822623987524455,,tomato_salad,0,0.2,30.0,,,
2726,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,85.06175673681342,26.938675504686262,,tomato_salad,0,0.2,30.0,,,
2727,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,85.94557520216044,26.05472702184785,,tomato_salad,0,0.2,30.0,,,
2728,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,86.82939366750746,25.1707785390093,,tomato_salad,0,0.2,30.0,,,
2729,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,87.71321213285431,24.2868300561707,,tomato_salad,0,0.2,30.0,,,
2730,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,88.60689235978973,24.984004758292013,,tomato_salad,0,0.2,30.0,,,
2731,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,89.50166833801282,25.856859814297607,,tomato_salad,0,0.2,30.0,,,
2732,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,90.39644431623591,26.729714870303013,,tomato_salad,0,0.2,30.0,,,
2733,train,True,0,1,None_cut,3.841666666666662,3,0,2,None_cut,3.0916666666666583,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,tomato,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,88.0,40.0,,,2,1.0,12.0,91.29122029445901,27.60256992630842,,tomato_salad,0,0.2,30.0,,,
