tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,62a6dfe6daedb3c5_score,player_d25110a3_x,player_d25110a3_y,player_d25110a3_move_target,player_d25110a3_item,player_d25110a3_score,player_d25110a3_cut_speed,player_d25110a3_speed,player_35cac17f_x,player_35cac17f_y,player_35cac17f_move_target,player_35cac17f_item,player_35cac17f_score,player_35cac17f_cut_speed,player_35cac17f_speed
2652,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,64.22160473101623,31.87562520984293,,,1,1.0,30.0
2653,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,65.09998130484344,30.98626892884382,,,1,1.0,30.0
2654,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,65.97835787867065,30.09691264784471,,,1,1.0,30.0
2655,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,66.8567344524977,29.2075563668456,,,1,1.0,30.0
2656,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,67.73511102632406,28.31820008584649,,,1,1.0,30.0
2657,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,68.61348760015042,27.428843804847382,,,1,1.0,30.0
2658,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,69.4918641739768,26.539487523848273,,,1,1.0,30.0
2659,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,70.37024074780315,25.650131242849163,,,1,1.0,30.0
2660,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,71.24861732162951,24.760774961850053,,,1,1.0,30.0
2661,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,,1,1.0,30.0
2662,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2663,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2664,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2665,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2666,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2667,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2668,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2669,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2670,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2671,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2672,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2673,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2674,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2675,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2676,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2677,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2678,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2679,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2680,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2681,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2682,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2683,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2684,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2685,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2686,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2687,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2688,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2689,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2690,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2691,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2692,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2693,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2694,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2695,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,41.250000000000284,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2696,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,42.50000000000057,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2697,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,43.75000000000085,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2698,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,45.00000000000114,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2699,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,46.25000000000142,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2700,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,47.500000000001705,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2701,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,48.75000000000199,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2702,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,50.000000000002274,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2703,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,51.25000000000256,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2704,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,52.50000000000284,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2705,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,53.750000000003126,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2706,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,55.00000000000341,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2707,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2708,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2709,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.999999999999998,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,71.11611652351695,24.88388347648305,,tomato,1,1.0,30.0
2710,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.0416666666666643,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,70.2322330470339,25.7677669529661,,tomato,1,1.0,30.0
2711,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.083333333333331,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,69.34834957055085,26.65165042944915,,tomato,1,1.0,30.0
2712,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.1249999999999973,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,68.4644660940678,27.535533905932198,,tomato,1,1.0,30.0
2713,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,67.58058261758475,28.419417382415247,,tomato,1,1.0,30.0
2714,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2083333333333304,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,66.6966991411017,29.303300858898297,,tomato,1,1.0,30.0
2715,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.249999999999997,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,65.81281566461865,30.187184335381346,,tomato,1,1.0,30.0
2716,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2916666666666634,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,64.9289321881356,31.071067811864395,,tomato,1,1.0,30.0
2717,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.33333333333333,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,64.04504871165256,31.954951288347445,,tomato,1,1.0,30.0
2718,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3749999999999964,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,63.161165235169506,32.838834764830494,,tomato,1,1.0,30.0
2719,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,62.277281758686456,33.722718241313544,,tomato,1,1.0,30.0
2720,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.4583333333333295,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,61.39339828220341,34.60660171779659,,tomato,1,1.0,30.0
2721,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.499999999999996,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,60.50951480572036,35.49048519427964,,tomato,1,1.0,30.0
2722,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.5416666666666625,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,59.62563132923731,36.37436867076269,,tomato,1,1.0,30.0
2723,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.583333333333329,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,58.74174785275426,37.25825214724574,,tomato,1,1.0,30.0
2724,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,57.85786437627121,38.14213562372879,,tomato,1,1.0,30.0
2725,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,56.97398089978816,39.02601910021184,,tomato,1,1.0,30.0
2726,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,56.19434681531624,39.95382555869017,,tomato,1,1.0,30.0
2727,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,56.179208272259245,41.203733885133886,,tomato,1,1.0,30.0
2728,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,56.164069729202254,42.4536422115776,,tomato,1,1.0,30.0
2729,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,56.14893118614526,43.70355053802132,,tomato,1,1.0,30.0
2730,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,56.13379264308827,44.953458864465034,,tomato,1,1.0,30.0
2731,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,56.11865410003128,46.20336719090875,,tomato,1,1.0,30.0
2732,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.9583333333333277,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,2,1.0,30.0,56.10351555697429,47.453275517352466,,tomato,1,1.0,30.0
