tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,6e07b15efe68d7b5_score,player_c27eed6b_x,player_c27eed6b_y,player_c27eed6b_move_target,player_c27eed6b_item,player_c27eed6b_score,player_c27eed6b_cut_speed,player_c27eed6b_speed,player_049469d6_x,player_049469d6_y,player_049469d6_move_target,player_049469d6_item,player_049469d6_score,player_049469d6_cut_speed,player_049469d6_speed,3968fed5eb8c4b67_score,a6df5ed073fdf6ca_message,341403a8e454c6e6_score
4863,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4864,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.083333333333333,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4865,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.1249999999999998,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4866,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.1666666666666665,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4867,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4868,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.25,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4869,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.2916666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4870,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.3333333333333335,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4871,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4872,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4873,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4874,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,24.0,24.0,,,3,1.0,30.0,,,4.0
4875,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,25.24999999999993,24.0,,,3,1.0,30.0,,,4.0
4876,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,26.499999999999858,24.0,,,3,1.0,30.0,,,4.0
4877,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,27.749999999999787,24.0,,,3,1.0,30.0,,,4.0
4878,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,28.999999999999716,24.0,,,3,1.0,30.0,,,4.0
4879,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,1,1.0,30.0,30.249999999999645,24.0,,,3,1.0,30.0,,,4.0
4880,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.88388347648305,55.11611652351695,,,1,1.0,30.0,31.499999999999574,24.0,,,3,1.0,30.0,,,4.0
4881,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.7677669529661,54.2322330470339,,,1,1.0,30.0,32.749999999999716,24.0,,,3,1.0,30.0,,,4.0
4882,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.65165042944915,53.34834957055085,,,1,1.0,30.0,34.0,24.0,,,3,1.0,30.0,,,4.0
4883,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.5355339059322,52.4644660940678,,,1,1.0,30.0,35.250000000000284,24.0,,,3,1.0,30.0,,,4.0
4884,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.41941738241525,51.58058261758475,,,1,1.0,30.0,36.50000000000057,24.0,,,3,1.0,30.0,,,4.0
4885,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.3033008588983,50.6966991411017,,,1,1.0,30.0,37.75000000000085,24.0,,,3,1.0,30.0,,,4.0
4886,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.187184335381346,49.812815664618654,,,1,1.0,30.0,39.00000000000114,24.0,,,3,1.0,30.0,,,4.0
4887,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.071067811864395,48.928932188135605,,,1,1.0,30.0,40.25000000000142,24.0,,,3,1.0,30.0,,,4.0
4888,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.954951288347445,48.045048711652555,,,1,1.0,30.0,41.500000000001705,24.0,,,3,1.0,30.0,,,4.0
4889,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.8388347648305,47.161165235169506,,,1,1.0,30.0,42.75000000000199,24.0,,,3,1.0,30.0,,,4.0
4890,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.72271824131354,46.277281758686456,,,1,1.0,30.0,44.000000000002274,24.0,,,3,1.0,30.0,,,4.0
4891,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.6066017177966,45.39339828220341,,,1,1.0,30.0,45.25000000000256,24.0,,,3,1.0,30.0,,,4.0
4892,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.49048519427964,44.50951480572036,,,1,1.0,30.0,46.50000000000284,24.0,,,3,1.0,30.0,,,4.0
4893,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.37436867076269,43.62563132923731,,,1,1.0,30.0,47.750000000003126,24.0,,,3,1.0,30.0,,,4.0
4894,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.25825214724574,42.74174785275426,,,1,1.0,30.0,49.00000000000341,24.0,,,3,1.0,30.0,,,4.0
4895,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.14213562372879,41.85786437627121,,,1,1.0,30.0,50.250000000003695,24.0,,,3,1.0,30.0,,,4.0
4896,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.02601910021184,40.97398089978816,,,1,1.0,30.0,51.50000000000398,24.0,,,3,1.0,30.0,,,4.0
4897,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.95382555869026,40.19434681531624,,,1,1.0,30.0,52.75000000000426,24.0,,,3,1.0,30.0,,,4.0
4898,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.20373388513468,40.179208272259245,,,1,1.0,30.0,54.00000000000455,24.0,,,3,1.0,30.0,,,4.0
4899,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.45364221157911,40.164069729202254,,,1,1.0,30.0,55.25000000000483,24.0,,,3,1.0,30.0,,,4.0
4900,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.70355053802353,40.14893118614526,,,1,1.0,30.0,56.500000000005116,24.0,,,3,1.0,30.0,,,4.0
4901,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.95345886446796,40.13379264308827,,,1,1.0,30.0,57.7500000000054,24.0,,,3,1.0,30.0,,,4.0
4902,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.20336719091239,40.11865410003128,,,1,1.0,30.0,59.000000000005684,24.0,,,3,1.0,30.0,,,4.0
4903,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.45327551735681,40.10351555697429,,,1,1.0,30.0,60.25000000000597,24.0,,,3,1.0,30.0,,,4.0
4904,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.70318384380124,40.088377013917295,,,1,1.0,30.0,61.50000000000625,24.0,,,3,1.0,30.0,,,4.0
4905,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.95309217024567,40.0732384708603,,,1,1.0,30.0,62.75000000000654,24.0,,,3,1.0,30.0,,,4.0
4906,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.2030004966901,40.05809992780313,,,1,1.0,30.0,64.00000000000682,24.0,,,3,1.0,30.0,,,4.0
4907,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.45290882313452,40.04296138474578,,,1,1.0,30.0,65.2500000000071,24.0,,,3,1.0,30.0,,,4.0
4908,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.70281714957895,40.027822841688426,,,1,1.0,30.0,66.50000000000739,24.0,,,3,1.0,30.0,,,4.0
4909,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.95272547602337,40.01268429863107,,,1,1.0,30.0,67.75000000000767,24.0,,,3,1.0,30.0,,,4.0
4910,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.20266313365056,40.00233106509771,,,1,1.0,30.0,69.00000000000796,24.0,,,3,1.0,30.0,,,4.0
4911,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.45266312004111,40.0021466143028,,,1,1.0,30.0,70.25000000000824,24.0,,,3,1.0,30.0,,,4.0
4912,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.70266310643166,40.0019621635079,,,1,1.0,30.0,71.50000000000853,24.0,,,3,1.0,30.0,,,4.0
4913,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.9526630928222,40.00177771271299,,,1,1.0,30.0,72.75000000000881,24.0,,,3,1.0,30.0,,,4.0
4914,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.20266307921275,40.00159326191809,,,1,1.0,30.0,74.0000000000091,24.0,,,3,1.0,30.0,,,4.0
4915,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.4526630656033,40.001408811123184,,,1,1.0,30.0,75.25000000000938,24.0,,,3,1.0,30.0,,,4.0
4916,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.70266305199385,40.00122436032828,,,1,1.0,30.0,76.50000000000966,24.0,,,3,1.0,30.0,,,4.0
4917,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.9526630383844,40.001039909533375,,,1,1.0,30.0,77.75000000000995,24.0,,,3,1.0,30.0,,,4.0
4918,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.20266302477495,40.00085545873847,,,1,1.0,30.0,79.00000000001023,24.0,,,3,1.0,30.0,,,4.0
4919,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.4526630111655,40.00067100794384,,,1,1.0,30.0,80.25000000001052,24.0,,,3,1.0,30.0,,,4.0
4920,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.70266299755605,40.000486557149294,,,1,1.0,30.0,81.5000000000108,24.0,,,3,1.0,30.0,,,4.0
4921,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.9526629839466,40.000302106354745,,,1,1.0,30.0,82.75000000001108,24.0,,,3,1.0,30.0,,,4.0
4922,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.20266297033714,40.000117655560196,,,1,1.0,30.0,84.00000000001137,24.0,,,3,1.0,30.0,,,4.0
4923,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.45266296380328,40.00002795062478,,,1,1.0,30.0,85.25000000001165,24.0,,,3,1.0,30.0,,,4.0
4924,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.70266296380072,40.00002570340544,,,1,1.0,30.0,86.50000000001194,24.0,,,3,1.0,30.0,,,4.0
4925,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.95266296379816,40.00002345618579,,,1,1.0,30.0,87.75000000001222,24.0,,,3,1.0,30.0,,,4.0
4926,test,True,0,1,None_cut,3.9583333333333277,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.2026629637956,40.00002120896613,,,1,1.0,30.0,88.0,24.0,,,3,1.0,30.0,,,4.0
