tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4e21469edf330d11_score,player_81f1160d_x,player_81f1160d_y,player_81f1160d_move_target,player_81f1160d_item,player_81f1160d_score,player_81f1160d_cut_speed,player_81f1160d_speed,player_f61b9550_x,player_f61b9550_y,player_f61b9550_move_target,player_f61b9550_item,player_f61b9550_score,player_f61b9550_cut_speed,player_f61b9550_speed
1915,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,36.37436867076269,100.37436867076269,,,0,0.2,30.0
1916,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,37.25825214724574,101.25825214724574,,,0,0.2,30.0
1917,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,38.14213562372879,102.14213562372879,,,0,0.2,30.0
1918,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,39.02601910021184,103.02601910021184,,,0,0.2,30.0
1919,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,39.911194900505734,103.69907880744046,,,0,0.2,30.0
1920,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,40.80584774207915,102.82609754013657,,,0,0.2,30.0
1921,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,41.70050058365257,101.95311627283269,,,0,0.2,30.0
1922,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,42.59515342522599,101.0801350055288,,,0,0.2,30.0
1923,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,43.489806266799405,100.20715373822492,,,0,0.2,30.0
1924,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,44.38445910837282,99.33417247092103,,,0,0.2,30.0
1925,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,45.27911194994624,98.46119120361715,,,0,0.2,30.0
1926,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,46.17376479151966,97.58820993631326,,,0,0.2,30.0
1927,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,47.06841763309308,96.71522866900938,,,0,0.2,30.0
1928,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,47.963070474666495,95.84224740170549,,,0,0.2,30.0
1929,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,48.85772331623991,94.96926613440161,,,0,0.2,30.0
1930,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,49.75237615781333,94.09628486709772,,,0,0.2,30.0
1931,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,50.64702899938675,93.22330359979384,,,0,0.2,30.0
1932,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,51.541681840960166,92.35032233248995,,,0,0.2,30.0
1933,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,52.436334682533584,91.47734106518607,,,0,0.2,30.0
1934,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,53.330987524107,90.60435979788218,,,0,0.2,30.0
1935,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,54.22564036568042,89.7313785305783,,,0,0.2,30.0
1936,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,55.12029320725386,88.85839726327441,,,0,0.2,30.0
1937,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.01239308720309,87.98283115649855,,,0,0.2,30.0
1938,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.89640858867548,87.09907972472809,,,0,0.2,30.0
1939,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,57.78042409014787,86.21532829295762,,,0,0.2,30.0
1940,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,58.66443959162026,85.33157686118716,,,0,0.2,30.0
1941,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,59.54845509309265,84.4478254294167,,,0,0.2,30.0
1942,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,60.43247059456504,83.56407399764623,,,0,0.2,30.0
1943,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,61.31648609603797,82.68032256587577,,,0,0.2,30.0
1944,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,62.20050159751097,81.7965711341053,,,0,0.2,30.0
1945,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,63.08451709898397,80.91281970233484,,,0,0.2,30.0
1946,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,63.968532600456975,80.02906827056438,,,0,0.2,30.0
1947,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,64.85254810192939,79.14531683879392,,,0,0.2,30.0
1948,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,65.73656360340178,78.26156540702345,,,0,0.2,30.0
1949,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,66.62057910487417,77.37781397525299,,,0,0.2,30.0
1950,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,67.50459460634656,76.49406254348253,,,0,0.2,30.0
1951,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,68.38861010781908,75.61031111171206,,,0,0.2,30.0
1952,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,69.27262560929279,74.7265596799416,,,0,0.2,30.0
1953,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,70.15664111076651,73.84280824817114,,,0,0.2,30.0
1954,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,71.04065661224023,72.95905681640068,,,0,0.2,30.0
1955,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,71.92465385736448,72.07528712552008,,,0,0.2,30.0
1956,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.80853895634202,71.19140527153436,,,0,0.2,30.0
1957,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,73.69242405531956,70.30752341754865,,,0,0.2,30.0
1958,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,74.5763091542971,69.42364156356216,,,0,0.2,30.0
1959,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,75.46019425327465,68.53975970957515,,,0,0.2,30.0
1960,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,76.3440793522522,67.65587785558816,,,0,0.2,30.0
1961,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,77.22796445122974,66.77199600160115,,,0,0.2,30.0
1962,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,78.11184955020728,65.88811414761415,,,0,0.2,30.0
1963,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,78.99573464918483,65.00423229362715,,,0,0.2,30.0
1964,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,79.87961974816237,64.12035043964015,,,0,0.2,30.0
1965,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,80.76350484713991,63.23646858565365,,,0,0.2,30.0
1966,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,81.64738994611746,62.35258673166722,,,0,0.2,30.0
1967,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,82.531275045095,61.4687048776808,,,0,0.2,30.0
1968,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,83.4151601440717,60.584823023694376,,,0,0.2,30.0
1969,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,84.2990452430484,59.70094116970795,,,0,0.2,30.0
1970,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,85.1829303420251,58.81705931572153,,,0,0.2,30.0
1971,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,86.0668154410018,57.933177461735106,,,0,0.2,30.0
1972,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,86.9507005399785,57.04929560774868,,,0,0.2,30.0
1973,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.80851356070873,56.154432843578086,,,0,0.2,30.0
1974,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.82332938480342,54.90452065011922,,,0,0.2,30.0
1975,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.8381452088981,53.65460845666035,,,0,0.2,30.0
1976,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.85296103299278,52.40469626320148,,,0,0.2,30.0
1977,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.86777685708746,51.15478406974261,,,0,0.2,30.0
1978,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.88259268118163,49.90487187628374,,,0,0.2,30.0
1979,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.8974085052756,48.654959682824874,,,0,0.2,30.0
1980,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.9122243293696,47.405047489366005,,,0,0.2,30.0
1981,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.92704015346357,46.15513529590714,,,0,0.2,30.0
1982,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.94185597755754,44.90522310244827,,,0,0.2,30.0
1983,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.95667180165151,43.6553109089894,,,0,0.2,30.0
1984,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.9714876257455,42.40539871553053,,,0,0.2,30.0
1985,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.98630344983947,41.15548652207166,,,0,0.2,30.0
1986,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.1997967215256,39.988559958232564,,,0,0.2,30.0
1987,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,89.07842753515074,39.099454850077045,,,0,0.2,30.0
1988,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,89.95705834877587,38.21034974192101,,,0,0.2,30.0
1989,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,90.83568916240101,37.32124463376489,,,0,0.2,30.0
1990,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,91.71431997602615,36.43213952560876,,,0,0.2,30.0
1991,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,92.59295078965128,35.54303441745263,,,0,0.2,30.0
