tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e0879586d3df974c_score,player_da248a9f_x,player_da248a9f_y,player_da248a9f_move_target,player_da248a9f_item,player_da248a9f_score,player_da248a9f_cut_speed,player_da248a9f_speed,player_3b27a95e_x,player_3b27a95e_y,player_3b27a95e_move_target,player_3b27a95e_item,player_3b27a95e_score,player_3b27a95e_cut_speed,player_3b27a95e_speed
2571,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.735111026322045,28.318200085849046,,,0,1.0,12.0,56.0,56.0,,tomato_salad,4,0.2,30.0
2572,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.086461655852645,27.96245757344933,,,0,1.0,12.0,56.0,56.0,,tomato_salad,4,0.2,30.0
2573,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.437812285383245,27.606715061049616,,,0,1.0,12.0,56.0,56.0,,tomato_salad,4,0.2,30.0
2574,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.789162914913845,27.2509725486499,,,0,1.0,12.0,56.0,56.0,,tomato_salad,4,0.2,30.0
2575,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.140513544444445,26.895230036250187,,,0,1.0,12.0,56.0,56.0,,tomato_salad,4,0.2,30.0
2576,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.491864173975046,26.53948752385047,,,0,1.0,12.0,56.0,56.0,,tomato_salad,4,0.2,30.0
2577,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.843214803505646,26.183745011450757,,,0,1.0,12.0,57.250000000000284,56.0,,tomato_salad,4,0.2,30.0
2578,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.194565433036246,25.828002499051042,,,0,1.0,12.0,58.50000000000057,56.0,,tomato_salad,4,0.2,30.0
2579,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.545916062566846,25.472259986651327,,,0,1.0,12.0,59.75000000000085,56.0,,tomato_salad,4,0.2,30.0
2580,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.897266692097446,25.116517474251612,,,0,1.0,12.0,61.00000000000114,56.0,,tomato_salad,4,0.2,30.0
2581,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,39.248617321628046,24.760774961851897,,,0,1.0,12.0,62.25000000000142,56.0,,tomato_salad,4,0.2,30.0
2582,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,39.599967951158646,24.405032449452182,,,0,1.0,12.0,63.500000000001705,56.0,,tomato_salad,4,0.2,30.0
2583,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.013735514180425,24.196125625563692,,,0,1.0,12.0,64.75000000000199,56.0,,tomato_salad,4,0.2,30.0
2584,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.51369789011859,24.18999189533383,,,0,1.0,12.0,66.00000000000227,56.0,,tomato_salad,4,0.2,30.0
2585,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.01366026605676,24.183858165103967,,,0,1.0,12.0,67.25000000000256,56.0,,tomato_salad,4,0.2,30.0
2586,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.51362264199493,24.177724434874104,,,0,1.0,12.0,68.50000000000284,56.0,,tomato_salad,4,0.2,30.0
2587,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.013585017933096,24.17159070464424,,,0,1.0,12.0,69.75000000000313,56.0,,tomato_salad,4,0.2,30.0
2588,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.513547393871264,24.16545697441438,,,0,1.0,12.0,71.00000000000341,56.0,,tomato_salad,4,0.2,30.0
2589,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.01350976980943,24.159323244184517,,,0,1.0,12.0,72.2500000000037,56.0,,tomato_salad,4,0.2,30.0
2590,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.5134721457476,24.153189513954654,,,0,1.0,12.0,73.50000000000398,56.0,,tomato_salad,4,0.2,30.0
2591,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.01343452168577,24.14705578372479,,,0,1.0,12.0,74.75000000000426,56.0,,tomato_salad,4,0.2,30.0
2592,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.513396897623934,24.14092205349493,,,0,1.0,12.0,76.00000000000455,56.0,,tomato_salad,4,0.2,30.0
2593,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.0133592735621,24.134788323265067,,,0,1.0,12.0,77.25000000000483,56.0,,tomato_salad,4,0.2,30.0
2594,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.51332164950027,24.128654593035204,,,0,1.0,12.0,78.50000000000512,56.0,,tomato_salad,4,0.2,30.0
2595,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.01328402543844,24.12252086280534,,,0,1.0,12.0,79.7500000000054,56.0,,tomato_salad,4,0.2,30.0
2596,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.513246401376605,24.11638713257548,,,0,1.0,12.0,81.00000000000568,56.0,,tomato_salad,4,0.2,30.0
2597,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.01320877731477,24.110253402345617,,,0,1.0,12.0,82.25000000000597,56.0,,tomato_salad,4,0.2,30.0
2598,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.51317115325294,24.104119672115754,,,0,1.0,12.0,83.50000000000625,56.0,,tomato_salad,4,0.2,30.0
2599,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.01313352919111,24.09798594188589,,,0,1.0,12.0,84.75000000000654,56.0,,tomato_salad,4,0.2,30.0
2600,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.513095905129276,24.09185221165603,,,0,1.0,12.0,86.00000000000682,56.0,,tomato_salad,4,0.2,30.0
2601,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.013058281067444,24.085718481426166,,,0,1.0,12.0,87.2500000000071,56.0,,tomato_salad,4,0.2,30.0
2602,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.51302065700561,24.079584751196304,,,0,1.0,12.0,88.0,56.0,,tomato_salad,4,0.2,30.0
2603,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,50.01298303294378,24.07345102096644,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2604,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,50.51294540888195,24.06731729073658,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2605,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,51.012907784820115,24.061183560506716,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2606,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,51.51287016075828,24.055049830276854,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2607,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,52.01283253669645,24.04891610004699,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2608,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,52.51279491263462,24.04278236981713,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2609,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,53.012757288572786,24.036648639587266,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2610,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,53.51271966451095,24.030514909357404,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2611,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,54.01268204044912,24.02438117912754,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2612,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,54.51264441638729,24.01824744889768,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2613,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,55.01260679232546,24.012113718667816,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2614,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,55.512569168263624,24.005979988437954,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2615,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.01254734395924,24.002391018162168,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2616,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.512547338367526,24.002316240203765,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2617,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.01254733277581,24.00224146224536,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2618,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.512547327184095,24.00216668428696,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2619,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.01254732159238,24.002091906328555,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2620,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.51254731600066,24.002017128370152,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2621,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.01254731040895,24.00194235041175,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2622,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.51254730481723,24.001867572453346,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2623,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.01254729922552,24.001792794494943,,,0,1.0,12.0,88.0,56.0,,,5,0.2,30.0
2624,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.5125472936338,24.00171801653654,,,0,1.0,12.0,88.0,54.749999999999716,,,5,0.2,30.0
2625,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.012547288042086,24.001643238578175,,,0,1.0,12.0,88.0,53.49999999999943,,,5,0.2,30.0
2626,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.51254728245037,24.00156846061995,,,0,1.0,12.0,88.0,52.24999999999915,,,5,0.2,30.0
2627,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.012547276858655,24.001493682661724,,,0,1.0,12.0,88.0,50.99999999999886,,,5,0.2,30.0
2628,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.51254727126694,24.0014189047035,,,0,1.0,12.0,88.0,49.74999999999858,,,5,0.2,30.0
2629,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.012547265675224,24.001344126745273,,,0,1.0,12.0,88.0,48.499999999998295,,,5,0.2,30.0
2630,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.51254726008351,24.001269348787048,,,0,1.0,12.0,88.0,47.24999999999801,,,5,0.2,30.0
2631,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.01254725449178,24.001194570828822,,,0,1.0,12.0,88.0,45.999999999997726,,,5,0.2,30.0
2632,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.51254724889935,24.001119792870597,,,0,1.0,12.0,88.0,44.74999999999744,,,5,0.2,30.0
2633,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.01254724330693,24.00104501491237,,,0,1.0,12.0,88.0,43.49999999999716,,,5,0.2,30.0
2634,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.5125472377145,24.000970236954146,,,0,1.0,12.0,88.0,42.249999999996874,,,5,0.2,30.0
2635,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.01254723212207,24.00089545899592,,,0,1.0,12.0,88.0,40.99999999999659,,,5,0.2,30.0
2636,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.51254722652965,24.000820681037695,,,0,1.0,12.0,88.3162155665778,39.8798317388366,,,5,0.2,30.0
2637,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.01254722093722,24.00074590307947,,,0,1.0,12.0,89.194592140405,38.990475457837135,,,5,0.2,30.0
2638,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.5125472153448,24.000671125121244,,,0,1.0,12.0,90.07296871423222,38.10111917683767,,,5,0.2,30.0
2639,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.01254720975237,24.00059634716302,,,0,1.0,12.0,90.95134528805943,37.211762895838206,,,5,0.2,30.0
2640,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.51254720415994,24.000521569204796,,,0,1.0,12.0,91.82972186188655,36.32240661483874,,,5,0.2,30.0
2641,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.01254719856752,24.00044679124657,,,0,1.0,12.0,92.70809843571327,35.433050333839276,,,5,0.2,30.0
2642,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.51254719297509,24.000372013288345,,,0,1.0,12.0,93.58647500953998,34.54369405283981,,,5,0.2,30.0
2643,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.01254718738267,24.00029723533012,,,0,1.0,12.0,94.4648515833667,33.654337771840346,,,5,0.2,30.0
2644,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.51254718179024,24.000222457371894,,,0,1.0,12.0,95.34322815719341,32.76498149084088,,,5,0.2,30.0
2645,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.01254717619781,24.00014767941367,,,0,1.0,12.0,96.22160473102007,31.875625209841466,,,5,0.2,30.0
2646,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.9833333333333276,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.51254717060539,24.000072901455443,,,0,1.0,12.0,97.09998130484644,30.986268928842357,,,5,0.2,30.0
