tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,21ff497f2073c182_score,player_bc4a5ead_x,player_bc4a5ead_y,player_bc4a5ead_move_target,player_bc4a5ead_item,player_bc4a5ead_score,player_bc4a5ead_cut_speed,player_bc4a5ead_speed,player_5808f4df_x,player_5808f4df_y,player_5808f4df_move_target,player_5808f4df_item,player_5808f4df_score,player_5808f4df_cut_speed,player_5808f4df_speed
1689,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.34326083960016,88.64064266021096,,,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1690,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.70117318956284,88.29150264568396,,,0,1.0,12.0,24.0,57.250000000000284,,,1,0.2,30.0
1691,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.055985340851095,87.93922325820911,,,0,1.0,12.0,24.0,58.50000000000057,,,1,0.2,30.0
1692,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.40959185932152,87.58572300347676,,,0,1.0,12.0,24.0,59.75000000000085,,,1,0.2,30.0
1693,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.76319837779195,87.2322227487444,,,0,1.0,12.0,24.0,61.00000000000114,,,1,0.2,30.0
1694,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.11680489626238,86.87872249401205,,,0,1.0,12.0,24.0,62.25000000000142,,,1,0.2,30.0
1695,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.47041141473281,86.5252222392797,,,0,1.0,12.0,24.0,63.500000000001705,,,1,0.2,30.0
1696,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.82401793320324,86.17172198454735,,,0,1.0,12.0,24.0,64.75000000000199,,,1,0.2,30.0
1697,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.177624451673665,85.818221729815,,,0,1.0,12.0,24.0,66.00000000000227,,,1,0.2,30.0
1698,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.531230970144094,85.46472147508264,,,0,1.0,12.0,24.0,67.25000000000256,,,1,0.2,30.0
1699,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.88483748861452,85.11122122035054,,,0,1.0,12.0,24.0,68.50000000000284,,,1,0.2,30.0
1700,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.23844400708495,84.75772096561874,,,0,1.0,12.0,24.0,69.75000000000313,,,1,0.2,30.0
1701,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.59205052555538,84.40422071088693,,,0,1.0,12.0,24.0,71.00000000000341,,,1,0.2,30.0
1702,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.94565704402581,84.05072045615513,,,0,1.0,12.0,24.0,72.2500000000037,,,1,0.2,30.0
1703,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.299263562496236,83.69722020142333,,,0,1.0,12.0,24.0,73.50000000000398,,,1,0.2,30.0
1704,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.652870080966665,83.34371994669154,,,0,1.0,12.0,24.0,74.75000000000426,,,1,0.2,30.0
1705,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.00647659943709,82.99021969195972,,,0,1.0,12.0,24.0,76.00000000000455,,,1,0.2,30.0
1706,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.36008311790752,82.63671943722792,,,0,1.0,12.0,24.0,77.25000000000483,,,1,0.2,30.0
1707,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.71368963637795,82.28321918249613,,,0,1.0,12.0,24.0,78.50000000000512,,,1,0.2,30.0
1708,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.06729615484838,81.92971892776431,,,0,1.0,12.0,24.0,79.7500000000054,,,1,0.2,30.0
1709,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.42090267331881,81.57621867303251,,,0,1.0,12.0,24.0,81.00000000000568,,,1,0.2,30.0
1710,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.774509191789235,81.22271841830072,,,0,1.0,12.0,24.0,82.25000000000597,,,1,0.2,30.0
1711,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.128115710259664,80.86921816356892,,,0,1.0,12.0,24.0,83.50000000000625,,,1,0.2,30.0
1712,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.48172222873009,80.5157179088371,,,0,1.0,12.0,24.0,84.75000000000654,,,1,0.2,30.0
1713,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.83532874720052,80.1622176541053,,,0,1.0,12.0,24.0,86.00000000000682,,,1,0.2,30.0
1714,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.18893526567095,79.8087173993735,,,0,1.0,12.0,24.0,87.2500000000071,,,1,0.2,30.0
1715,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.54254178414138,79.4552171446417,,,0,1.0,12.0,24.49189088134284,88.29803951736653,,,1,0.2,30.0
1716,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.8961483026118,79.1017168899099,,,0,1.0,12.0,25.37026745516934,89.18739579836529,,,1,0.2,30.0
1717,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.24975482108223,78.7482166351781,,,0,1.0,12.0,26.24864402899584,90.07675207936404,,,1,0.2,30.0
1718,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.60336133955266,78.3947163804463,,,0,1.0,12.0,27.12702060282234,90.9661083603628,,,1,0.2,30.0
1719,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.95696785802309,78.04121612571448,,,0,1.0,12.0,28.00539717664884,91.85546464136155,,,1,0.2,30.0
1720,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.31057437649352,77.68771587098269,,,0,1.0,12.0,28.883773750475342,92.7448209223603,,,1,0.2,30.0
1721,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.66418089496395,77.33421561625089,,,0,1.0,12.0,29.762150324301842,93.63417720335906,,,1,0.2,30.0
1722,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.01778741343438,76.98071536151907,,,0,1.0,12.0,30.640526898128343,94.52353348435781,,,1,0.2,30.0
1723,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.3713939319048,76.62721510678728,,,0,1.0,12.0,31.518903471954843,95.41288976535657,,,1,0.2,30.0
1724,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.72500045037523,76.27371485205548,,,0,1.0,12.0,32.39728004578134,96.30224604635532,,,1,0.2,30.0
1725,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.07860696884566,75.92021459732366,,,0,1.0,12.0,33.275656619607844,97.19160232735408,,,1,0.2,30.0
1726,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.43221348731609,75.56671434259187,,,0,1.0,12.0,34.154033193434344,98.08095860835283,,,1,0.2,30.0
1727,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.78582000578652,75.21321408786007,,,0,1.0,12.0,35.032409767260845,98.97031488935158,,,1,0.2,30.0
1728,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.13942652425695,74.85971383312827,,,0,1.0,12.0,35.910786341087345,99.85967117035034,,,1,0.2,30.0
1729,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.49303304272738,74.50621357839645,,,0,1.0,12.0,36.789162914913845,100.7490274513491,,,1,0.2,30.0
1730,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.8466395611978,74.15271332366466,,,0,1.0,12.0,37.667539488740346,101.63838373234866,,,1,0.2,30.0
1731,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.20024607966823,73.79921306893286,,,0,1.0,12.0,38.545916062566846,102.52774001334835,,,1,0.2,30.0
1732,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.55385259813866,73.44571281420104,,,0,1.0,12.0,39.424292636393346,103.41709629434803,,,1,0.2,30.0
1733,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.90745911660909,73.09221255946925,,,0,1.0,12.0,40.311608376973936,103.31936371188569,,,1,0.2,30.0
1734,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.26106563507952,72.73871230473745,,,0,1.0,12.0,41.205947748575596,102.44606130813175,,,1,0.2,30.0
1735,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.61467215354995,72.38521205000563,,,0,1.0,12.0,42.100287120177256,101.5727589043778,,,1,0.2,30.0
1736,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.96825400699608,72.03168712649763,,,0,1.0,12.0,42.99462649177892,100.69945650062387,,,1,0.2,30.0
1737,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.3218080466914,71.67813438500794,,,0,1.0,12.0,43.88896586338058,99.82615409686993,,,1,0.2,30.0
1738,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.67536208638673,71.32458164351824,,,0,1.0,12.0,44.78330523498224,98.95285169311599,,,1,0.2,30.0
1739,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.02891612608205,70.97102890202855,,,0,1.0,12.0,45.6776446065839,98.07954928936205,,,1,0.2,30.0
1740,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.38247016577738,70.61747616053886,,,0,1.0,12.0,46.57198397818556,97.20624688560811,,,1,0.2,30.0
1741,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.7360242054727,70.26392341904916,,,0,1.0,12.0,47.46632334978722,96.33294448185417,,,1,0.2,30.0
1742,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.08957824516803,69.91037067755947,,,0,1.0,12.0,48.36066272138888,95.45964207810023,,,1,0.2,30.0
1743,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.44313228486335,69.55681793606978,,,0,1.0,12.0,49.25500209299054,94.58633967434629,,,1,0.2,30.0
1744,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.79668632455868,69.20326519458008,,,0,1.0,12.0,50.1493414645922,93.71303727059235,,,1,0.2,30.0
1745,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.150240364254,68.84971245309039,,,0,1.0,12.0,51.04368083619386,92.83973486683841,,,1,0.2,30.0
1746,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.50379440394933,68.4961597116007,,,0,1.0,12.0,51.93802020779552,91.96643246308447,,,1,0.2,30.0
1747,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.85734844364465,68.142606970111,,,0,1.0,12.0,52.83235957939718,91.09313005933035,,,1,0.2,30.0
1748,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.21090248333998,67.78905422862131,,,0,1.0,12.0,53.72669895099884,90.21982765557541,,,1,0.2,30.0
1749,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.5644565230353,67.43550148713162,,,0,1.0,12.0,54.6210383226005,89.3465252518205,,,1,0.2,30.0
1750,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.91801056273063,67.08194874564192,,,0,1.0,12.0,55.51537769420216,88.47322284806557,,,1,0.2,30.0
1751,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.27156460242595,66.72839600415165,,,0,1.0,12.0,56.4026936592241,87.59281192943624,,,1,0.2,30.0
1752,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.62511864212128,66.37484326266087,,,0,1.0,12.0,57.286704491737936,86.70905582733658,,,1,0.2,30.0
1753,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.9786726818166,66.0212905211701,,,0,1.0,12.0,58.17071532425177,85.82529972523693,,,1,0.2,30.0
1754,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.33222672151193,65.66773777967931,,,0,1.0,12.0,59.05472615676561,84.94154362313728,,,1,0.2,30.0
1755,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.68578076120725,65.31418503818854,,,0,1.0,12.0,59.93873698927945,84.05778752103762,,,1,0.2,30.0
1756,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.03933480090258,64.96063229669777,,,0,1.0,12.0,60.822747821793286,83.17403141893797,,,1,0.2,30.0
1757,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.3928888405979,64.607079555207,,,0,1.0,12.0,61.70675865430712,82.29027531683832,,,1,0.2,30.0
1758,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.74644288029323,64.2535268137162,,,0,1.0,12.0,62.59076948682096,81.40651921473867,,,1,0.2,30.0
1759,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.09999691998856,63.89997407222554,,,0,1.0,12.0,63.4747803193348,80.52276311263901,,,1,0.2,30.0
1760,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.45355095968388,63.546421330735136,,,0,1.0,12.0,64.35879115184892,79.63900701053936,,,1,0.2,30.0
1761,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.8071049993792,63.19286858924473,,,0,1.0,12.0,65.24280198436347,78.7552509084397,,,1,0.2,30.0
1762,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.16065903907453,62.83931584775433,,,0,1.0,12.0,66.12681281687802,77.87149480634005,,,1,0.2,30.0
1763,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.51421307876986,62.485763106263924,,,0,1.0,12.0,67.01082364939256,76.9877387042404,,,1,0.2,30.0
1764,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.86776711846518,62.13221036477352,,,0,1.0,12.0,67.89483448190711,76.10398260214075,,,1,0.2,30.0
1765,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.2213211581605,61.77865762328312,,,0,1.0,12.0,68.77884531442166,75.2202265000411,,,1,0.2,30.0
