tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d36e8da02821da21_score,player_d06e049d_x,player_d06e049d_y,player_d06e049d_move_target,player_d06e049d_item,player_d06e049d_score,player_d06e049d_cut_speed,player_d06e049d_speed,player_470227e3_x,player_470227e3_y,player_470227e3_move_target,player_470227e3_item,player_470227e3_score,player_470227e3_cut_speed,player_470227e3_speed
2012,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.88786635589194,82.10913159957882,,,0,1.0,15.0,76.50951480572036,35.49048519427964,,tomato,2,0.5,30.0
2013,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.3298736998339,81.66725547677926,,,0,1.0,15.0,75.62563132923731,36.37436867076269,,tomato,2,0.5,30.0
2014,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.77188104377585,81.2253793539797,,,0,1.0,15.0,74.74174785275426,37.25825214724574,,tomato,2,0.5,30.0
2015,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.2138883877178,80.78350323118015,,,0,1.0,15.0,73.85786437627121,38.14213562372879,,tomato,2,0.5,30.0
2016,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.65589573165975,80.34162710838059,,,0,1.0,15.0,72.97398089978816,39.02601910021184,,tomato,2,0.5,30.0
2017,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.0979030756017,79.89975098558104,,,0,1.0,15.0,72.19434681531624,39.95382555869017,,tomato,2,0.5,30.0
2018,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.53991041954366,79.45787486278148,,,0,1.0,15.0,72.17920827225925,41.203733885133886,,tomato,2,0.5,30.0
2019,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.98191776348561,79.01599873998192,,,0,1.0,15.0,72.16406972920225,42.4536422115776,,tomato,2,0.5,30.0
2020,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.42392510742756,78.57412261718237,,,0,1.0,15.0,72.14893118614526,43.70355053802132,,tomato,2,0.5,30.0
2021,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.86593245136952,78.13224649438281,,,0,1.0,15.0,72.13379264308827,44.953458864465034,,tomato,2,0.5,30.0
2022,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.30793979531147,77.69037037158326,,,0,1.0,15.0,72.11865410003128,46.20336719090875,,tomato,2,0.5,30.0
2023,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.74994713925342,77.2484942487837,,,0,1.0,15.0,72.10351555697429,47.453275517352466,,tomato,2,0.5,30.0
2024,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.19195448319537,76.80661812598414,,,0,1.0,15.0,72.0883770139173,48.70318384379618,,tomato,2,0.5,30.0
2025,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.63396182713733,76.36474200318459,,,0,1.0,15.0,72.0732384708603,49.9530921702399,,tomato,2,0.5,30.0
2026,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.07596917107928,75.92286588038503,,,0,1.0,15.0,72.05809992780331,51.203000496683615,,tomato,2,0.5,30.0
2027,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.51797651502123,75.48098975758548,,,0,1.0,15.0,72.04296138474632,52.45290882312733,,tomato,2,0.5,30.0
2028,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.95998385896318,75.03911363478592,,,0,1.0,15.0,72.02782284168917,53.70281714957105,,tomato,2,0.5,30.0
2029,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.40199120290514,74.59723751198636,,,0,1.0,15.0,72.01268429863147,54.95272547601476,,tomato,2,0.5,30.0
2030,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.84399854684709,74.15536138918681,,,0,1.0,15.0,72.00233106509788,56.20266313364169,,tomato,2,0.5,30.0
2031,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.28600589078904,73.71348526638725,,,0,1.0,15.0,72.00214661430297,57.45266312003295,,tomato,2,0.5,30.0
2032,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.728013234731,73.2716091435877,,,0,1.0,15.0,72.00196216350807,58.70266310642421,,tomato,2,0.5,30.0
2033,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.17002057867295,72.82973302078814,,,0,1.0,15.0,72.00177771271316,59.95266309281547,,tomato,2,0.5,30.0
2034,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.6120279226149,72.38785689798858,,,0,1.0,15.0,72.00159326191826,61.20266307920673,,tomato,2,0.5,30.0
2035,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.80644349702,71.84162675358695,,,0,1.0,15.0,72.00140881112335,62.45266306559799,,tomato,2,0.5,30.0
2036,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8140793154587,71.21667339990668,,,0,1.0,15.0,72.00122436032845,63.70266305198925,,tomato,2,0.5,30.0
2037,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8217151338974,70.59172004622641,,,0,1.0,15.0,72.00103990953355,64.95266303837997,,tomato,2,0.5,30.0
2038,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8293509523361,69.96676669254614,,,0,1.0,15.0,72.00085545873864,66.20266302477052,,tomato,2,0.5,30.0
2039,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8369867707748,69.34181333886588,,,0,1.0,15.0,72.00067100794374,67.45266301116106,,tomato,2,0.5,30.0
2040,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8446225892135,68.71685998518561,,,0,1.0,15.0,72.00048655714883,68.70266299755161,,tomato,2,0.5,30.0
2041,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8522584076522,68.09190663150534,,,0,1.0,15.0,72.00030210635417,69.95266298394216,,tomato,2,0.5,30.0
2042,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8598942260909,67.46695327782507,,,0,1.0,15.0,72.00011765555998,71.20266297033271,,tomato,2,0.5,30.0
2043,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8675300445296,66.8419999241448,,,0,1.0,15.0,72.00002795062473,72.45266296379884,,tomato,2,0.5,30.0
2044,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8751658629683,66.21704657046453,,,0,1.0,15.0,72.00002570340543,73.70266296379629,,tomato,2,0.5,30.0
2045,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.882801681407,65.59209321678426,,,0,1.0,15.0,72.00002345618613,74.95266296379373,,tomato,2,0.5,30.0
2046,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8904374998457,64.967139863104,,,0,1.0,15.0,72.00002120896683,76.20266296379117,,tomato,2,0.5,30.0
2047,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.8980733182844,64.34218650942373,,,0,1.0,15.0,72.00001896174753,77.45266296378861,,tomato,2,0.5,30.0
2048,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9057091367231,63.71723315574313,,,0,1.0,15.0,72.00001671452823,78.70266296378605,,tomato,2,0.5,30.0
2049,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9133449551618,63.09227980206215,,,0,1.0,15.0,72.00001446730893,79.9526629637835,,tomato,2,0.5,30.0
2050,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9209807736005,62.46732644838117,,,0,1.0,15.0,72.00001222008945,81.20266296378094,,tomato,2,0.5,30.0
2051,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9286165920392,61.84237309470019,,,0,1.0,15.0,72.00000997286944,82.45266296377838,,tomato,2,0.5,30.0
2052,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9362524104779,61.217419741019214,,,0,1.0,15.0,72.00000772564943,83.70266296377582,,tomato,2,0.5,30.0
2053,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9438882289166,60.592466387338234,,,0,1.0,15.0,72.00000547842942,84.95266296377326,,tomato,2,0.5,30.0
2054,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9515240473553,59.967513033657255,,,0,1.0,15.0,72.0000032312094,86.2026629637707,,tomato,2,0.5,30.0
2055,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.959159865794,59.342559679976276,,,0,1.0,15.0,72.0000009839894,87.45266296376815,,tomato,2,0.5,30.0
2056,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.96679568423271,58.7176063262953,,,0,1.0,15.0,71.3675165869202,88.44294749693103,,tomato,2,0.5,30.0
2057,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.97443150267141,58.09265297261432,,,0,1.0,15.0,70.48906690935411,89.33223157076935,,tomato,2,0.5,30.0
2058,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.98206732111011,57.46769961893334,,,0,1.0,15.0,69.61061723178801,90.22151564460768,,tomato,2,0.5,30.0
2059,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.98970313954881,56.84274626525236,,,0,1.0,15.0,68.73216755422192,91.110799718446,,tomato,2,0.5,30.0
2060,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99733895798751,56.21779291157138,,,0,1.0,15.0,67.85371787665582,92.00008379228433,,tomato,2,0.5,30.0
2061,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99765904903751,55.592794317793114,,,0,1.0,15.0,66.97526819908973,92.88936786612265,,tomato,2,0.5,30.0
2062,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99775288047755,54.96779432483658,,,0,1.0,15.0,66.09681852152363,93.77865193996098,,tomato,2,0.5,30.0
2063,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99784671191759,54.34279433188005,,,0,1.0,15.0,65.21836884395753,94.66793601379953,,tomato,2,0.5,30.0
2064,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99794054335719,53.71779433892352,,,0,1.0,15.0,64.33991916639144,95.55722008763843,,tomato,2,0.5,30.0
2065,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99803437479652,53.092794345966986,,,0,1.0,15.0,63.461469488825344,96.4465041614773,,tomato,2,0.5,30.0
2066,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99812820623585,52.467794353010454,,,0,1.0,15.0,62.58301981125925,97.33578823531619,,tomato,2,0.5,30.0
2067,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99822203767518,51.84279436005392,,,0,1.0,15.0,61.70457013369315,98.22507230915507,,tomato,2,0.5,30.0
2068,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9983158691145,51.21779436709739,,,0,1.0,15.0,60.82612045612706,99.11435638299395,,tomato,2,0.5,30.0
2069,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99840970055384,50.59279437414086,,,0,1.0,15.0,59.94767077856096,100.00364045683283,,tomato,2,0.5,30.0
2070,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99850353199317,49.967794381184326,,,0,1.0,15.0,59.069221100994866,100.8929245306717,,tomato,2,0.5,30.0
2071,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9985973634325,49.342794388227794,,,0,1.0,15.0,58.19077142342877,101.78220860451059,,tomato,2,0.5,30.0
2072,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99869119487182,48.71779439527126,,,0,1.0,15.0,57.312321745862675,102.67149267834947,,tomato,2,0.5,30.0
2073,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99878502631115,48.09279440231473,,,0,1.0,15.0,56.43387206829658,103.56077675218835,,tomato,2,0.5,30.0
2074,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99887885775048,47.4677944093582,,,0,1.0,15.0,55.543524187708705,103.1636787632347,,tomato,2,0.5,30.0
2075,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99897268918981,46.84279441640167,,,0,1.0,15.0,54.6487756018936,102.29079562776876,,tomato,2,0.5,30.0
2076,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99906652062914,46.217794423445135,,,0,1.0,15.0,53.75402701607849,101.41791249230282,,tomato,2,0.5,30.0
2077,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99916035206847,45.5927944304886,,,0,1.0,15.0,52.85927843026338,100.54502935683688,,tomato,2,0.5,30.0
2078,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.9992541835078,44.96779443753207,,,0,1.0,15.0,51.96452984444827,99.67214622137094,,tomato,2,0.5,30.0
2079,0,1,,0,2,,0,3,,1,0,None_cut,3.5833333333333415,3,2,0,None_cut,3.083333333333331,3,3,2,tomato_cut,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.99934801494713,44.34279444457554,,,0,1.0,15.0,51.069781258633164,98.799263085905,,tomato,2,0.5,30.0
