tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,619a467c1e2f62ad_score,player_db0cb1e1_x,player_db0cb1e1_y,player_db0cb1e1_move_target,player_db0cb1e1_item,player_db0cb1e1_score,player_db0cb1e1_cut_speed,player_db0cb1e1_speed,player_e97c8041_x,player_e97c8041_y,player_e97c8041_move_target,player_e97c8041_item,player_e97c8041_score,player_e97c8041_cut_speed,player_e97c8041_speed
2643,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,46.500000000003325,,tomato_cut,0,1.0,12.0,76.26488897367449,28.318200085845028,,,7,0.2,30.0
2644,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,47.00000000000358,,tomato_cut,0,1.0,12.0,75.38651239984813,27.42884380484592,,,7,0.2,30.0
2645,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,47.50000000000384,,tomato_cut,0,1.0,12.0,74.50813582602177,26.53948752384681,,,7,0.2,30.0
2646,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,48.00000000000409,,tomato_cut,0,1.0,12.0,73.6297592521954,25.6501312428477,,,7,0.2,30.0
2647,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,48.50000000000435,,tomato_cut,0,1.0,12.0,72.75138267836904,24.76077496184859,,,7,0.2,30.0
2648,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,49.000000000004604,,tomato_cut,0,1.0,12.0,72.0,24.0,,,7,0.2,30.0
2649,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,49.50000000000486,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2650,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,50.000000000005116,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2651,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,50.50000000000537,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2652,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,51.00000000000563,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2653,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,51.50000000000588,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2654,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,52.00000000000614,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2655,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,52.500000000006395,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2656,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,53.00000000000665,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2657,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,53.50000000000691,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2658,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,54.00000000000716,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2659,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,54.50000000000742,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2660,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,55.000000000007674,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2661,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,55.50000000000793,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2662,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2663,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,7,0.2,30.0
2664,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,71.11611652351695,24.88388347648305,,tomato,7,0.2,30.0
2665,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,70.2322330470339,25.7677669529661,,tomato,7,0.2,30.0
2666,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,69.34834957055085,26.65165042944915,,tomato,7,0.2,30.0
2667,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,68.4644660940678,27.535533905932198,,tomato,7,0.2,30.0
2668,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,67.58058261758475,28.419417382415247,,tomato,7,0.2,30.0
2669,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,66.6966991411017,29.303300858898297,,tomato,7,0.2,30.0
2670,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,65.81281566461865,30.187184335381346,,tomato,7,0.2,30.0
2671,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,64.9289321881356,31.071067811864395,,tomato,7,0.2,30.0
2672,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,7,0.2,30.0
2673,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,7,0.2,30.0
2674,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,7,0.2,30.0
2675,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,7,0.2,30.0
2676,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,7,0.2,30.0
2677,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,7,0.2,30.0
2678,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,7,0.2,30.0
2679,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,57.85786437627121,38.14213562372879,,tomato,7,0.2,30.0
2680,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.97398089978816,39.02601910021184,,tomato,7,0.2,30.0
2681,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,7,0.2,30.0
2682,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2683,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2684,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2685,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2686,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2687,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2688,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2689,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2690,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2691,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2692,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2693,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2694,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2695,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2696,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2697,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2698,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2699,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2700,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2701,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2702,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2703,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2704,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,,7,0.2,30.0
2705,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,0,1.0,12.0,57.250000000000284,40.0,,,7,0.2,30.0
2706,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,55.499999999999744,,,0,1.0,12.0,58.50000000000057,40.0,,,7,0.2,30.0
2707,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,54.99999999999949,,,0,1.0,12.0,59.75000000000085,40.0,,,7,0.2,30.0
2708,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,54.49999999999923,,,0,1.0,12.0,61.00000000000114,40.0,,,7,0.2,30.0
2709,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,53.99999999999898,,,0,1.0,12.0,62.25000000000142,40.0,,,7,0.2,30.0
2710,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,53.49999999999872,,,0,1.0,12.0,63.500000000001705,40.0,,,7,0.2,30.0
2711,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,52.999999999998465,,,0,1.0,12.0,64.75000000000199,40.0,,,7,0.2,30.0
2712,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,52.49999999999821,,,0,1.0,12.0,66.00000000000227,40.0,,,7,0.2,30.0
2713,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,51.999999999997954,,,0,1.0,12.0,67.25000000000256,40.0,,,7,0.2,30.0
2714,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,51.4999999999977,,,0,1.0,12.0,68.50000000000284,40.0,,,7,0.2,30.0
2715,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,50.99999999999744,,,0,1.0,12.0,69.75000000000313,40.0,,,7,0.2,30.0
2716,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,50.499999999997186,,,0,1.0,12.0,71.00000000000341,40.0,,,7,0.2,30.0
2717,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,49.99999999999693,,,0,1.0,12.0,72.2500000000037,40.0,,,7,0.2,30.0
2718,0,1,,0,2,None_cut,3.8749999999999947,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,49.499999999996675,,,0,1.0,12.0,73.50000000000398,40.0,,,7,0.2,30.0
