tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,48d554423cab3228_score,player_9b23bad9_x,player_9b23bad9_y,player_9b23bad9_move_target,player_9b23bad9_item,player_9b23bad9_score,player_9b23bad9_cut_speed,player_9b23bad9_speed,player_98a02ccd_x,player_98a02ccd_y,player_98a02ccd_move_target,player_98a02ccd_item,player_98a02ccd_score,player_98a02ccd_cut_speed,player_98a02ccd_speed
1770,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.859486455555555,69.10476996375588,,tomato,0,1.0,12.0,24.0,44.74999999999744,,,0,0.2,30.0
1771,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.508135826024954,69.46051247615489,,tomato,0,1.0,12.0,24.0,43.49999999999716,,,0,0.2,30.0
1772,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.156785196494354,69.81625498855391,,tomato,0,1.0,12.0,24.0,42.249999999996874,,,0,0.2,30.0
1773,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.805434566963754,70.17199750095291,,tomato,0,1.0,12.0,24.0,40.99999999999659,,,0,0.2,30.0
1774,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.454083937433154,70.52774001335193,,tomato,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1775,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.102733307902554,70.88348252575094,,tomato,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1776,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.751382678371954,71.23922503814994,,tomato,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1777,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.400032048841354,71.59496755054896,,tomato,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1778,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1779,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1780,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1781,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1782,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1783,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1784,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1785,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1786,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1787,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1788,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1789,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1790,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1791,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1792,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1793,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1794,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1795,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1796,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1797,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1798,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1799,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1800,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1801,0,1,,0,2,None_cut,3.2083333333333246,3,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1802,0,1,,0,2,tomato,0.0,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1803,0,1,,0,2,tomato,0.008333333333333333,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1804,0,1,,0,2,tomato,0.016666666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1805,0,1,,0,2,tomato,0.025,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1806,0,1,,0,2,tomato,0.03333333333333333,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1807,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1808,0,1,,0,2,tomato,0.049999999999999996,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1809,0,1,,0,2,tomato,0.05833333333333333,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1810,0,1,,0,2,tomato,0.06666666666666667,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1811,0,1,,0,2,tomato,0.075,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1812,0,1,,0,2,tomato,0.08333333333333333,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,71.50000000000045,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1813,0,1,,0,2,tomato,0.09166666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,71.00000000000091,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1814,0,1,,0,2,tomato,0.09999999999999999,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.50000000000136,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1815,0,1,,0,2,tomato,0.10833333333333332,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.00000000000182,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1816,0,1,,0,2,tomato,0.11666666666666665,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.50000000000227,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1817,0,1,,0,2,tomato,0.12499999999999999,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.00000000000273,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1818,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.50000000000318,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1819,0,1,,0,2,tomato,0.14166666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.00000000000364,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1820,0,1,,0,2,tomato,0.15,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,67.50000000000409,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1821,0,1,,0,2,tomato,0.15833333333333333,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,67.00000000000455,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1822,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.500000000005,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1823,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.00000000000546,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1824,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.50000000000591,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1825,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.00000000000637,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1826,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.50000000000682,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1827,0,1,,0,2,tomato,0.175,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.00000000000728,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1828,0,1,,0,2,tomato,0.18333333333333332,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.50000000000702,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1829,0,1,,0,2,tomato,0.19166666666666665,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.000000000006764,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1830,0,1,,0,2,tomato,0.19999999999999998,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,62.50000000000651,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1831,0,1,,0,2,tomato,0.20833333333333331,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,62.00000000000625,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1832,0,1,,0,2,tomato,0.21666666666666665,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.500000000006,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1833,0,1,,0,2,tomato,0.22499999999999998,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.00000000000574,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1834,0,1,,0,2,tomato,0.2333333333333333,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.500000000005485,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1835,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.00000000000523,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1836,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.500000000004974,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1837,0,1,,0,2,tomato,0.2583333333333333,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.00000000000472,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1838,0,1,,0,2,tomato,0.26666666666666666,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.50000000000446,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1839,0,1,,0,2,tomato,0.275,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.000000000004206,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1840,0,1,,0,2,tomato,0.2833333333333334,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.50000000000395,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1841,0,1,,0,2,tomato,0.29166666666666674,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.000000000003695,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1842,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.50000000000344,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1843,0,1,,0,2,tomato,0.30833333333333346,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1844,0,1,,0,2,tomato,0.3166666666666668,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1845,0,1,,0,2,tomato,0.3250000000000002,0,0,3,tomato_cut,3.274999999999991,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
