tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b798728e6268c9fe_score,player_e0376b21_x,player_e0376b21_y,player_e0376b21_move_target,player_e0376b21_item,player_e0376b21_score,player_e0376b21_cut_speed,player_e0376b21_speed,player_a0274873_x,player_a0274873_y,player_a0274873_move_target,player_a0274873_item,player_a0274873_score,player_a0274873_cut_speed,player_a0274873_speed
3773,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,64.50000000000682,,,2,1.0,12.0,56.0,72.0,,,0,0.2,30.0
3774,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,64.00000000000728,,,2,1.0,12.0,56.0,70.74999999999972,,,0,0.2,30.0
3775,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,63.50000000000702,,,2,1.0,12.0,56.0,69.49999999999943,,,0,0.2,30.0
3776,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,63.000000000006764,,,2,1.0,12.0,56.0,68.24999999999915,,,0,0.2,30.0
3777,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,62.50000000000651,,,2,1.0,12.0,56.0,66.99999999999886,,,0,0.2,30.0
3778,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,62.00000000000625,,,2,1.0,12.0,56.0,65.74999999999858,,,0,0.2,30.0
3779,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,61.500000000006,,,2,1.0,12.0,56.0,64.4999999999983,,,0,0.2,30.0
3780,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,61.00000000000574,,,2,1.0,12.0,56.0,63.24999999999801,,,0,0.2,30.0
3781,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,60.500000000005485,,,2,1.0,12.0,56.0,61.999999999997726,,,0,0.2,30.0
3782,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,60.00000000000523,,,2,1.0,12.0,56.0,60.74999999999744,,,0,0.2,30.0
3783,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,59.500000000004974,,,2,1.0,12.0,56.0,59.49999999999716,,,0,0.2,30.0
3784,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,59.00000000000472,,,2,1.0,12.0,56.0,58.249999999996874,,,0,0.2,30.0
3785,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,58.50000000000446,,,2,1.0,12.0,56.0,56.99999999999659,,,0,0.2,30.0
3786,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,58.000000000004206,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3787,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,57.50000000000395,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3788,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,57.000000000003695,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3789,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.50000000000344,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3790,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.00000000000318,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3791,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,55.50000000000293,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3792,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,55.00000000000267,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3793,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,54.500000000002416,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3794,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,54.00000000000216,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3795,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,53.500000000001904,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3796,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,53.00000000000165,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3797,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,52.50000000000139,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3798,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,52.00000000000114,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3799,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,51.50000000000088,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3800,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,51.000000000000625,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3801,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,50.50000000000037,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3802,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,50.000000000000114,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3803,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,49.49999999999986,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3804,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,48.9999999999996,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3805,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,48.499999999999346,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3806,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,47.99999999999909,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3807,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,47.499999999998835,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3808,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,46.99999999999858,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3809,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,46.49999999999832,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3810,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,45.99999999999807,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3811,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,45.49999999999781,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3812,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,44.999999999997556,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3813,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,44.4999999999973,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3814,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,43.999999999997044,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3815,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,43.49999999999679,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3816,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,42.99999999999653,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3817,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,42.49999999999628,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3818,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,41.99999999999602,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3819,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,41.499999999995765,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3820,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,40.99999999999551,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3821,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,40.499999999995254,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3822,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.14054025181224,40.057702995035356,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3823,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.49189088134284,39.701960482636,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3824,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.84324151087344,39.34621797023664,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3825,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.19459214040404,38.99047545783728,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3826,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.54594276993464,38.63473294543792,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3827,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.89729339946524,38.27899043303856,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3828,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.24864402899584,37.9232479206392,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3829,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.59999465852644,37.56750540823984,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3830,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.95134528805704,37.21176289584048,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3831,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.30269591758764,36.85602038344112,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3832,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.65404654711824,36.50027787104176,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3833,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.00539717664884,36.1445353586424,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3834,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.35674780617944,35.78879284624304,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3835,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.70809843571004,35.43305033384349,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3836,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.05944906524064,35.07730782144376,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3837,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.41079969477124,34.72156530904403,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3838,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.76215032430184,34.3658227966443,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3839,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.11350095383244,34.01008028424457,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3840,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.46485158336304,33.654337771844844,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3841,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.81620221289364,33.298595259445115,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3842,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.16755284242424,32.94285274704538,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3843,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.51890347195484,32.58711023464566,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3844,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.87025410148544,32.23136772224592,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3845,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.22160473101604,31.875625209846195,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3846,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.57295536054664,31.51988269744648,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
3847,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.92430599007724,31.164140185046765,,,2,1.0,12.0,56.0,56.0,,,0,0.2,30.0
