tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,93bc35c5d26cef21_score,player_8ad82f58_x,player_8ad82f58_y,player_8ad82f58_move_target,player_8ad82f58_item,player_8ad82f58_score,player_8ad82f58_cut_speed,player_8ad82f58_speed,player_a143bd25_x,player_a143bd25_y,player_a143bd25_move_target,player_a143bd25_item,player_a143bd25_score,player_a143bd25_cut_speed,player_a143bd25_speed
2756,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.53426048073838,82.46263249781846,,tomato_salad,1,1.0,15.0,100.4644660940678,27.535533905932198,,plate,0,0.5,30.0
2757,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.97626782468033,82.0207563750189,,tomato_salad,1,1.0,15.0,99.58058261758475,28.419417382415247,,plate,0,0.5,30.0
2758,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.41827516862229,81.57888025221935,,tomato_salad,1,1.0,15.0,98.6966991411017,29.303300858898297,,plate,0,0.5,30.0
2759,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.86028251256424,81.1370041294198,,tomato_salad,1,1.0,15.0,97.81281566461865,30.187184335381346,,plate,0,0.5,30.0
2760,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.30228985650619,80.69512800662024,,tomato_salad,1,1.0,15.0,96.9289321881356,31.071067811864395,,plate,0,0.5,30.0
2761,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.74429720044814,80.25325188382068,,tomato_salad,1,1.0,15.0,96.04504871165256,31.954951288347445,,plate,0,0.5,30.0
2762,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.1863045443901,79.81137576102113,,tomato_salad,1,1.0,15.0,95.1611652351695,32.838834764830494,,plate,0,0.5,30.0
2763,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.62831188833205,79.36949963822157,,tomato_salad,1,1.0,15.0,94.27728175868646,33.722718241313544,,plate,0,0.5,30.0
2764,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.070319232274,78.92762351542201,,tomato_salad,1,1.0,15.0,93.3933982822034,34.60660171779659,,plate,0,0.5,30.0
2765,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.51232657621595,78.48574739262246,,tomato_salad,1,1.0,15.0,92.50951480572036,35.49048519427964,,plate,0,0.5,30.0
2766,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.95433392015791,78.0438712698229,,tomato_salad,1,1.0,15.0,91.62563132923731,36.37436867076269,,plate,0,0.5,30.0
2767,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.39634126409986,77.60199514702335,,tomato_salad,1,1.0,15.0,90.74174785275426,37.25825214724574,,plate,0,0.5,30.0
2768,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.83834860804181,77.16011902422379,,tomato_salad,1,1.0,15.0,89.85786437627121,38.14213562372879,,plate,0,0.5,30.0
2769,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.28035595198376,76.71824290142423,,tomato_salad,1,1.0,15.0,88.97398089978816,39.02601910021184,,plate,0,0.5,30.0
2770,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.72236329592572,76.27636677862468,,tomato_salad,1,1.0,15.0,88.19434681531624,39.95382555869017,,plate,0,0.5,30.0
2771,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.16437063986767,75.83449065582512,,tomato_salad,1,1.0,15.0,88.17920827225925,41.203733885133886,,plate,0,0.5,30.0
2772,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.60637798380962,75.39261453302557,,tomato_salad,1,1.0,15.0,88.16406972920225,42.4536422115776,,plate,0,0.5,30.0
2773,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.04838532775157,74.95073841022601,,tomato_salad,1,1.0,15.0,88.14893118614526,43.70355053802132,,plate,0,0.5,30.0
2774,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.49039267169353,74.50886228742645,,tomato_salad,1,1.0,15.0,88.13379264308827,44.953458864465034,,plate,0,0.5,30.0
2775,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.93240001563548,74.0669861646269,,tomato_salad,1,1.0,15.0,88.11865410003128,46.20336719090875,,plate,0,0.5,30.0
2776,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.37440735957743,73.62511004182734,,tomato_salad,1,1.0,15.0,88.10351555697429,47.453275517352466,,plate,0,0.5,30.0
2777,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.81641470351938,73.18323391902778,,tomato_salad,1,1.0,15.0,88.0883770139173,48.70318384379618,,plate,0,0.5,30.0
2778,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.25842204746134,72.74135779622823,,tomato_salad,1,1.0,15.0,88.0732384708603,49.9530921702399,,plate,0,0.5,30.0
2779,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.70042939140329,72.29948167342867,,tomato_salad,1,1.0,15.0,88.05809992780331,51.203000496683615,,plate,0,0.5,30.0
2780,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,tomato_salad,1,1.0,15.0,88.04296138474632,52.45290882312733,,plate,0,0.5,30.0
2781,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,88.02782284168917,53.70281714957105,,plate,0,0.5,30.0
2782,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,88.01268429863147,54.95272547601476,,plate,0,0.5,30.0
2783,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,87.72126494341975,56.08721304982993,,plate,0,0.5,30.0
2784,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,86.84274886238072,56.97643152430942,,plate,0,0.5,30.0
2785,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,85.96423278134168,57.86564999878891,,plate,0,0.5,30.0
2786,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,85.08571670030264,58.7548684732684,,plate,0,0.5,30.0
2787,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,84.2072006192636,59.644086947747894,,plate,0,0.5,30.0
2788,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,83.32868453822456,60.533305422227386,,plate,0,0.5,30.0
2789,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,82.45016845718553,61.42252389670688,,plate,0,0.5,30.0
2790,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,81.57165237614649,62.31174237118637,,plate,0,0.5,30.0
2791,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,80.69313629510745,63.20096084566586,,plate,0,0.5,30.0
2792,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,79.81462021406841,64.09017932014535,,plate,0,0.5,30.0
2793,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,78.93610413302937,64.97939779462484,,plate,0,0.5,30.0
2794,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,78.05758805199034,65.86861626910434,,plate,0,0.5,30.0
2795,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,77.1790719709513,66.75783474358383,,plate,0,0.5,30.0
2796,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,76.30055588991226,67.64705321806332,,plate,0,0.5,30.0
2797,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,75.42203980887322,68.53627169254281,,plate,0,0.5,30.0
2798,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,74.54352372783418,69.4254901670223,,plate,0,0.5,30.0
2799,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,73.66500764679418,70.3147086415018,,plate,0,0.5,30.0
2800,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.78649156575383,71.20392711598129,,plate,0,0.5,30.0
2801,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.18442931909202,72.20856840125788,,plate,0,0.5,30.0
2802,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.1698314704846,73.4584831594783,,plate,0,0.5,30.0
2803,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.15523362187717,74.70839791769873,,plate,0,0.5,30.0
2804,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.14063577326965,75.95831267591916,,plate,0,0.5,30.0
2805,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.12603792466152,77.20822743413959,,plate,0,0.5,30.0
2806,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.11144007605337,78.45814219236001,,plate,0,0.5,30.0
2807,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.09684222744524,79.70805695058044,,plate,0,0.5,30.0
2808,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.08224437883709,80.95797170880087,,plate,0,0.5,30.0
2809,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.06764653022896,82.2078864670213,,plate,0,0.5,30.0
2810,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.05304868162082,83.45780122524172,,plate,0,0.5,30.0
2811,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.03845083301267,84.70771598346215,,plate,0,0.5,30.0
2812,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.02385298440454,85.95763074168258,,plate,0,0.5,30.0
2813,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,72.0092551357964,87.207545499903,,plate,0,0.5,30.0
2814,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,71.54535275042181,88.26983193213294,,plate,0,0.5,30.0
2815,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,70.66670771572436,89.15892298652551,,plate,0,0.5,30.0
2816,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,69.7880626810269,90.04801404091808,,plate,0,0.5,30.0
2817,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,68.90941764632944,90.93710509531064,,plate,0,0.5,30.0
2818,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,68.03077261163199,91.82619614970321,,plate,0,0.5,30.0
2819,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,67.15212757693453,92.71528720409577,,plate,0,0.5,30.0
2820,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,66.27348254223708,93.60437825848834,,plate,0,0.5,30.0
2821,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,65.39483750753962,94.49346931288183,,plate,0,0.5,30.0
2822,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,64.51619247284216,95.38256036727547,,plate,0,0.5,30.0
2823,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,63.637547438145006,96.27165142166884,,plate,0,0.5,30.0
2824,0,1,,0,2,tomato_cut,0,3,,1,0,tomato_cut,3.8958333333333437,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,15.0,62.75890240344826,97.16074247606176,,plate,0,0.5,30.0
