tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,6cd460573c624b6b_score,player_b3228c38_x,player_b3228c38_y,player_b3228c38_move_target,player_b3228c38_item,player_b3228c38_score,player_b3228c38_cut_speed,player_b3228c38_speed,player_43f6ad55_x,player_43f6ad55_y,player_43f6ad55_move_target,player_43f6ad55_item,player_43f6ad55_score,player_43f6ad55_cut_speed,player_43f6ad55_speed
2154,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2155,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2156,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2157,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2158,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2159,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2160,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2161,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2162,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2163,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2164,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2165,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2166,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2167,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
2168,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,86.74999999999972,72.0,,,1,0.2,30.0
2169,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,85.49999999999943,72.0,,,1,0.2,30.0
2170,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,84.24999999999915,72.0,,,1,0.2,30.0
2171,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato_salad,0,1.0,12.0,82.99999999999886,72.0,,,1,0.2,30.0
2172,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.500000000000256,40.0,,tomato_salad,0,1.0,12.0,81.74999999999858,72.0,,,1,0.2,30.0
2173,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.00000000000051,40.0,,tomato_salad,0,1.0,12.0,80.4999999999983,72.0,,,1,0.2,30.0
2174,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.50000000000077,40.0,,tomato_salad,0,1.0,12.0,79.24999999999801,72.0,,,1,0.2,30.0
2175,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.00000000000102,40.0,,tomato_salad,0,1.0,12.0,77.99999999999773,72.0,,,1,0.2,30.0
2176,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.50000000000128,40.0,,tomato_salad,0,1.0,12.0,76.74999999999744,72.0,,,1,0.2,30.0
2177,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.000000000001535,40.0,,tomato_salad,0,1.0,12.0,75.49999999999716,72.0,,,1,0.2,30.0
2178,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.50000000000179,40.0,,tomato_salad,0,1.0,12.0,74.24999999999687,72.0,,,1,0.2,30.0
2179,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.000000000002046,40.0,,tomato_salad,0,1.0,12.0,72.99999999999659,72.0,,,1,0.2,30.0
2180,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.5000000000023,40.0,,tomato_salad,0,1.0,12.0,71.87983173883686,71.6837844334222,,,1,0.2,30.0
2181,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.00000000000256,40.0,,tomato_salad,0,1.0,12.0,70.9904754578381,70.805407859595,,,1,0.2,30.0
2182,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.500000000002814,40.0,,tomato_salad,0,1.0,12.0,70.10111917683935,69.92703128576852,,,1,0.2,30.0
2183,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.00000000000307,40.0,,tomato_salad,0,1.0,12.0,69.2117628958406,69.0486547119425,,,1,0.2,30.0
2184,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.500000000003325,40.0,,tomato_salad,0,1.0,12.0,68.32240661484184,68.1702781381165,,,1,0.2,30.0
2185,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.00000000000358,40.0,,tomato_salad,0,1.0,12.0,67.43305033384308,67.29190156429048,,,1,0.2,30.0
2186,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.50000000000384,40.0,,tomato_salad,0,1.0,12.0,66.54369405284433,66.41352499046448,,,1,0.2,30.0
2187,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.00000000000409,40.0,,tomato_salad,0,1.0,12.0,65.65433777184558,65.53514841663846,,,1,0.2,30.0
2188,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.50000000000364,40.0,,tomato_salad,0,1.0,12.0,64.76498149084682,64.65677184281246,,,1,0.2,30.0
2189,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.00000000000318,40.0,,tomato_salad,0,1.0,12.0,63.87562520984797,63.778395268986316,,,1,0.2,30.0
2190,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.50000000000273,40.0,,tomato_salad,0,1.0,12.0,62.9862689288485,62.900018695159815,,,1,0.2,30.0
2191,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.00000000000227,40.0,,tomato_salad,0,1.0,12.0,62.09691264784904,62.021642121333315,,,1,0.2,30.0
2192,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.50000000000182,40.0,,tomato_salad,0,1.0,12.0,61.20755636684957,61.143265547506815,,,1,0.2,30.0
2193,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.00000000000136,40.0,,tomato_salad,0,1.0,12.0,60.31820008585011,60.264888973680314,,,1,0.2,30.0
2194,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.50000000000091,40.0,,tomato_salad,0,1.0,12.0,59.42884380485064,59.386512399853814,,,1,0.2,30.0
2195,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.00000000000045,40.0,,tomato_salad,0,1.0,12.0,58.539487523851605,58.50813582602731,,,1,0.2,30.0
2196,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.5,40.0,,tomato_salad,0,1.0,12.0,57.65013124285264,57.62975925220081,,,1,0.2,30.0
2197,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.99999999999955,40.0,,tomato_salad,0,1.0,12.0,56.76077496185368,56.75138267837431,,,1,0.2,30.0
2198,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.49999999999909,40.0,,tomato_salad,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
2199,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.99999999999864,40.0,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2200,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.49999999999818,40.0,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2201,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.99999999999773,40.0,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2202,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.49999999999727,40.0,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2203,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.94371843040568,40.137048156007296,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2204,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.29940671350488,40.48845368423113,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2205,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.65509499660408,40.83985921245497,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2206,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.01078327970328,41.191264740678804,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2207,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.36647156280247,41.54267026890264,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2208,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.72215984590167,41.894075797126476,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2209,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.07784812900087,42.24548132535031,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2210,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.43353641210007,42.59688685357415,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2211,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.78922469519927,42.948292381797984,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2212,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.14491297829846,43.29969791002182,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2213,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.50060126139766,43.651103438245656,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2214,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.85628954449686,44.00250896646949,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2215,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.21197782759606,44.35391449469333,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2216,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.56766611069526,44.705320022917164,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2217,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.92335439379445,45.056725551141,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2218,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.27904267689365,45.408131079364836,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2219,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.63473095999285,45.75953660758867,,tomato_salad,0,1.0,12.0,56.0,56.0,,tomato_salad,1,0.2,30.0
2220,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.99041924309205,46.11094213581251,,tomato_salad,0,1.0,12.0,57.250000000000284,56.0,,tomato_salad,1,0.2,30.0
2221,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.34610752619125,46.46234766403634,,tomato_salad,0,1.0,12.0,58.50000000000057,56.0,,tomato_salad,1,0.2,30.0
2222,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.70179580929045,46.81375319226018,,tomato_salad,0,1.0,12.0,59.75000000000085,56.0,,tomato_salad,1,0.2,30.0
2223,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.05748409238964,47.165158720484015,,tomato_salad,0,1.0,12.0,61.00000000000114,56.0,,tomato_salad,1,0.2,30.0
2224,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.41317237548884,47.51656424870785,,tomato_salad,0,1.0,12.0,62.25000000000142,56.0,,tomato_salad,1,0.2,30.0
2225,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.76886065858804,47.86796977693169,,tomato_salad,0,1.0,12.0,63.500000000001705,56.0,,tomato_salad,1,0.2,30.0
2226,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.12454894168724,48.21937530515552,,tomato_salad,0,1.0,12.0,64.75000000000199,56.0,,tomato_salad,1,0.2,30.0
2227,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.48023722478644,48.57078083337936,,tomato_salad,0,1.0,12.0,66.00000000000227,56.0,,tomato_salad,1,0.2,30.0
2228,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.83592550788563,48.922186361603195,,tomato_salad,0,1.0,12.0,67.25000000000256,56.0,,tomato_salad,1,0.2,30.0
