tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,1e0820810043726d_score,player_ee722195_x,player_ee722195_y,player_ee722195_move_target,player_ee722195_item,player_ee722195_score,player_ee722195_cut_speed,player_ee722195_speed,player_b9d95bf8_x,player_b9d95bf8_y,player_b9d95bf8_move_target,player_b9d95bf8_item,player_b9d95bf8_score,player_b9d95bf8_cut_speed,player_b9d95bf8_speed
2333,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.80649334017409,36.19528593146025,,,0,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
2334,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.16002093652412,35.84170674850465,,,0,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
2335,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.51354853287415,35.48812756554905,,,0,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
2336,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.86707612922419,35.13454838259345,,,0,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
2337,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.22060372557422,34.78096919963785,,,0,1.0,12.0,24.0,54.749999999999716,,tomato_cut,1,0.2,30.0
2338,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.57413132192426,34.42739001668225,,,0,1.0,12.0,24.0,53.49999999999943,,tomato_cut,1,0.2,30.0
2339,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.92765891827429,34.073810833726654,,,0,1.0,12.0,24.0,52.24999999999915,,tomato_cut,1,0.2,30.0
2340,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.28118651462432,33.720231650771055,,,0,1.0,12.0,24.0,50.99999999999886,,tomato_cut,1,0.2,30.0
2341,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.63471411097431,33.366652467815456,,,0,1.0,12.0,24.0,49.74999999999858,,tomato_cut,1,0.2,30.0
2342,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.98824170732374,33.01307328485986,,,0,1.0,12.0,24.0,48.499999999998295,,tomato_cut,1,0.2,30.0
2343,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.34176930367317,32.65949410190426,,,0,1.0,12.0,24.0,47.24999999999801,,tomato_cut,1,0.2,30.0
2344,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.69529690002261,32.30591491894866,,,0,1.0,12.0,24.0,45.999999999997726,,tomato_cut,1,0.2,30.0
2345,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.04882449637205,31.95233573599306,,,0,1.0,12.0,24.0,44.74999999999744,,tomato_cut,1,0.2,30.0
2346,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.40235209272149,31.59875655303746,,,0,1.0,12.0,24.0,43.49999999999716,,tomato_cut,1,0.2,30.0
2347,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.75587968907092,31.245177370081862,,,0,1.0,12.0,24.0,42.249999999996874,,tomato_cut,1,0.2,30.0
2348,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.10940728542036,30.891598187126263,,,0,1.0,12.0,24.0,40.99999999999659,,tomato_cut,1,0.2,30.0
2349,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.46293488176978,30.538019004170664,,,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
2350,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.81646247811922,30.184439821215065,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2351,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.16999007446866,29.830860638259466,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2352,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.5235176708181,29.477281455303867,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2353,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.87704526716753,29.123702272348268,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2354,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.23057286351697,28.77012308939267,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2355,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.5841004598664,28.41654390643707,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2356,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.93762805621584,28.06296472348147,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2357,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.29115565256527,27.709385540525872,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2358,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.6446832489147,27.355806357570273,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2359,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.99821084526414,27.002227174614674,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2360,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.35173844161358,26.648647991659075,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2361,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.70526603796301,26.295068808703476,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2362,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.05879363431245,25.941489625747877,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2363,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.41232123066189,25.58791044279228,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2364,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.76584882701133,25.23433125983668,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2365,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.11937642336075,24.88075207688108,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2366,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.47290401971019,24.52717289392548,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2367,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2368,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2369,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2370,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2371,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2372,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2373,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2374,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2375,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2376,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2377,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2378,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2379,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2380,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2381,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2382,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2383,0,1,,0,2,tomato,0.9333333333333325,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2384,0,1,,0,2,tomato,0.9416666666666658,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2385,0,1,,0,2,tomato,0.9499999999999991,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2386,0,1,,0,2,tomato,0.9583333333333324,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2387,0,1,,0,2,tomato,0.9666666666666657,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2388,0,1,,0,2,tomato,0.974999999999999,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2389,0,1,,0,2,tomato,0.9833333333333323,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2390,0,1,,0,2,tomato,0.9916666666666656,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2391,0,1,,0,2,tomato,0.9999999999999989,0,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2392,0,1,,0,2,tomato,1.0083333333333322,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2393,0,1,,0,2,tomato,1.0166666666666655,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2394,0,1,,0,2,tomato,1.0249999999999988,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2395,0,1,,0,2,tomato,1.033333333333332,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2396,0,1,,0,2,tomato,1.0416666666666654,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2397,0,1,,0,2,tomato,1.0499999999999987,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2398,0,1,,0,2,tomato,1.058333333333332,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2399,0,1,,0,2,tomato,1.0666666666666653,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2400,0,1,,0,2,tomato,1.0749999999999986,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2401,0,1,,0,2,tomato,1.083333333333332,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2402,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2403,0,1,,0,2,tomato,1.0999999999999985,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2404,0,1,,0,2,tomato,1.1083333333333318,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2405,0,1,,0,2,tomato,1.1166666666666651,1,0,3,None_cut,3.6166666666666565,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
