tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d6ce564be7313bda_score,player_54c8d17c_x,player_54c8d17c_y,player_54c8d17c_move_target,player_54c8d17c_item,player_54c8d17c_score,player_54c8d17c_cut_speed,player_54c8d17c_speed,player_2b65cc1d_x,player_2b65cc1d_y,player_2b65cc1d_move_target,player_2b65cc1d_item,player_2b65cc1d_score,player_2b65cc1d_cut_speed,player_2b65cc1d_speed
2271,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,46.25000000000142,,plate,4,1.0,30.0
2272,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,47.500000000001705,,plate,4,1.0,30.0
2273,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,48.75000000000199,,plate,4,1.0,30.0
2274,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,50.000000000002274,,plate,4,1.0,30.0
2275,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,51.25000000000256,,plate,4,1.0,30.0
2276,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,52.50000000000284,,plate,4,1.0,30.0
2277,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,53.750000000003126,,plate,4,1.0,30.0
2278,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,55.00000000000341,,plate,4,1.0,30.0
2279,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,plate,4,1.0,30.0
2280,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2281,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2282,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2283,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2284,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2285,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2286,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2287,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2288,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2289,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2290,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2291,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2292,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2293,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2294,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2295,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2296,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato_cut,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2297,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2298,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2299,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2300,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2301,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2302,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2303,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2304,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2305,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2306,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2307,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2308,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2309,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2310,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2311,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2312,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,,4,1.0,30.0
2313,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2314,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2315,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2316,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2317,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2318,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2319,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2320,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2321,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2322,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2323,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2324,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2325,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2326,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2327,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2328,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2329,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0
2330,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,57.250000000000284,56.0,,tomato_salad,4,1.0,30.0
2331,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,58.50000000000057,56.0,,tomato_salad,4,1.0,30.0
2332,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,59.75000000000085,56.0,,tomato_salad,4,1.0,30.0
2333,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,61.00000000000114,56.0,,tomato_salad,4,1.0,30.0
2334,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,62.25000000000142,56.0,,tomato_salad,4,1.0,30.0
2335,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,63.500000000001705,56.0,,tomato_salad,4,1.0,30.0
2336,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,64.75000000000199,56.0,,tomato_salad,4,1.0,30.0
2337,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,66.00000000000227,56.0,,tomato_salad,4,1.0,30.0
2338,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,67.25000000000256,56.0,,tomato_salad,4,1.0,30.0
2339,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,68.50000000000284,56.0,,tomato_salad,4,1.0,30.0
2340,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,69.75000000000313,56.0,,tomato_salad,4,1.0,30.0
2341,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,71.00000000000341,56.0,,tomato_salad,4,1.0,30.0
2342,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,72.2500000000037,56.0,,tomato_salad,4,1.0,30.0
2343,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,73.50000000000398,56.0,,tomato_salad,4,1.0,30.0
2344,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,74.75000000000426,56.0,,tomato_salad,4,1.0,30.0
2345,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,76.00000000000455,56.0,,tomato_salad,4,1.0,30.0
2346,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,77.25000000000483,56.0,,tomato_salad,4,1.0,30.0
2347,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,78.50000000000512,56.0,,tomato_salad,4,1.0,30.0
2348,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,79.7500000000054,56.0,,tomato_salad,4,1.0,30.0
2349,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,81.00000000000568,56.0,,tomato_salad,4,1.0,30.0
2350,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,82.25000000000597,56.0,,tomato_salad,4,1.0,30.0
2351,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,30.0,83.50000000000625,56.0,,tomato_salad,4,1.0,30.0
