tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,91e0f7087dd7e64b_score,player_a33720bc_x,player_a33720bc_y,player_a33720bc_move_target,player_a33720bc_item,player_a33720bc_score,player_a33720bc_cut_speed,player_a33720bc_speed,player_59c4b247_x,player_59c4b247_y,player_59c4b247_move_target,player_59c4b247_item,player_59c4b247_score,player_59c4b247_cut_speed,player_59c4b247_speed
1713,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1714,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1715,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1716,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1717,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1718,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1719,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1720,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1721,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1722,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1723,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1724,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1725,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1726,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1727,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1728,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1729,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1730,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1731,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1732,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1733,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1734,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1735,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1736,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1737,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1738,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1739,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1740,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1741,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1742,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1743,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1744,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1745,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1746,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1747,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1748,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1749,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1750,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1751,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1752,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1753,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1754,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1755,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1756,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1757,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1758,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1759,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1760,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1761,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1762,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1763,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1764,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1765,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1766,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1767,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1768,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1769,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1770,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1771,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1772,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.625000000000142,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1773,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,25.250000000000284,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1774,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,25.875000000000426,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1775,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,26.50000000000057,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1776,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,27.12500000000071,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1777,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,27.750000000000853,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1778,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,28.375000000000995,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1779,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,29.000000000001137,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1780,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,29.62500000000128,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1781,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,30.25000000000142,,tomato_cut,0,1.0,15.0,72.0,40.0,,,1,0.5,30.0
1782,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,30.875000000001563,,tomato_cut,0,1.0,15.0,73.25000000000028,40.0,,,1,0.5,30.0
1783,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,31.500000000001705,,tomato_cut,0,1.0,15.0,74.50000000000057,40.0,,,1,0.5,30.0
1784,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,32.12500000000185,,tomato_cut,0,1.0,15.0,75.75000000000085,40.0,,,1,0.5,30.0
1785,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,32.75000000000199,,tomato_cut,0,1.0,15.0,77.00000000000114,40.0,,,1,0.5,30.0
1786,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,33.37500000000213,,tomato_cut,0,1.0,15.0,78.25000000000142,40.0,,,1,0.5,30.0
