tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,fe91304808d4b13e_score,player_33813f04_x,player_33813f04_y,player_33813f04_move_target,player_33813f04_item,player_33813f04_score,player_33813f04_cut_speed,player_33813f04_speed,player_893a980b_x,player_893a980b_y,player_893a980b_move_target,player_893a980b_item,player_893a980b_score,player_893a980b_cut_speed,player_893a980b_speed,8100ec429f0080c6_score,d8563a256e29ba24_message,c2875acddb397d2c_score
4772,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.721618084700637,121.54313831077206,,tomato_salad,1,1.0,30.0,73.49999999999488,24.0,,plate,0,1.0,30.0,,,1.0
4773,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.599994658527493,122.43249459177082,,tomato_salad,1,1.0,30.0,72.2499999999946,24.0,,plate,0,1.0,30.0,,,1.0
4774,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.47837123235435,123.32185087276957,,tomato_salad,1,1.0,30.0,71.34621797023578,24.84324151087344,,plate,0,1.0,30.0,,,1.0
4775,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.356747806181204,124.21120715376833,,tomato_salad,1,1.0,30.0,70.45686168923703,25.72161808469994,,plate,0,1.0,30.0,,,1.0
4776,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.23512438000806,125.10056343476708,,tomato_salad,1,1.0,30.0,69.56750540823828,26.59999465852644,,plate,0,1.0,30.0,,,1.0
4777,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.113500953834915,125.98991971576584,,tomato_salad,1,1.0,30.0,68.67814912723952,27.47837123235294,,plate,0,1.0,30.0,,,1.0
4778,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.99187752766177,126.87927599676459,,tomato_salad,1,1.0,30.0,67.78879284624077,28.356747806179442,,plate,0,1.0,30.0,,,1.0
4779,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.870254101488626,127.76863227776334,,tomato_salad,1,1.0,30.0,66.89943656524201,29.235124380005942,,plate,0,1.0,30.0,,,1.0
4780,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.74863067531518,128.6579885587621,,tomato_salad,1,1.0,30.0,66.01008028424326,30.113500953832443,,plate,0,1.0,30.0,,,1.0
4781,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.62700724914168,129.54734483976085,,tomato_salad,1,1.0,30.0,65.1207240032445,30.991877527658943,,plate,0,1.0,30.0,,,1.0
4782,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.50538382296818,130.4367011207596,,tomato_salad,1,1.0,30.0,64.23136772224575,31.870254101485443,,plate,0,1.0,30.0,,,1.0
4783,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.38376039679468,131.32605740175836,,tomato_salad,1,1.0,30.0,63.34201144124647,32.748630675311944,,plate,0,1.0,30.0,,,1.0
4784,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.26213697062118,132.21541368275712,,tomato_salad,1,1.0,30.0,62.452655160247005,33.627007249138444,,plate,0,1.0,30.0,,,1.0
4785,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.1405135444477,133.10476996375587,,tomato_salad,1,1.0,30.0,61.56329887924754,34.505383822964944,,plate,0,1.0,30.0,,,1.0
4786,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.01889011827441,133.99412624475463,,tomato_salad,1,1.0,30.0,60.673942598248075,35.383760396791445,,plate,0,1.0,30.0,,,1.0
4787,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.89726669210113,134.88348252575338,,tomato_salad,1,1.0,30.0,59.78458631724861,36.262136970617945,,plate,0,1.0,30.0,,,1.0
4788,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.77564326592783,135.77283880675213,,tomato_salad,1,1.0,30.0,58.895230036249146,37.140513544444445,,plate,0,1.0,30.0,,,1.0
4789,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.669344125618494,134.97004275038694,,tomato_salad,1,1.0,30.0,58.00587375524984,38.018890118270946,,plate,0,1.0,30.0,,,1.0
4790,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.563683497220154,134.09674034663158,,tomato_salad,1,1.0,30.0,57.11651747425088,38.897266692097446,,plate,0,1.0,30.0,,,1.0
4791,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.458022868821814,133.22343794287622,,tomato_salad,1,1.0,30.0,56.22716119325191,39.77564326592395,,plate,0,1.0,30.0,,,1.0
4792,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.352362240423474,132.35013553912086,,tomato_salad,1,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,1.0
4793,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.246701612025134,131.4768331353655,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4794,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.141040983626795,130.60353073161014,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4795,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.035380355228455,129.73022832785477,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4796,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.929719726830115,128.85692592409941,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4797,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.824059098431775,127.98362352034408,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4798,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.718398470033435,127.11032111659014,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4799,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.612737841635095,126.2370187128362,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4800,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.507077213236755,125.36371630908226,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4801,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.401416584838415,124.49041390532832,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4802,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.295755956440075,123.61711150157439,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4803,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.19009532804186,122.74380909782045,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4804,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.08443469964382,121.8705066940665,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4805,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.97877407124577,120.99720429031257,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4806,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.802791572093234,120.09377358568346,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4807,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.81810755926403,118.84386742099,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4808,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.83342354643482,117.59396125629652,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4809,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.84873953360562,116.34405509160305,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4810,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.86405552077641,115.09414892690958,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4811,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.879371507947205,113.84424276221611,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4812,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.894687495118,112.59433659752264,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4813,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.91000348228879,111.34443043282917,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4814,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.92531946945959,110.0945242681357,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4815,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.940635456630716,108.84461810344223,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4816,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.95595144380187,107.59471193874876,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4817,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.97126743097303,106.34480577405529,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4818,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.98658341814419,105.09489960936182,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4819,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99766256068071,103.84496717459078,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4820,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.997846959871026,102.5949671881917,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4821,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99803135906134,101.34496720179263,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4822,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99821575825166,100.09496721539355,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4823,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99840015744198,98.84496722899448,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4824,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.998584556632295,97.5949672425954,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4825,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99876895582261,96.34496725619633,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4826,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99895335501293,95.09496726979725,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4827,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99913775420325,93.84496728339818,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4828,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999322153393564,92.5949672969991,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4829,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99950655258388,91.34496731060003,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4830,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.9996909517742,90.09496732420095,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
4831,test,True,0,1,None_cut,3.749999999999995,3,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999875350964516,88.84496733780188,,tomato_salad,1,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,1.0
