tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,76de0e8c134808cd_score,player_dc41b1e2_x,player_dc41b1e2_y,player_dc41b1e2_move_target,player_dc41b1e2_item,player_dc41b1e2_score,player_dc41b1e2_cut_speed,player_dc41b1e2_speed,player_d6a5beb9_x,player_d6a5beb9_y,player_d6a5beb9_move_target,player_d6a5beb9_item,player_d6a5beb9_score,player_d6a5beb9_cut_speed,player_d6a5beb9_speed
1922,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.68396455448375,37.47728431224199,,,1,1.0,15.0,79.63718057935093,80.26863983005384,,plate,0,0.5,30.0
1923,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.1232386223207,37.03269090998997,,,1,1.0,15.0,78.75873010247825,81.15792311432324,,plate,0,0.5,30.0
1924,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.56251269015765,36.58809750773794,,,1,1.0,15.0,77.88027962560558,82.04720639859262,,plate,0,0.5,30.0
1925,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.0017867579946,36.14350410548592,,,1,1.0,15.0,77.00182914873291,82.93648968286202,,plate,0,0.5,30.0
1926,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.44106082583154,35.69891070323389,,,1,1.0,15.0,76.12337867186024,83.8257729671314,,plate,0,0.5,30.0
1927,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.88033489366849,35.25431730098187,,,1,1.0,15.0,75.24492819498757,84.7150562514008,,plate,0,0.5,30.0
1928,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.31960896150544,34.80972389872984,,,1,1.0,15.0,74.3664777181149,85.60433953567018,,plate,0,0.5,30.0
1929,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.75888302934239,34.36513049647782,,,1,1.0,15.0,73.48802724124222,86.49362281993957,,plate,0,0.5,30.0
1930,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.19815709717933,33.92053709422579,,,1,1.0,15.0,72.60957676436955,87.38290610420896,,plate,0,0.5,30.0
1931,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.63743116501628,33.47594369197377,,,1,1.0,15.0,72.0,88.0,,plate,0,0.5,30.0
1932,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.07670523285323,33.03135028972174,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1933,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.51597930069018,32.58675688746972,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1934,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.95525336852712,32.142163485217694,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1935,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.39452743636407,31.69757008296567,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1936,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.83380150420102,31.25297668071364,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1937,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.27307557203797,30.80838327846126,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1938,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.71234963987492,30.36378987620888,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1939,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.15162370771186,29.9191964739565,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1940,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.59089777554881,29.47460307170412,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1941,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.03017184338576,29.03000966945174,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1942,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.4694459112227,28.58541626719936,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1943,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.90871997905965,28.14082286494698,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1944,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.3479940468966,27.6962294626946,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1945,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.78726811473355,27.25163606044222,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1946,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.2265421825705,26.80704265818984,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1947,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.66581625040745,26.36244925593746,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1948,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.1050903182444,25.91785585368508,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1949,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.54436438608134,25.4732624514327,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1950,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.98363845391829,25.02866904918032,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1951,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.42291252175524,24.58407564692794,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1952,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1953,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1954,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1955,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1956,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1957,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1958,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1959,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1960,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1961,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1962,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1963,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1964,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1965,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1966,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1967,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1968,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1969,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1970,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1971,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1972,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,88.0,,,0,0.5,30.0
1973,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,86.74999999999972,,,0,0.5,30.0
1974,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,85.49999999999943,,,0,0.5,30.0
1975,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,84.24999999999915,,,0,0.5,30.0
1976,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,82.99999999999886,,,0,0.5,30.0
1977,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,81.74999999999858,,,0,0.5,30.0
1978,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,80.4999999999983,,,0,0.5,30.0
1979,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,79.24999999999801,,,0,0.5,30.0
1980,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,77.99999999999773,,,0,0.5,30.0
1981,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,76.74999999999744,,,0,0.5,30.0
1982,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,75.49999999999716,,,0,0.5,30.0
1983,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,74.24999999999687,,,0,0.5,30.0
1984,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,72.99999999999659,,,0,0.5,30.0
1985,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,71.7499999999963,,,0,0.5,30.0
1986,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,70.49999999999602,,,0,0.5,30.0
1987,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,69.24999999999574,,,0,0.5,30.0
1988,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,67.99999999999545,,,0,0.5,30.0
1989,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,66.74999999999517,,,0,0.5,30.0
1990,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,65.49999999999488,,,0,0.5,30.0
1991,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,64.2499999999946,,,0,0.5,30.0
1992,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,62.999999999994316,,,0,0.5,30.0
1993,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,61.74999999999403,,,0,0.5,30.0
1994,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,1,1.0,15.0,72.0,60.49999999999375,,,0,0.5,30.0
